well_name,unique_id,DNA_name,rxn_id,Mg,SecYE,K,PEG,Liposome_name,DNA_conc,Liposome_conc,day,plate,col,row
M17,1497,MtlA,129,20,0.0,185,0,no_lipo,5,3,1,4,16,12
L24,1498,MtlA,130,20,0.0,185,1,no_lipo,5,3,1,4,23,11
G1,1499,MtlA,131,20,1.25,85,2,no_lipo,5,3,1,4,0,6
C8,1500,MtlA,120,8,0.0,135,0,no_lipo,5,3,1,4,7,2
N16,1501,MtlA,121,8,0.0,135,1,no_lipo,5,3,1,4,15,13
B19,1502,MtlA,122,8,0.0,185,2,no_lipo,5,3,1,4,18,1
F23,1503,MtlA,123,8,0.0,185,2,no_lipo,5,3,1,4,22,5
D21,1504,MtlA,124,14,0.0,135,0,no_lipo,5,3,1,4,20,3
G15,1505,MtlA,125,14,0.0,135,1,no_lipo,5,3,1,4,14,6
G8,1506,MtlA,126,14,0.0,185,1,no_lipo,5,3,1,4,7,6
F7,1507,MtlA,127,14,0.0,185,2,no_lipo,5,3,1,4,6,5
P21,1508,MtlA,128,20,0.0,85,2,no_lipo,5,3,1,4,20,15
P10,1509,MtlA,129,20,0.0,185,0,no_lipo,5,3,1,4,9,15
J9,1510,MtlA,130,20,0.0,185,1,no_lipo,5,3,1,4,8,9
I18,1511,MtlA,131,20,1.25,85,2,no_lipo,5,3,1,4,17,8
B22,1512,MtlA,120,8,0.0,135,0,no_lipo,5,3,1,4,21,1
P24,1513,MtlA,121,8,0.0,135,1,no_lipo,5,3,1,4,23,15
F13,1514,MtlA,122,8,0.0,185,2,no_lipo,5,3,1,4,12,5
A13,1515,MtlA,123,8,0.0,185,2,no_lipo,5,3,1,4,12,0
O12,1516,MtlA,124,14,0.0,135,0,no_lipo,5,3,1,4,11,14
H12,1517,MtlA,125,14,0.0,135,1,no_lipo,5,3,1,4,11,7
L4,1518,MtlA,126,14,0.0,185,1,no_lipo,5,3,1,4,3,11
H24,1519,MtlA,127,14,0.0,185,2,no_lipo,5,3,1,4,23,7
D17,1520,MtlA,128,20,0.0,85,2,no_lipo,5,3,1,4,16,3
M12,1521,MtlA,129,20,0.0,185,0,no_lipo,5,3,1,4,11,12
J2,1522,MtlA,130,20,0.0,185,1,no_lipo,5,3,1,4,1,9
H8,1523,MtlA,131,20,1.25,85,2,no_lipo,5,3,1,4,7,7
D15,1524,MtlA,120,8,0.0,135,0,no_lipo,5,3,1,4,14,3
A8,1525,MtlA,121,8,0.0,135,1,no_lipo,5,3,1,4,7,0
E23,1526,MtlA,122,8,0.0,185,2,no_lipo,5,3,1,4,22,4
I1,1527,MtlA,123,8,0.0,185,2,no_lipo,5,3,1,4,0,8
I14,1528,MtlA,124,14,0.0,135,0,no_lipo,5,3,1,4,13,8
P8,1529,MtlA,125,14,0.0,135,1,no_lipo,5,3,1,4,7,15
G11,1530,MtlA,126,14,0.0,185,1,no_lipo,5,3,1,4,10,6
O9,1531,MtlA,127,14,0.0,185,2,no_lipo,5,3,1,4,8,14
L16,1532,MtlA,128,20,0.0,85,2,no_lipo,5,3,1,4,15,11
J14,1533,MtlA,129,20,0.0,185,0,no_lipo,5,3,1,4,13,9
B13,1534,MtlA,130,20,0.0,185,1,no_lipo,5,3,1,4,12,1
F5,1535,MtlA,131,20,1.25,85,2,no_lipo,5,3,1,4,4,5
