reagent,well_name,row,col,row_zero_based,col_zero_based,droplets_print
K,J4,10,4,9,3,1
K,J6,10,6,9,5,1
K,J24,10,24,9,23,1
K,K1,11,1,10,0,1
K,K3,11,3,10,2,1
K,K9,11,9,10,8,1
K,K16,11,16,10,15,1
K,K17,11,17,10,16,1
K,K18,11,18,10,17,1
K,K24,11,24,10,23,1
K,L2,12,2,11,1,1
K,L5,12,5,11,4,1
K,L8,12,8,11,7,1
K,L14,12,14,11,13,1
K,L15,12,15,11,14,1
K,L16,12,16,11,15,1
K,L18,12,18,11,17,1
K,L20,12,20,11,19,1
K,L21,12,21,11,20,1
K,L22,12,22,11,21,1
K,M2,13,2,12,1,1
K,M5,13,5,12,4,1
K,M7,13,7,12,6,1
K,M8,13,8,12,7,1
K,M9,13,9,12,8,1
K,M13,13,13,12,12,1
K,M17,13,17,12,16,1
K,M19,13,19,12,18,1
K,N17,14,17,13,16,1
K,O4,15,4,14,3,1
K,O9,15,9,14,8,1
K,O13,15,13,14,12,1
K,O15,15,15,14,14,1
K,O20,15,20,14,19,1
K,O22,15,22,14,21,1
K,O24,15,24,14,23,1
Mg,A5,1,5,0,4,2
Mg,A7,1,7,0,6,2
Mg,A8,1,8,0,7,2
Mg,A9,1,9,0,8,2
Mg,A11,1,11,0,10,2
Mg,A12,1,12,0,11,2
Mg,A14,1,14,0,13,1
Mg,A20,1,20,0,19,1
Mg,A22,1,22,0,21,2
Mg,B12,2,12,1,11,2
Mg,B19,2,19,1,18,2
Mg,B20,2,20,1,19,2
Mg,B22,2,22,1,21,1
Mg,B24,2,24,1,23,2
Mg,C1,3,1,2,0,1
Mg,C4,3,4,2,3,1
Mg,C5,3,5,2,4,1
Mg,C21,3,21,2,20,2
Mg,C22,3,22,2,21,2
Mg,D2,4,2,3,1,2
Mg,D6,4,6,3,5,2
Mg,D10,4,10,3,9,2
Mg,D11,4,11,3,10,2
Mg,D12,4,12,3,11,2
Mg,D14,4,14,3,13,1
Mg,D17,4,17,3,16,2
Mg,D21,4,21,3,20,1
Mg,D23,4,23,3,22,2
Mg,E1,5,1,4,0,1
Mg,E3,5,3,4,2,1
Mg,E5,5,5,4,4,2
Mg,E7,5,7,4,6,1
Mg,E14,5,14,4,13,1
Mg,E17,5,17,4,16,2
Mg,E18,5,18,4,17,2
Mg,F2,6,2,5,1,2
Mg,F6,6,6,5,5,1
Mg,F7,6,7,5,6,2
Mg,F8,6,8,5,7,1
Mg,F9,6,9,5,8,2
Mg,F12,6,12,5,11,1
Mg,F13,6,13,5,12,1
Mg,F14,6,14,5,13,1
Mg,F18,6,18,5,17,2
Mg,F19,6,19,5,18,2
Mg,F22,6,22,5,21,2
Mg,F23,6,23,5,22,2
Mg,F24,6,24,5,23,1
Mg,G6,7,6,6,5,1
Mg,G9,7,9,6,8,2
Mg,G14,7,14,6,13,2
Mg,G19,7,19,6,18,2
Mg,G21,7,21,6,20,1
Mg,H1,8,1,7,0,2
Mg,H7,8,7,7,6,2
Mg,H10,8,10,7,9,1
Mg,H11,8,11,7,10,2
Mg,H12,8,12,7,11,1
Mg,H14,8,14,7,13,2
Mg,H15,8,15,7,14,2
Mg,H18,8,18,7,17,2
Mg,H19,8,19,7,18,2
Mg,H20,8,20,7,19,1
Mg,I7,9,7,8,6,2
Mg,I13,9,13,8,12,2
Mg,I14,9,14,8,13,1
Mg,I20,9,20,8,19,2
Mg,J4,10,4,9,3,2
Mg,J6,10,6,9,5,2
Mg,J12,10,12,9,11,2
Mg,J24,10,24,9,23,2
Mg,K1,11,1,10,0,1
Mg,K3,11,3,10,2,2
Mg,K6,11,6,10,5,2
Mg,K7,11,7,10,6,2
Mg,K9,11,9,10,8,2
Mg,K15,11,15,10,14,2
Mg,K16,11,16,10,15,2
Mg,K17,11,17,10,16,1
Mg,K18,11,18,10,17,1
Mg,K24,11,24,10,23,1
Mg,L1,12,1,11,0,2
Mg,L2,12,2,11,1,1
Mg,L5,12,5,11,4,1
Mg,L8,12,8,11,7,2
Mg,L9,12,9,11,8,2
Mg,L10,12,10,11,9,2
Mg,L12,12,12,11,11,2
Mg,L14,12,14,11,13,2
Mg,L15,12,15,11,14,1
Mg,L16,12,16,11,15,1
Mg,L18,12,18,11,17,2
Mg,L19,12,19,11,18,2
Mg,L20,12,20,11,19,1
Mg,L21,12,21,11,20,1
Mg,L22,12,22,11,21,1
Mg,M1,13,1,12,0,2
Mg,M2,13,2,12,1,2
Mg,M5,13,5,12,4,2
Mg,M7,13,7,12,6,1
Mg,M8,13,8,12,7,1
Mg,M9,13,9,12,8,2
Mg,M13,13,13,12,12,1
Mg,M15,13,15,12,14,2
Mg,M17,13,17,12,16,2
Mg,M19,13,19,12,18,2
Mg,M21,13,21,12,20,2
Mg,N8,14,8,13,7,2
Mg,N10,14,10,13,9,2
Mg,N17,14,17,13,16,2
Mg,O4,15,4,14,3,2
Mg,O9,15,9,14,8,2
Mg,O10,15,10,14,9,2
Mg,O13,15,13,14,12,1
Mg,O15,15,15,14,14,2
Mg,O20,15,20,14,19,1
Mg,O21,15,21,14,20,2
Mg,O22,15,22,14,21,2
Mg,O23,15,23,14,22,2
Mg,O24,15,24,14,23,2
PDGFRB2-TAT,B12,2,12,1,11,2
PDGFRB2-TAT,C4,3,4,2,3,2
PDGFRB2-TAT,C5,3,5,2,4,2
PDGFRB2-TAT,D17,4,17,3,16,2
PDGFRB2-TAT,D21,4,21,3,20,2
PDGFRB2-TAT,D23,4,23,3,22,2
PDGFRB2-TAT,E1,5,1,4,0,2
PDGFRB2-TAT,E18,5,18,4,17,2
PDGFRB2-TAT,F18,6,18,5,17,2
PDGFRB2-TAT,F22,6,22,5,21,2
PDGFRB2-TAT,G6,7,6,6,5,2
PDGFRB2-TAT,G14,7,14,6,13,2
PDGFRB2-TAT,H11,8,11,7,10,2
PDGFRB2-TAT,K15,11,15,10,14,2
PDGFRB2-TAT,L21,12,21,11,20,2
PDGFRB2-TAT,M7,13,7,12,6,2
PDGFRB2-TAT,M9,13,9,12,8,2
PDGFRB2-TAT,M13,13,13,12,12,2
PDGFRB2-TAT,M15,13,15,12,14,2
PDGFRB2-TAT,M17,13,17,12,16,2
PDGFRB2-TAT,N8,14,8,13,7,2
PDGFRB2-TAT,N10,14,10,13,9,2
PDGFRB2-TAT,O9,15,9,14,8,2
PDGFRB2-TAT,O22,15,22,14,21,2
PEG,A5,1,5,0,4,4
PEG,A7,1,7,0,6,4
PEG,A8,1,8,0,7,4
PEG,A9,1,9,0,8,4
PEG,A11,1,11,0,10,4
PEG,A12,1,12,0,11,4
PEG,A14,1,14,0,13,4
PEG,A20,1,20,0,19,4
PEG,A22,1,22,0,21,4
PEG,B12,2,12,1,11,4
PEG,B19,2,19,1,18,4
PEG,B20,2,20,1,19,4
PEG,B22,2,22,1,21,4
PEG,B24,2,24,1,23,4
PEG,C1,3,1,2,0,4
PEG,C4,3,4,2,3,4
PEG,C5,3,5,2,4,4
PEG,C21,3,21,2,20,4
PEG,C22,3,22,2,21,4
PEG,D2,4,2,3,1,4
PEG,D6,4,6,3,5,4
PEG,D10,4,10,3,9,4
PEG,D11,4,11,3,10,4
PEG,D12,4,12,3,11,4
PEG,D14,4,14,3,13,4
PEG,D17,4,17,3,16,4
PEG,D21,4,21,3,20,4
PEG,D23,4,23,3,22,4
PEG,E1,5,1,4,0,4
PEG,E3,5,3,4,2,4
PEG,E5,5,5,4,4,4
PEG,E7,5,7,4,6,4
PEG,E14,5,14,4,13,4
PEG,E17,5,17,4,16,4
PEG,E18,5,18,4,17,4
PEG,F2,6,2,5,1,4
PEG,F6,6,6,5,5,4
PEG,F7,6,7,5,6,4
PEG,F8,6,8,5,7,4
PEG,F9,6,9,5,8,4
PEG,F12,6,12,5,11,4
PEG,F13,6,13,5,12,4
PEG,F14,6,14,5,13,4
PEG,F18,6,18,5,17,4
PEG,F19,6,19,5,18,4
PEG,F22,6,22,5,21,4
PEG,F23,6,23,5,22,4
PEG,F24,6,24,5,23,4
PEG,G6,7,6,6,5,4
PEG,G9,7,9,6,8,4
PEG,G14,7,14,6,13,4
PEG,G19,7,19,6,18,4
PEG,G21,7,21,6,20,4
PEG,H1,8,1,7,0,4
PEG,H7,8,7,7,6,4
PEG,H10,8,10,7,9,4
PEG,H11,8,11,7,10,4
PEG,H12,8,12,7,11,4
PEG,H14,8,14,7,13,4
PEG,H15,8,15,7,14,4
PEG,H18,8,18,7,17,4
PEG,H19,8,19,7,18,4
PEG,H20,8,20,7,19,4
PEG,I7,9,7,8,6,4
PEG,I13,9,13,8,12,4
PEG,I14,9,14,8,13,4
PEG,I20,9,20,8,19,4
PEG,J4,10,4,9,3,4
PEG,J6,10,6,9,5,4
PEG,J12,10,12,9,11,4
PEG,J24,10,24,9,23,4
PEG,K1,11,1,10,0,4
PEG,K3,11,3,10,2,4
PEG,K6,11,6,10,5,4
PEG,K7,11,7,10,6,4
PEG,K9,11,9,10,8,4
PEG,K15,11,15,10,14,4
PEG,K16,11,16,10,15,4
PEG,K17,11,17,10,16,4
PEG,K18,11,18,10,17,4
PEG,K24,11,24,10,23,4
PEG,L1,12,1,11,0,4
PEG,L2,12,2,11,1,4
PEG,L5,12,5,11,4,4
PEG,L8,12,8,11,7,4
PEG,L9,12,9,11,8,4
PEG,L10,12,10,11,9,4
PEG,L12,12,12,11,11,4
PEG,L14,12,14,11,13,4
PEG,L15,12,15,11,14,4
PEG,L16,12,16,11,15,4
PEG,L18,12,18,11,17,4
PEG,L19,12,19,11,18,4
PEG,L20,12,20,11,19,4
PEG,L21,12,21,11,20,4
PEG,L22,12,22,11,21,4
PEG,M1,13,1,12,0,4
PEG,M2,13,2,12,1,4
PEG,M5,13,5,12,4,4
PEG,M7,13,7,12,6,4
PEG,M8,13,8,12,7,4
PEG,M9,13,9,12,8,4
PEG,M13,13,13,12,12,4
PEG,M15,13,15,12,14,4
PEG,M17,13,17,12,16,4
PEG,M19,13,19,12,18,4
PEG,M21,13,21,12,20,4
PEG,N8,14,8,13,7,4
PEG,N10,14,10,13,9,4
PEG,N17,14,17,13,16,4
PEG,O4,15,4,14,3,4
PEG,O9,15,9,14,8,4
PEG,O10,15,10,14,9,4
PEG,O13,15,13,14,12,4
PEG,O15,15,15,14,14,4
PEG,O20,15,20,14,19,4
PEG,O21,15,21,14,20,4
PEG,O22,15,22,14,21,4
PEG,O23,15,23,14,22,4
PEG,O24,15,24,14,23,4
SecYE,A7,1,7,0,6,2
SecYE,A12,1,12,0,11,2
SecYE,A22,1,22,0,21,2
SecYE,B12,2,12,1,11,2
SecYE,B19,2,19,1,18,2
SecYE,B20,2,20,1,19,2
SecYE,C21,3,21,2,20,2
SecYE,D2,4,2,3,1,2
SecYE,D6,4,6,3,5,2
SecYE,D10,4,10,3,9,2
SecYE,D17,4,17,3,16,2
SecYE,E5,5,5,4,4,2
SecYE,E18,5,18,4,17,2
SecYE,F2,6,2,5,1,2
SecYE,F7,6,7,5,6,2
SecYE,F19,6,19,5,18,2
SecYE,F22,6,22,5,21,2
SecYE,G9,7,9,6,8,2
SecYE,G19,7,19,6,18,2
SecYE,H18,8,18,7,17,2
SecYE,J4,10,4,9,3,2
SecYE,J6,10,6,9,5,2
SecYE,J24,10,24,9,23,2
SecYE,K3,11,3,10,2,2
SecYE,K9,11,9,10,8,2
SecYE,K16,11,16,10,15,2
SecYE,L8,12,8,11,7,2
SecYE,L14,12,14,11,13,2
SecYE,L18,12,18,11,17,2
SecYE,M2,13,2,12,1,2
SecYE,M5,13,5,12,4,2
SecYE,M9,13,9,12,8,2
SecYE,M17,13,17,12,16,2
SecYE,M19,13,19,12,18,2
SecYE,N17,14,17,13,16,2
SecYE,O4,15,4,14,3,2
SecYE,O9,15,9,14,8,2
SecYE,O15,15,15,14,14,2
SecYE,O22,15,22,14,21,2
SecYE,O24,15,24,14,23,2
TFR1,A11,1,11,0,10,2
TFR1,B19,2,19,1,18,2
TFR1,D12,4,12,3,11,2
TFR1,D14,4,14,3,13,2
TFR1,E14,5,14,4,13,2
TFR1,E17,5,17,4,16,2
TFR1,H10,8,10,7,9,2
TFR1,H18,8,18,7,17,2
TFR1,I7,9,7,8,6,2
TFR1,I20,9,20,8,19,2
TFR1,J4,10,4,9,3,2
TFR1,J24,10,24,9,23,2
TFR1,K3,11,3,10,2,2
TFR1,K7,11,7,10,6,2
TFR1,K9,11,9,10,8,2
TFR1,K17,11,17,10,16,2
TFR1,K24,11,24,10,23,2
TFR1,L2,12,2,11,1,2
TFR1,L15,12,15,11,14,2
TFR1,L18,12,18,11,17,2
TFR1,M8,13,8,12,7,2
TFR1,M21,13,21,12,20,2
TFR1,O21,15,21,14,20,2
TFR1,O24,15,24,14,23,2
TFR1-TAT,A12,1,12,0,11,2
TFR1-TAT,A20,1,20,0,19,2
TFR1-TAT,A22,1,22,0,21,2
TFR1-TAT,B24,2,24,1,23,2
TFR1-TAT,D10,4,10,3,9,2
TFR1-TAT,D11,4,11,3,10,2
TFR1-TAT,E7,5,7,4,6,2
TFR1-TAT,F2,6,2,5,1,2
TFR1-TAT,F6,6,6,5,5,2
TFR1-TAT,F9,6,9,5,8,2
TFR1-TAT,G9,7,9,6,8,2
TFR1-TAT,H7,8,7,7,6,2
TFR1-TAT,H14,8,14,7,13,2
TFR1-TAT,H15,8,15,7,14,2
TFR1-TAT,K1,11,1,10,0,2
TFR1-TAT,K16,11,16,10,15,2
TFR1-TAT,L1,12,1,11,0,2
TFR1-TAT,L5,12,5,11,4,2
TFR1-TAT,L9,12,9,11,8,2
TFR1-TAT,L20,12,20,11,19,2
TFR1-TAT,L22,12,22,11,21,2
TFR1-TAT,M5,13,5,12,4,2
TFR1-TAT,N17,14,17,13,16,2
TFR1-TAT,O20,15,20,14,19,2
no_lipo,A7,1,7,0,6,4
no_lipo,A9,1,9,0,8,4
no_lipo,A12,1,12,0,11,4
no_lipo,A14,1,14,0,13,4
no_lipo,A20,1,20,0,19,4
no_lipo,B19,2,19,1,18,4
no_lipo,B24,2,24,1,23,4
no_lipo,C5,3,5,2,4,4
no_lipo,C22,3,22,2,21,4
no_lipo,D6,4,6,3,5,4
no_lipo,D12,4,12,3,11,4
no_lipo,D14,4,14,3,13,4
no_lipo,D17,4,17,3,16,4
no_lipo,E1,5,1,4,0,4
no_lipo,E3,5,3,4,2,4
no_lipo,E14,5,14,4,13,4
no_lipo,E18,5,18,4,17,4
no_lipo,F2,6,2,5,1,4
no_lipo,F6,6,6,5,5,4
no_lipo,F7,6,7,5,6,4
no_lipo,F9,6,9,5,8,4
no_lipo,F12,6,12,5,11,4
no_lipo,F18,6,18,5,17,4
no_lipo,F19,6,19,5,18,4
no_lipo,F23,6,23,5,22,4
no_lipo,F24,6,24,5,23,4
no_lipo,G6,7,6,6,5,4
no_lipo,G19,7,19,6,18,4
no_lipo,G21,7,21,6,20,4
no_lipo,H1,8,1,7,0,4
no_lipo,H15,8,15,7,14,4
no_lipo,H20,8,20,7,19,4
no_lipo,I7,9,7,8,6,4
no_lipo,I13,9,13,8,12,4
no_lipo,I14,9,14,8,13,4
no_lipo,J6,10,6,9,5,4
no_lipo,K3,11,3,10,2,4
no_lipo,K6,11,6,10,5,4
no_lipo,K7,11,7,10,6,4
no_lipo,K9,11,9,10,8,4
no_lipo,K15,11,15,10,14,4
no_lipo,K16,11,16,10,15,4
no_lipo,K24,11,24,10,23,4
no_lipo,L2,12,2,11,1,4
no_lipo,L9,12,9,11,8,4
no_lipo,L14,12,14,11,13,4
no_lipo,L20,12,20,11,19,4
no_lipo,M13,13,13,12,12,4
no_lipo,M15,13,15,12,14,4
no_lipo,M17,13,17,12,16,4
no_lipo,N10,14,10,13,9,4
no_lipo,N17,14,17,13,16,4
no_lipo,O10,15,10,14,9,4
no_lipo,O13,15,13,14,12,4
no_lipo,O15,15,15,14,14,4
no_lipo,O20,15,20,14,19,4
no_lipo,O21,15,21,14,20,4
no_lipo,O22,15,22,14,21,4
no_lipo,O23,15,23,14,22,4
no_lipo,O24,15,24,14,23,4
water,A5,1,5,0,4,2
water,A8,1,8,0,7,2
water,A9,1,9,0,8,2
water,A11,1,11,0,10,2
water,A14,1,14,0,13,2
water,A20,1,20,0,19,2
water,B22,2,22,1,21,2
water,B24,2,24,1,23,2
water,C1,3,1,2,0,2
water,C4,3,4,2,3,2
water,C5,3,5,2,4,2
water,C22,3,22,2,21,2
water,D11,4,11,3,10,2
water,D12,4,12,3,11,2
water,D14,4,14,3,13,2
water,D21,4,21,3,20,2
water,D23,4,23,3,22,2
water,E1,5,1,4,0,2
water,E3,5,3,4,2,2
water,E7,5,7,4,6,2
water,E14,5,14,4,13,2
water,E17,5,17,4,16,2
water,F6,6,6,5,5,2
water,F8,6,8,5,7,2
water,F9,6,9,5,8,2
water,F12,6,12,5,11,2
water,F13,6,13,5,12,2
water,F14,6,14,5,13,2
water,F18,6,18,5,17,2
water,F23,6,23,5,22,2
water,F24,6,24,5,23,2
water,G6,7,6,6,5,2
water,G14,7,14,6,13,2
water,G21,7,21,6,20,2
water,H1,8,1,7,0,2
water,H7,8,7,7,6,2
water,H10,8,10,7,9,2
water,H11,8,11,7,10,2
water,H12,8,12,7,11,2
water,H14,8,14,7,13,2
water,H15,8,15,7,14,2
water,H19,8,19,7,18,2
water,H20,8,20,7,19,2
water,I7,9,7,8,6,2
water,I13,9,13,8,12,2
water,I14,9,14,8,13,2
water,I20,9,20,8,19,2
water,J12,10,12,9,11,2
water,K1,11,1,10,0,2
water,K6,11,6,10,5,2
water,K7,11,7,10,6,2
water,K15,11,15,10,14,2
water,K17,11,17,10,16,2
water,K18,11,18,10,17,2
water,K24,11,24,10,23,2
water,L1,12,1,11,0,2
water,L2,12,2,11,1,2
water,L5,12,5,11,4,2
water,L9,12,9,11,8,2
water,L10,12,10,11,9,2
water,L12,12,12,11,11,2
water,L15,12,15,11,14,2
water,L16,12,16,11,15,2
water,L19,12,19,11,18,2
water,L20,12,20,11,19,2
water,L21,12,21,11,20,2
water,L22,12,22,11,21,2
water,M1,13,1,12,0,2
water,M7,13,7,12,6,2
water,M8,13,8,12,7,2
water,M13,13,13,12,12,2
water,M15,13,15,12,14,2
water,M21,13,21,12,20,2
water,N8,14,8,13,7,2
water,N10,14,10,13,9,2
water,O10,15,10,14,9,2
water,O13,15,13,14,12,2
water,O20,15,20,14,19,2
water,O21,15,21,14,20,2
water,O23,15,23,14,22,2
