well_name,plate,DNA_name,DNA_conc,K,Liposome_name,Liposome_conc,Mg,SecYE,WCE,Supp
O6,2,Blank,0.0,135.0,DMPC,3.0,8.0,1.25,BL62,S22
O7,2,MscL,5.0,85.0,no_lipo,0.0,16.0,1.25,BL62,S22
O8,2,MscL,5.0,135.0,DMPC,3.0,12.0,0.0,BL62,S22
O9,2,Mito,5.0,85.0,DOPC,3.0,12.0,1.25,BL62,S22
P1,2,Mito,5.0,85.0,no_lipo,0.0,12.0,1.25,BL62,S22
P10,2,CD47,5.0,135.0,no_lipo,0.0,20.0,0.0,BL62,S22
P11,2,Mito,5.0,85.0,DOPC,3.0,8.0,1.25,BL62,S22
P12,2,Mito,5.0,85.0,DMPC,3.0,12.0,1.25,BL62,S22
P13,2,Mito,5.0,85.0,no_lipo,0.0,12.0,0.0,BL62,S22
P14,2,Blank,0.0,85.0,DOPC,3.0,16.0,1.25,BL62,S22
P15,2,CD47,5.0,85.0,DOPC,3.0,12.0,0.0,BL62,S22
P16,2,Blank,0.0,85.0,no_lipo,0.0,20.0,0.0,BL62,S22
P17,2,CD47,5.0,85.0,DMPC,3.0,16.0,1.25,BL62,S22
P18,2,Blank,0.0,85.0,DMPC,3.0,8.0,0.0,BL62,S22
P19,2,MscL,5.0,135.0,DMPC,3.0,12.0,1.25,BL62,S22
P2,2,Mito,5.0,85.0,DMPC,3.0,12.0,0.0,BL62,S22
P20,2,CD47,5.0,85.0,no_lipo,0.0,12.0,1.25,BL62,S22
P21,2,B2AR,5.0,135.0,DOPC,3.0,8.0,1.25,BL62,S22
P22,2,Blank,0.0,85.0,DOPC,3.0,16.0,0.0,BL62,S22
P3,2,Blank,0.0,135.0,DOPC,3.0,20.0,1.25,BL62,S22
P4,2,Mito,5.0,135.0,DOPC,3.0,8.0,1.25,BL62,S22
P5,2,CD47,5.0,85.0,DOPC,3.0,16.0,1.25,BL62,S22
P6,2,CD47,5.0,135.0,no_lipo,0.0,16.0,0.0,BL62,S22
P7,2,B2AR,5.0,135.0,no_lipo,0.0,20.0,0.0,BL62,S22
P8,2,B2AR,5.0,85.0,DMPC,3.0,16.0,1.25,BL62,S22
P9,2,MscL,5.0,85.0,DMPC,3.0,8.0,0.0,BL62,S22
