reagent,well_name,row,col,row_zero_based,col_zero_based,droplets_print
DOPC,C12,3,12,2,11,4
DOPC,C13,3,13,2,12,4
DOPC,C15,3,15,2,14,4
DOPC,C17,3,17,2,16,4
DOPC,D15,4,15,3,14,4
DOPC,D16,4,16,3,15,4
DOPC,D18,4,18,3,17,4
DOPC,E4,5,4,4,3,4
DOPC,E8,5,8,4,7,4
DOPC,E9,5,9,4,8,4
DOPC,E16,5,16,4,15,4
DOPC,E19,5,19,4,18,4
DOPC,E21,5,21,4,20,4
DOPC,E23,5,23,4,22,4
DOPC,F1,6,1,5,0,4
DOPC,G3,7,3,6,2,4
DOPC,G5,7,5,6,4,4
DOPC,G16,7,16,6,15,4
DOPC,G18,7,18,6,17,4
DOPC,G22,7,22,6,21,4
DOPC,H3,8,3,7,2,4
DOPC,H17,8,17,7,16,4
DOPC,H21,8,21,7,20,4
DOPC,H24,8,24,7,23,4
DOPC,I6,9,6,8,5,4
DOPC,I9,9,9,8,8,4
DOPC,I17,9,17,8,16,4
DOPC,I18,9,18,8,17,4
DOPC,I21,9,21,8,20,4
DOPC,J13,10,13,9,12,4
DOPC,J14,10,14,9,13,4
DOPC,J16,10,16,9,15,4
DOPC,J18,10,18,9,17,4
DOPC,J19,10,19,9,18,4
DOPC,J21,10,21,9,20,4
DOPC,K10,11,10,10,9,4
DOPC,K14,11,14,10,13,4
DOPC,K21,11,21,10,20,4
DOPC,K23,11,23,10,22,4
DOPC,L13,12,13,11,12,4
DOPC,M6,13,6,12,5,4
DOPC,N1,14,1,13,0,4
DOPC,N3,14,3,13,2,4
DOPC,N5,14,5,13,4,4
DOPC,N7,14,7,13,6,4
DOPC,N9,14,9,13,8,4
DOPC,N11,14,11,13,10,4
DOPC,N12,14,12,13,11,4
DOPC,O2,15,2,14,1,4
DOPC,O14,15,14,14,13,4
DOPC,O18,15,18,14,17,4
DOPC,O19,15,19,14,18,4
K,A2,1,2,0,1,1
K,A3,1,3,0,2,1
K,A6,1,6,0,5,1
K,A21,1,21,0,20,1
K,B2,2,2,1,1,1
K,B9,2,9,1,8,1
K,B10,2,10,1,9,1
K,B11,2,11,1,10,1
K,B23,2,23,1,22,1
K,C2,3,2,2,1,1
K,C8,3,8,2,7,1
K,C11,3,11,2,10,1
K,C13,3,13,2,12,1
K,C15,3,15,2,14,1
K,C17,3,17,2,16,1
K,C20,3,20,2,19,1
K,D7,4,7,3,6,1
K,D13,4,13,3,12,1
K,D15,4,15,3,14,1
K,D16,4,16,3,15,1
K,D18,4,18,3,17,1
K,E8,5,8,4,7,1
K,E9,5,9,4,8,1
K,E11,5,11,4,10,1
K,E15,5,15,4,14,1
K,E19,5,19,4,18,1
K,E21,5,21,4,20,1
K,E23,5,23,4,22,1
K,F1,6,1,5,0,1
K,F10,6,10,5,9,1
K,F16,6,16,5,15,1
K,F17,6,17,5,16,1
K,G3,7,3,6,2,1
K,G5,7,5,6,4,1
K,G12,7,12,6,11,1
K,G22,7,22,6,21,1
K,H3,8,3,7,2,1
K,H6,8,6,7,5,1
K,H13,8,13,7,12,1
K,H17,8,17,7,16,1
K,H21,8,21,7,20,1
K,H22,8,22,7,21,1
K,H23,8,23,7,22,1
K,I5,9,5,8,4,1
K,I6,9,6,8,5,1
K,I9,9,9,8,8,1
K,I10,9,10,8,9,1
K,I17,9,17,8,16,1
K,I19,9,19,8,18,1
K,I21,9,21,8,20,1
K,I23,9,23,8,22,1
K,J7,10,7,9,6,1
K,J9,10,9,9,8,1
K,J14,10,14,9,13,1
K,J16,10,16,9,15,1
K,J18,10,18,9,17,1
K,J21,10,21,9,20,1
K,J22,10,22,9,21,1
K,K2,11,2,10,1,1
K,K13,11,13,10,12,1
K,K14,11,14,10,13,1
K,K21,11,21,10,20,1
K,K23,11,23,10,22,1
K,L4,12,4,11,3,1
K,L6,12,6,11,5,1
K,L17,12,17,11,16,1
K,L24,12,24,11,23,1
K,M14,13,14,12,13,1
K,M18,13,18,12,17,1
K,N3,14,3,13,2,1
K,N5,14,5,13,4,1
K,N7,14,7,13,6,1
K,N9,14,9,13,8,1
K,N16,14,16,13,15,1
K,N23,14,23,13,22,1
K,O2,15,2,14,1,1
K,O3,15,3,14,2,1
K,O8,15,8,14,7,1
K,O11,15,11,14,10,1
K,O19,15,19,14,18,1
Mg,A2,1,2,0,1,2
Mg,A3,1,3,0,2,1
Mg,A6,1,6,0,5,2
Mg,A10,1,10,0,9,2
Mg,A13,1,13,0,12,2
Mg,A17,1,17,0,16,2
Mg,A21,1,21,0,20,2
Mg,A24,1,24,0,23,2
Mg,B2,2,2,1,1,2
Mg,B6,2,6,1,5,2
Mg,B9,2,9,1,8,2
Mg,B10,2,10,1,9,2
Mg,B11,2,11,1,10,2
Mg,B14,2,14,1,13,2
Mg,B16,2,16,1,15,2
Mg,B17,2,17,1,16,2
Mg,B23,2,23,1,22,1
Mg,C2,3,2,2,1,1
Mg,C8,3,8,2,7,1
Mg,C11,3,11,2,10,2
Mg,C12,3,12,2,11,2
Mg,C13,3,13,2,12,2
Mg,C15,3,15,2,14,2
Mg,C16,3,16,2,15,2
Mg,C17,3,17,2,16,1
Mg,C19,3,19,2,18,2
Mg,C20,3,20,2,19,1
Mg,D1,4,1,3,0,2
Mg,D7,4,7,3,6,2
Mg,D13,4,13,3,12,2
Mg,D15,4,15,3,14,1
Mg,D16,4,16,3,15,2
Mg,D18,4,18,3,17,2
Mg,E4,5,4,4,3,2
Mg,E8,5,8,4,7,2
Mg,E9,5,9,4,8,1
Mg,E11,5,11,4,10,2
Mg,E12,5,12,4,11,2
Mg,E13,5,13,4,12,2
Mg,E15,5,15,4,14,1
Mg,E16,5,16,4,15,2
Mg,E19,5,19,4,18,1
Mg,E21,5,21,4,20,1
Mg,E22,5,22,4,21,2
Mg,E23,5,23,4,22,2
Mg,F1,6,1,5,0,1
Mg,F10,6,10,5,9,1
Mg,F15,6,15,5,14,2
Mg,F16,6,16,5,15,1
Mg,F17,6,17,5,16,2
Mg,F21,6,21,5,20,2
Mg,G3,7,3,6,2,2
Mg,G5,7,5,6,4,1
Mg,G12,7,12,6,11,1
Mg,G16,7,16,6,15,2
Mg,G18,7,18,6,17,2
Mg,G22,7,22,6,21,2
Mg,H3,8,3,7,2,1
Mg,H6,8,6,7,5,1
Mg,H13,8,13,7,12,2
Mg,H17,8,17,7,16,1
Mg,H21,8,21,7,20,2
Mg,H22,8,22,7,21,2
Mg,H23,8,23,7,22,1
Mg,H24,8,24,7,23,2
Mg,I5,9,5,8,4,1
Mg,I6,9,6,8,5,1
Mg,I9,9,9,8,8,2
Mg,I10,9,10,8,9,2
Mg,I11,9,11,8,10,2
Mg,I17,9,17,8,16,1
Mg,I18,9,18,8,17,2
Mg,I19,9,19,8,18,1
Mg,I21,9,21,8,20,1
Mg,I23,9,23,8,22,1
Mg,J7,10,7,9,6,1
Mg,J8,10,8,9,7,2
Mg,J9,10,9,9,8,1
Mg,J13,10,13,9,12,2
Mg,J14,10,14,9,13,2
Mg,J15,10,15,9,14,2
Mg,J16,10,16,9,15,1
Mg,J18,10,18,9,17,2
Mg,J19,10,19,9,18,2
Mg,J21,10,21,9,20,2
Mg,J22,10,22,9,21,2
Mg,K2,11,2,10,1,1
Mg,K10,11,10,10,9,2
Mg,K13,11,13,10,12,1
Mg,K14,11,14,10,13,2
Mg,K21,11,21,10,20,1
Mg,K23,11,23,10,22,2
Mg,L3,12,3,11,2,2
Mg,L4,12,4,11,3,2
Mg,L6,12,6,11,5,2
Mg,L7,12,7,11,6,2
Mg,L13,12,13,11,12,2
Mg,L17,12,17,11,16,2
Mg,L24,12,24,11,23,2
Mg,M6,13,6,12,5,2
Mg,M10,13,10,12,9,2
Mg,M14,13,14,12,13,1
Mg,M18,13,18,12,17,2
Mg,N1,14,1,13,0,2
Mg,N3,14,3,13,2,2
Mg,N5,14,5,13,4,1
Mg,N7,14,7,13,6,2
Mg,N9,14,9,13,8,1
Mg,N11,14,11,13,10,2
Mg,N12,14,12,13,11,2
Mg,N16,14,16,13,15,1
Mg,N23,14,23,13,22,1
Mg,N24,14,24,13,23,2
Mg,O2,15,2,14,1,1
Mg,O3,15,3,14,2,1
Mg,O8,15,8,14,7,2
Mg,O11,15,11,14,10,2
Mg,O14,15,14,14,13,2
Mg,O18,15,18,14,17,2
Mg,O19,15,19,14,18,1
PDGFRB2-TAT,A2,1,2,0,1,2
PDGFRB2-TAT,A10,1,10,0,9,2
PDGFRB2-TAT,B6,2,6,1,5,2
PDGFRB2-TAT,C11,3,11,2,10,2
PDGFRB2-TAT,C12,3,12,2,11,2
PDGFRB2-TAT,C13,3,13,2,12,2
PDGFRB2-TAT,D15,4,15,3,14,2
PDGFRB2-TAT,E13,5,13,4,12,2
PDGFRB2-TAT,E15,5,15,4,14,2
PDGFRB2-TAT,F16,6,16,5,15,2
PDGFRB2-TAT,G22,7,22,6,21,2
PDGFRB2-TAT,H22,8,22,7,21,2
PDGFRB2-TAT,H24,8,24,7,23,2
PDGFRB2-TAT,I10,9,10,8,9,2
PDGFRB2-TAT,I17,9,17,8,16,2
PDGFRB2-TAT,J7,10,7,9,6,2
PDGFRB2-TAT,J15,10,15,9,14,2
PDGFRB2-TAT,J16,10,16,9,15,2
PDGFRB2-TAT,J18,10,18,9,17,2
PDGFRB2-TAT,K2,11,2,10,1,2
PDGFRB2-TAT,K21,11,21,10,20,2
PDGFRB2-TAT,O11,15,11,14,10,2
PDGFRB2-TAT,O14,15,14,14,13,2
PDGFRB2-TAT,O18,15,18,14,17,2
PEG,A2,1,2,0,1,4
PEG,A3,1,3,0,2,4
PEG,A6,1,6,0,5,4
PEG,A10,1,10,0,9,4
PEG,A13,1,13,0,12,4
PEG,A17,1,17,0,16,4
PEG,A21,1,21,0,20,4
PEG,A24,1,24,0,23,4
PEG,B2,2,2,1,1,4
PEG,B6,2,6,1,5,4
PEG,B9,2,9,1,8,4
PEG,B10,2,10,1,9,4
PEG,B11,2,11,1,10,4
PEG,B14,2,14,1,13,4
PEG,B16,2,16,1,15,4
PEG,B17,2,17,1,16,4
PEG,B23,2,23,1,22,4
PEG,C2,3,2,2,1,4
PEG,C8,3,8,2,7,4
PEG,C11,3,11,2,10,4
PEG,C12,3,12,2,11,4
PEG,C13,3,13,2,12,4
PEG,C15,3,15,2,14,4
PEG,C16,3,16,2,15,4
PEG,C17,3,17,2,16,4
PEG,C19,3,19,2,18,4
PEG,C20,3,20,2,19,4
PEG,D1,4,1,3,0,4
PEG,D7,4,7,3,6,4
PEG,D13,4,13,3,12,4
PEG,D15,4,15,3,14,4
PEG,D16,4,16,3,15,4
PEG,D18,4,18,3,17,4
PEG,E4,5,4,4,3,4
PEG,E8,5,8,4,7,4
PEG,E9,5,9,4,8,4
PEG,E11,5,11,4,10,4
PEG,E12,5,12,4,11,4
PEG,E13,5,13,4,12,4
PEG,E15,5,15,4,14,4
PEG,E16,5,16,4,15,4
PEG,E19,5,19,4,18,4
PEG,E21,5,21,4,20,4
PEG,E22,5,22,4,21,4
PEG,E23,5,23,4,22,4
PEG,F1,6,1,5,0,4
PEG,F10,6,10,5,9,4
PEG,F15,6,15,5,14,4
PEG,F16,6,16,5,15,4
PEG,F17,6,17,5,16,4
PEG,F21,6,21,5,20,4
PEG,G3,7,3,6,2,4
PEG,G5,7,5,6,4,4
PEG,G12,7,12,6,11,4
PEG,G16,7,16,6,15,4
PEG,G18,7,18,6,17,4
PEG,G22,7,22,6,21,4
PEG,H3,8,3,7,2,4
PEG,H6,8,6,7,5,4
PEG,H13,8,13,7,12,4
PEG,H17,8,17,7,16,4
PEG,H21,8,21,7,20,4
PEG,H22,8,22,7,21,4
PEG,H23,8,23,7,22,4
PEG,H24,8,24,7,23,4
PEG,I5,9,5,8,4,4
PEG,I6,9,6,8,5,4
PEG,I9,9,9,8,8,4
PEG,I10,9,10,8,9,4
PEG,I11,9,11,8,10,4
PEG,I17,9,17,8,16,4
PEG,I18,9,18,8,17,4
PEG,I19,9,19,8,18,4
PEG,I21,9,21,8,20,4
PEG,I23,9,23,8,22,4
PEG,J7,10,7,9,6,4
PEG,J8,10,8,9,7,4
PEG,J9,10,9,9,8,4
PEG,J13,10,13,9,12,4
PEG,J14,10,14,9,13,4
PEG,J15,10,15,9,14,4
PEG,J16,10,16,9,15,4
PEG,J18,10,18,9,17,4
PEG,J19,10,19,9,18,4
PEG,J21,10,21,9,20,4
PEG,J22,10,22,9,21,4
PEG,K2,11,2,10,1,4
PEG,K10,11,10,10,9,4
PEG,K13,11,13,10,12,4
PEG,K14,11,14,10,13,4
PEG,K21,11,21,10,20,4
PEG,K23,11,23,10,22,4
PEG,L3,12,3,11,2,4
PEG,L4,12,4,11,3,4
PEG,L6,12,6,11,5,4
PEG,L7,12,7,11,6,4
PEG,L13,12,13,11,12,4
PEG,L17,12,17,11,16,4
PEG,L24,12,24,11,23,4
PEG,M6,13,6,12,5,4
PEG,M10,13,10,12,9,4
PEG,M14,13,14,12,13,4
PEG,M18,13,18,12,17,4
PEG,N1,14,1,13,0,4
PEG,N3,14,3,13,2,4
PEG,N5,14,5,13,4,4
PEG,N7,14,7,13,6,4
PEG,N9,14,9,13,8,4
PEG,N11,14,11,13,10,4
PEG,N12,14,12,13,11,4
PEG,N16,14,16,13,15,4
PEG,N23,14,23,13,22,4
PEG,N24,14,24,13,23,4
PEG,O2,15,2,14,1,4
PEG,O3,15,3,14,2,4
PEG,O8,15,8,14,7,4
PEG,O11,15,11,14,10,4
PEG,O14,15,14,14,13,4
PEG,O18,15,18,14,17,4
PEG,O19,15,19,14,18,4
SecYE,A2,1,2,0,1,2
SecYE,A6,1,6,0,5,2
SecYE,A21,1,21,0,20,2
SecYE,B2,2,2,1,1,2
SecYE,B9,2,9,1,8,2
SecYE,B10,2,10,1,9,2
SecYE,B11,2,11,1,10,2
SecYE,C11,3,11,2,10,2
SecYE,C13,3,13,2,12,2
SecYE,C15,3,15,2,14,2
SecYE,D7,4,7,3,6,2
SecYE,D13,4,13,3,12,2
SecYE,D16,4,16,3,15,2
SecYE,D18,4,18,3,17,2
SecYE,E8,5,8,4,7,2
SecYE,E11,5,11,4,10,2
SecYE,E23,5,23,4,22,2
SecYE,F17,6,17,5,16,2
SecYE,G3,7,3,6,2,2
SecYE,G22,7,22,6,21,2
SecYE,H13,8,13,7,12,2
SecYE,H21,8,21,7,20,2
SecYE,H22,8,22,7,21,2
SecYE,I9,9,9,8,8,2
SecYE,I10,9,10,8,9,2
SecYE,J14,10,14,9,13,2
SecYE,J18,10,18,9,17,2
SecYE,J21,10,21,9,20,2
SecYE,J22,10,22,9,21,2
SecYE,K14,11,14,10,13,2
SecYE,K23,11,23,10,22,2
SecYE,L4,12,4,11,3,2
SecYE,L6,12,6,11,5,2
SecYE,L17,12,17,11,16,2
SecYE,L24,12,24,11,23,2
SecYE,M18,13,18,12,17,2
SecYE,N3,14,3,13,2,2
SecYE,N7,14,7,13,6,2
SecYE,O8,15,8,14,7,2
SecYE,O11,15,11,14,10,2
TFR1,A21,1,21,0,20,2
TFR1,B9,2,9,1,8,2
TFR1,B14,2,14,1,13,2
TFR1,B23,2,23,1,22,2
TFR1,C2,3,2,2,1,2
TFR1,C8,3,8,2,7,2
TFR1,C17,3,17,2,16,2
TFR1,D1,4,1,3,0,2
TFR1,D16,4,16,3,15,2
TFR1,E4,5,4,4,3,2
TFR1,E9,5,9,4,8,2
TFR1,E11,5,11,4,10,2
TFR1,F10,6,10,5,9,2
TFR1,I11,9,11,8,10,2
TFR1,J13,10,13,9,12,2
TFR1,J19,10,19,9,18,2
TFR1,J21,10,21,9,20,2
TFR1,K23,11,23,10,22,2
TFR1,L3,12,3,11,2,2
TFR1,L6,12,6,11,5,2
TFR1,L13,12,13,11,12,2
TFR1,N7,14,7,13,6,2
TFR1,N16,14,16,13,15,2
TFR1,N23,14,23,13,22,2
TFR1-TAT,A6,1,6,0,5,2
TFR1-TAT,B2,2,2,1,1,2
TFR1-TAT,B10,2,10,1,9,2
TFR1-TAT,B16,2,16,1,15,2
TFR1-TAT,C16,3,16,2,15,2
TFR1-TAT,C19,3,19,2,18,2
TFR1-TAT,C20,3,20,2,19,2
TFR1-TAT,E16,5,16,4,15,2
TFR1-TAT,E19,5,19,4,18,2
TFR1-TAT,E22,5,22,4,21,2
TFR1-TAT,G3,7,3,6,2,2
TFR1-TAT,H3,8,3,7,2,2
TFR1-TAT,H6,8,6,7,5,2
TFR1-TAT,H17,8,17,7,16,2
TFR1-TAT,H21,8,21,7,20,2
TFR1-TAT,I18,9,18,8,17,2
TFR1-TAT,I19,9,19,8,18,2
TFR1-TAT,J8,10,8,9,7,2
TFR1-TAT,J9,10,9,9,8,2
TFR1-TAT,J22,10,22,9,21,2
TFR1-TAT,K10,11,10,10,9,2
TFR1-TAT,L4,12,4,11,3,2
TFR1-TAT,L17,12,17,11,16,2
TFR1-TAT,N5,14,5,13,4,2
no_lipo,A2,1,2,0,1,4
no_lipo,A3,1,3,0,2,4
no_lipo,A10,1,10,0,9,4
no_lipo,A21,1,21,0,20,4
no_lipo,A24,1,24,0,23,4
no_lipo,B6,2,6,1,5,4
no_lipo,B9,2,9,1,8,4
no_lipo,B10,2,10,1,9,4
no_lipo,B11,2,11,1,10,4
no_lipo,B14,2,14,1,13,4
no_lipo,B17,2,17,1,16,4
no_lipo,C2,3,2,2,1,4
no_lipo,C16,3,16,2,15,4
no_lipo,C19,3,19,2,18,4
no_lipo,C20,3,20,2,19,4
no_lipo,D1,4,1,3,0,4
no_lipo,D7,4,7,3,6,4
no_lipo,D13,4,13,3,12,4
no_lipo,E11,5,11,4,10,4
no_lipo,E12,5,12,4,11,4
no_lipo,E13,5,13,4,12,4
no_lipo,E15,5,15,4,14,4
no_lipo,E22,5,22,4,21,4
no_lipo,F10,6,10,5,9,4
no_lipo,F15,6,15,5,14,4
no_lipo,F16,6,16,5,15,4
no_lipo,F17,6,17,5,16,4
no_lipo,F21,6,21,5,20,4
no_lipo,G12,7,12,6,11,4
no_lipo,H6,8,6,7,5,4
no_lipo,H13,8,13,7,12,4
no_lipo,H22,8,22,7,21,4
no_lipo,H23,8,23,7,22,4
no_lipo,I5,9,5,8,4,4
no_lipo,I10,9,10,8,9,4
no_lipo,I11,9,11,8,10,4
no_lipo,I19,9,19,8,18,4
no_lipo,I23,9,23,8,22,4
no_lipo,J7,10,7,9,6,4
no_lipo,J8,10,8,9,7,4
no_lipo,J9,10,9,9,8,4
no_lipo,J15,10,15,9,14,4
no_lipo,J22,10,22,9,21,4
no_lipo,K2,11,2,10,1,4
no_lipo,K13,11,13,10,12,4
no_lipo,L3,12,3,11,2,4
no_lipo,L4,12,4,11,3,4
no_lipo,L6,12,6,11,5,4
no_lipo,L7,12,7,11,6,4
no_lipo,L17,12,17,11,16,4
no_lipo,L24,12,24,11,23,4
no_lipo,M10,13,10,12,9,4
no_lipo,M14,13,14,12,13,4
no_lipo,M18,13,18,12,17,4
no_lipo,N16,14,16,13,15,4
no_lipo,N23,14,23,13,22,4
no_lipo,N24,14,24,13,23,4
no_lipo,O3,15,3,14,2,4
no_lipo,O8,15,8,14,7,4
no_lipo,O11,15,11,14,10,4
water,A3,1,3,0,2,2
water,A10,1,10,0,9,2
water,A13,1,13,0,12,2
water,A17,1,17,0,16,2
water,A24,1,24,0,23,2
water,B6,2,6,1,5,2
water,B14,2,14,1,13,2
water,B16,2,16,1,15,2
water,B17,2,17,1,16,2
water,B23,2,23,1,22,2
water,C2,3,2,2,1,2
water,C8,3,8,2,7,2
water,C12,3,12,2,11,2
water,C16,3,16,2,15,2
water,C17,3,17,2,16,2
water,C19,3,19,2,18,2
water,C20,3,20,2,19,2
water,D1,4,1,3,0,2
water,D15,4,15,3,14,2
water,E4,5,4,4,3,2
water,E9,5,9,4,8,2
water,E12,5,12,4,11,2
water,E13,5,13,4,12,2
water,E15,5,15,4,14,2
water,E16,5,16,4,15,2
water,E19,5,19,4,18,2
water,E21,5,21,4,20,2
water,E22,5,22,4,21,2
water,F1,6,1,5,0,2
water,F10,6,10,5,9,2
water,F15,6,15,5,14,2
water,F16,6,16,5,15,2
water,F21,6,21,5,20,2
water,G5,7,5,6,4,2
water,G12,7,12,6,11,2
water,G16,7,16,6,15,2
water,G18,7,18,6,17,2
water,H3,8,3,7,2,2
water,H6,8,6,7,5,2
water,H17,8,17,7,16,2
water,H23,8,23,7,22,2
water,H24,8,24,7,23,2
water,I5,9,5,8,4,2
water,I6,9,6,8,5,2
water,I11,9,11,8,10,2
water,I17,9,17,8,16,2
water,I18,9,18,8,17,2
water,I19,9,19,8,18,2
water,I21,9,21,8,20,2
water,I23,9,23,8,22,2
water,J7,10,7,9,6,2
water,J8,10,8,9,7,2
water,J9,10,9,9,8,2
water,J13,10,13,9,12,2
water,J15,10,15,9,14,2
water,J16,10,16,9,15,2
water,J19,10,19,9,18,2
water,K2,11,2,10,1,2
water,K10,11,10,10,9,2
water,K13,11,13,10,12,2
water,K21,11,21,10,20,2
water,L3,12,3,11,2,2
water,L7,12,7,11,6,2
water,L13,12,13,11,12,2
water,M6,13,6,12,5,2
water,M10,13,10,12,9,2
water,M14,13,14,12,13,2
water,N1,14,1,13,0,2
water,N5,14,5,13,4,2
water,N9,14,9,13,8,2
water,N11,14,11,13,10,2
water,N12,14,12,13,11,2
water,N16,14,16,13,15,2
water,N23,14,23,13,22,2
water,N24,14,24,13,23,2
water,O2,15,2,14,1,2
water,O3,15,3,14,2,2
water,O14,15,14,14,13,2
water,O18,15,18,14,17,2
water,O19,15,19,14,18,2
