well_name,deGFP,K,Mg,combo
O7,5,85,10,WT57-2
O8,5,85,18,WT57-2
O9,5,135,14,WT57-2
P1,5,85,16,BL53
P10,5,85,16,WT57-3
P11,5,85,14,WT57-3
P12,5,85,8,WT57-3
P13,5,85,16,WT57-4
P14,5,85,14,WT57-4
P15,5,85,8,WT57-4
P2,5,85,14,BL53
P3,5,85,8,BL53
P4,5,85,16,WT48
P5,5,85,14,WT48
P6,5,85,8,WT48
P7,5,85,16,WT57-2
P8,5,85,14,WT57-2
P9,5,85,8,WT57-2
