well_name,unique_id,rxn_id,DNA_name,DNA_conc,K,Mg,PEG,SecYE,Liposome_name,Liposome_conc,day,plate,col,row
P10,149,5,Aux,5,235,11,0,0.625,DMPC,3,1,1,9,15
K12,150,6,Aux,5,235,14,0,0.625,DMPC,3,1,1,11,10
D14,151,7,B3AR,5,85,14,1,0.0,DMPC,3,1,1,13,3
B14,152,8,B3AR,5,135,17,2,0.0,DOPC,3,1,1,13,1
E12,153,9,B3AR,5,135,20,2,0.0,DOPC,3,1,1,11,4
D1,154,10,B3AR,5,135,23,2,0.625,DOPC,3,1,1,0,3
C22,155,11,B3AR,5,185,8,0,1.25,DOPC,3,1,1,21,2
K8,156,12,B3AR,5,185,23,2,0.0,DOPC,3,1,1,7,10
O5,157,13,B3AR,5,235,8,0,1.25,DOPC,3,1,1,4,14
A5,158,14,Beta,5,85,8,0,0.625,DOPC,3,1,1,4,0
C2,159,15,Beta,5,185,8,0,1.25,DMPC,3,1,1,1,2
H10,160,16,Beta,5,185,14,1,0.0,DOPC,3,1,1,9,7
E24,161,17,Beta,5,185,17,1,0.0,DOPC,3,1,1,23,4
L3,162,18,Beta,5,185,20,0,0.625,DOPC,3,1,1,2,11
O18,163,19,Beta,5,185,20,1,0.0,DOPC,3,1,1,17,14
D11,164,20,Beta,5,185,23,0,0.625,DOPC,3,1,1,10,3
N23,165,21,CRCM,5,85,14,2,0.0,DOPC,3,1,1,22,13
M9,166,22,CRCM,5,85,17,2,0.625,DOPC,3,1,1,8,12
J23,167,23,CRCM,5,185,14,0,0.0,DMPC,3,1,1,22,9
J24,168,24,CRCM,5,185,17,0,0.625,DMPC,3,1,1,23,9
I19,169,25,CRCM,5,185,20,0,0.625,DMPC,3,1,1,18,8
A19,170,26,CRCM,5,185,20,0,1.25,DMPC,3,1,1,18,0
O15,171,27,CRCM,5,235,23,0,1.25,DMPC,3,1,1,14,14
I11,172,28,CaM,5,85,17,1,0.0,DOPC,3,1,1,10,8
N20,173,29,CaM,5,85,20,1,0.0,DOPC,3,1,1,19,13
N3,174,30,CaM,5,185,14,2,0.0,DMPC,3,1,1,2,13
J18,175,31,CaM,5,185,20,0,0.0,DMPC,3,1,1,17,9
P9,176,32,CaM,5,185,23,0,0.0,DMPC,3,1,1,8,15
L13,177,33,CaM,5,235,14,2,0.0,DMPC,3,1,1,12,11
B15,178,34,CaM,5,235,23,0,0.0,DMPC,3,1,1,14,1
D13,179,35,Glut,5,85,20,1,1.25,DMPC,3,1,1,12,3
F2,180,36,Glut,5,85,23,1,1.25,DOPC,3,1,1,1,5
P16,181,37,Glut,5,135,8,0,0.0,DMPC,3,1,1,15,15
M7,182,38,Glut,5,135,20,0,0.0,DMPC,3,1,1,6,12
B12,183,39,Glut,5,185,20,0,0.0,DMPC,3,1,1,11,1
J4,184,40,Glut,5,185,23,0,0.0,DMPC,3,1,1,3,9
N22,185,41,Glut,5,235,23,0,0.0,DMPC,3,1,1,21,13
B18,186,42,Blank,0,135,14,0,0.0,DMPC,3,1,1,17,1
O16,187,43,Blank,0,135,14,0,0.0,DOPC,3,1,1,15,14
C23,188,44,Blank,0,135,14,2,0.0,DMPC,3,1,1,22,2
K11,189,45,Blank,0,135,14,2,0.0,DOPC,3,1,1,10,10
N2,190,46,Blank,0,235,23,2,0.0,DMPC,3,1,1,1,13
C11,191,47,Blank,0,235,23,2,0.0,DOPC,3,1,1,10,2
F10,192,0,Aux,5,85,8,0,0.625,no_lipo,3,1,1,9,5
G23,193,1,Aux,5,85,8,1,0.0,no_lipo,3,1,1,22,6
C19,194,2,Aux,5,85,8,1,0.625,no_lipo,3,1,1,18,2
O6,195,3,Aux,5,85,11,1,0.0,no_lipo,3,1,1,5,14
N14,196,4,Aux,5,85,11,1,0.625,no_lipo,3,1,1,13,13
H22,197,5,Aux,5,235,11,0,0.625,no_lipo,3,1,1,21,7
A16,198,6,Aux,5,235,14,0,0.625,no_lipo,3,1,1,15,0
E9,199,7,B3AR,5,85,14,1,0.0,no_lipo,3,1,1,8,4
L12,200,8,B3AR,5,135,17,2,0.0,no_lipo,3,1,1,11,11
J6,201,9,B3AR,5,135,20,2,0.0,no_lipo,3,1,1,5,9
L21,202,10,B3AR,5,135,23,2,0.625,no_lipo,3,1,1,20,11
C3,203,11,B3AR,5,185,8,0,1.25,no_lipo,3,1,1,2,2
I5,204,12,B3AR,5,185,23,2,0.0,no_lipo,3,1,1,4,8
L22,205,13,B3AR,5,235,8,0,1.25,no_lipo,3,1,1,21,11
D19,206,14,Beta,5,85,8,0,0.625,no_lipo,3,1,1,18,3
L9,207,15,Beta,5,185,8,0,1.25,no_lipo,3,1,1,8,11
F24,208,16,Beta,5,185,14,1,0.0,no_lipo,3,1,1,23,5
H23,209,17,Beta,5,185,17,1,0.0,no_lipo,3,1,1,22,7
P7,210,18,Beta,5,185,20,0,0.625,no_lipo,3,1,1,6,15
D23,211,19,Beta,5,185,20,1,0.0,no_lipo,3,1,1,22,3
M1,212,20,Beta,5,185,23,0,0.625,no_lipo,3,1,1,0,12
H6,213,21,CRCM,5,85,14,2,0.0,no_lipo,3,1,1,5,7
G13,214,22,CRCM,5,85,17,2,0.625,no_lipo,3,1,1,12,6
F14,215,23,CRCM,5,185,14,0,0.0,no_lipo,3,1,1,13,5
D22,216,24,CRCM,5,185,17,0,0.625,no_lipo,3,1,1,21,3
G21,217,25,CRCM,5,185,20,0,0.625,no_lipo,3,1,1,20,6
E11,218,26,CRCM,5,185,20,0,1.25,no_lipo,3,1,1,10,4
P11,219,27,CRCM,5,235,23,0,1.25,no_lipo,3,1,1,10,15
H16,220,28,CaM,5,85,17,1,0.0,no_lipo,3,1,1,15,7
O19,221,29,CaM,5,85,20,1,0.0,no_lipo,3,1,1,18,14
A7,222,30,CaM,5,185,14,2,0.0,no_lipo,3,1,1,6,0
N13,223,31,CaM,5,185,20,0,0.0,no_lipo,3,1,1,12,13
G15,224,32,CaM,5,185,23,0,0.0,no_lipo,3,1,1,14,6
J3,225,33,CaM,5,235,14,2,0.0,no_lipo,3,1,1,2,9
P4,226,34,CaM,5,235,23,0,0.0,no_lipo,3,1,1,3,15
O14,227,35,Glut,5,85,20,1,1.25,no_lipo,3,1,1,13,14
E13,228,36,Glut,5,85,23,1,1.25,no_lipo,3,1,1,12,4
G16,229,37,Glut,5,135,8,0,0.0,no_lipo,3,1,1,15,6
N1,230,38,Glut,5,135,20,0,0.0,no_lipo,3,1,1,0,13
E17,231,39,Glut,5,185,20,0,0.0,no_lipo,3,1,1,16,4
D12,232,40,Glut,5,185,23,0,0.0,no_lipo,3,1,1,11,3
B2,233,41,Glut,5,235,23,0,0.0,no_lipo,3,1,1,1,1
J15,234,42,Blank,0,135,14,0,0.0,no_lipo,3,1,1,14,9
L1,235,43,Blank,0,135,14,0,0.0,no_lipo,3,1,1,0,11
H20,236,44,Blank,0,135,14,2,0.0,no_lipo,3,1,1,19,7
P13,237,45,Blank,0,135,14,2,0.0,no_lipo,3,1,1,12,15
K6,238,46,Blank,0,235,23,2,0.0,no_lipo,3,1,1,5,10
D4,239,47,Blank,0,235,23,2,0.0,no_lipo,3,1,1,3,3
F6,240,0,Aux,5,85,8,0,0.625,no_lipo,3,1,1,5,5
M8,241,1,Aux,5,85,8,1,0.0,no_lipo,3,1,1,7,12
B11,242,2,Aux,5,85,8,1,0.625,no_lipo,3,1,1,10,1
I6,243,3,Aux,5,85,11,1,0.0,no_lipo,3,1,1,5,8
M18,244,4,Aux,5,85,11,1,0.625,no_lipo,3,1,1,17,12
L16,245,5,Aux,5,235,11,0,0.625,no_lipo,3,1,1,15,11
P6,246,6,Aux,5,235,14,0,0.625,no_lipo,3,1,1,5,15
M17,247,7,B3AR,5,85,14,1,0.0,no_lipo,3,1,1,16,12
H3,248,8,B3AR,5,135,17,2,0.0,no_lipo,3,1,1,2,7
G6,249,9,B3AR,5,135,20,2,0.0,no_lipo,3,1,1,5,6
F12,250,10,B3AR,5,135,23,2,0.625,no_lipo,3,1,1,11,5
H17,251,11,B3AR,5,185,8,0,1.25,no_lipo,3,1,1,16,7
E8,252,12,B3AR,5,185,23,2,0.0,no_lipo,3,1,1,7,4
B10,253,13,B3AR,5,235,8,0,1.25,no_lipo,3,1,1,9,1
O10,254,14,Beta,5,85,8,0,0.625,no_lipo,3,1,1,9,14
L20,255,15,Beta,5,185,8,0,1.25,no_lipo,3,1,1,19,11
K18,256,16,Beta,5,185,14,1,0.0,no_lipo,3,1,1,17,10
L18,257,17,Beta,5,185,17,1,0.0,no_lipo,3,1,1,17,11
O17,258,18,Beta,5,185,20,0,0.625,no_lipo,3,1,1,16,14
I13,259,19,Beta,5,185,20,1,0.0,no_lipo,3,1,1,12,8
H5,260,20,Beta,5,185,23,0,0.625,no_lipo,3,1,1,4,7
J19,261,21,CRCM,5,85,14,2,0.0,no_lipo,3,1,1,18,9
E21,262,22,CRCM,5,85,17,2,0.625,no_lipo,3,1,1,20,4
H18,263,23,CRCM,5,185,14,0,0.0,no_lipo,3,1,1,17,7
A20,264,24,CRCM,5,185,17,0,0.625,no_lipo,3,1,1,19,0
F23,265,25,CRCM,5,185,20,0,0.625,no_lipo,3,1,1,22,5
M19,266,26,CRCM,5,185,20,0,1.25,no_lipo,3,1,1,18,12
F9,267,27,CRCM,5,235,23,0,1.25,no_lipo,3,1,1,8,5
M4,268,28,CaM,5,85,17,1,0.0,no_lipo,3,1,1,3,12
E19,269,29,CaM,5,85,20,1,0.0,no_lipo,3,1,1,18,4
B24,270,30,CaM,5,185,14,2,0.0,no_lipo,3,1,1,23,1
E7,271,31,CaM,5,185,20,0,0.0,no_lipo,3,1,1,6,4
D2,272,32,CaM,5,185,23,0,0.0,no_lipo,3,1,1,1,3
K19,273,33,CaM,5,235,14,2,0.0,no_lipo,3,1,1,18,10
E23,274,34,CaM,5,235,23,0,0.0,no_lipo,3,1,1,22,4
I17,275,35,Glut,5,85,20,1,1.25,no_lipo,3,1,1,16,8
I1,276,36,Glut,5,85,23,1,1.25,no_lipo,3,1,1,0,8
M6,277,37,Glut,5,135,8,0,0.0,no_lipo,3,1,1,5,12
M16,278,38,Glut,5,135,20,0,0.0,no_lipo,3,1,1,15,12
A3,279,39,Glut,5,185,20,0,0.0,no_lipo,3,1,1,2,0
H9,280,40,Glut,5,185,23,0,0.0,no_lipo,3,1,1,8,7
G2,281,41,Glut,5,235,23,0,0.0,no_lipo,3,1,1,1,6
O4,282,42,Blank,0,135,14,0,0.0,no_lipo,3,1,1,3,14
D24,283,43,Blank,0,135,14,0,0.0,no_lipo,3,1,1,23,3
H14,284,44,Blank,0,135,14,2,0.0,no_lipo,3,1,1,13,7
P20,285,45,Blank,0,135,14,2,0.0,no_lipo,3,1,1,19,15
H21,286,46,Blank,0,235,23,2,0.0,no_lipo,3,1,1,20,7
B17,287,47,Blank,0,235,23,2,0.0,no_lipo,3,1,1,16,1
E4,288,0,Aux,5,85,8,0,0.625,no_lipo,3,1,1,3,4
A21,289,1,Aux,5,85,8,1,0.0,no_lipo,3,1,1,20,0
N11,290,2,Aux,5,85,8,1,0.625,no_lipo,3,1,1,10,13
D3,291,3,Aux,5,85,11,1,0.0,no_lipo,3,1,1,2,3
C12,292,4,Aux,5,85,11,1,0.625,no_lipo,3,1,1,11,2
H11,293,5,Aux,5,235,11,0,0.625,no_lipo,3,1,1,10,7
C15,294,6,Aux,5,235,14,0,0.625,no_lipo,3,1,1,14,2
I8,295,7,B3AR,5,85,14,1,0.0,no_lipo,3,1,1,7,8
D18,296,8,B3AR,5,135,17,2,0.0,no_lipo,3,1,1,17,3
M3,297,9,B3AR,5,135,20,2,0.0,no_lipo,3,1,1,2,12
M5,298,10,B3AR,5,135,23,2,0.625,no_lipo,3,1,1,4,12
A14,299,11,B3AR,5,185,8,0,1.25,no_lipo,3,1,1,13,0
E14,300,12,B3AR,5,185,23,2,0.0,no_lipo,3,1,1,13,4
L17,301,13,B3AR,5,235,8,0,1.25,no_lipo,3,1,1,16,11
I14,302,14,Beta,5,85,8,0,0.625,no_lipo,3,1,1,13,8
P22,303,15,Beta,5,185,8,0,1.25,no_lipo,3,1,1,21,15
J1,304,16,Beta,5,185,14,1,0.0,no_lipo,3,1,1,0,9
K20,305,17,Beta,5,185,17,1,0.0,no_lipo,3,1,1,19,10
I21,306,18,Beta,5,185,20,0,0.625,no_lipo,3,1,1,20,8
N18,307,19,Beta,5,185,20,1,0.0,no_lipo,3,1,1,17,13
H19,308,20,Beta,5,185,23,0,0.625,no_lipo,3,1,1,18,7
I7,309,21,CRCM,5,85,14,2,0.0,no_lipo,3,1,1,6,8
O21,310,22,CRCM,5,85,17,2,0.625,no_lipo,3,1,1,20,14
K24,311,23,CRCM,5,185,14,0,0.0,no_lipo,3,1,1,23,10
L6,312,24,CRCM,5,185,17,0,0.625,no_lipo,3,1,1,5,11
G12,313,25,CRCM,5,185,20,0,0.625,no_lipo,3,1,1,11,6
O22,314,26,CRCM,5,185,20,0,1.25,no_lipo,3,1,1,21,14
M11,315,27,CRCM,5,235,23,0,1.25,no_lipo,3,1,1,10,12
I15,316,28,CaM,5,85,17,1,0.0,no_lipo,3,1,1,14,8
E3,317,29,CaM,5,85,20,1,0.0,no_lipo,3,1,1,2,4
M10,318,30,CaM,5,185,14,2,0.0,no_lipo,3,1,1,9,12
C1,319,31,CaM,5,185,20,0,0.0,no_lipo,3,1,1,0,2
C16,320,32,CaM,5,185,23,0,0.0,no_lipo,3,1,1,15,2
E20,321,33,CaM,5,235,14,2,0.0,no_lipo,3,1,1,19,4
B19,322,34,CaM,5,235,23,0,0.0,no_lipo,3,1,1,18,1
A4,323,35,Glut,5,85,20,1,1.25,no_lipo,3,1,1,3,0
N9,324,36,Glut,5,85,23,1,1.25,no_lipo,3,1,1,8,13
P14,325,37,Glut,5,135,8,0,0.0,no_lipo,3,1,1,13,15
H12,326,38,Glut,5,135,20,0,0.0,no_lipo,3,1,1,11,7
F22,327,39,Glut,5,185,20,0,0.0,no_lipo,3,1,1,21,5
A11,328,40,Glut,5,185,23,0,0.0,no_lipo,3,1,1,10,0
L14,329,41,Glut,5,235,23,0,0.0,no_lipo,3,1,1,13,11
D7,330,42,Blank,0,135,14,0,0.0,no_lipo,3,1,1,6,3
L15,331,43,Blank,0,135,14,0,0.0,no_lipo,3,1,1,14,11
F8,332,44,Blank,0,135,14,2,0.0,no_lipo,3,1,1,7,5
B1,333,45,Blank,0,135,14,2,0.0,no_lipo,3,1,1,0,1
B8,334,46,Blank,0,235,23,2,0.0,no_lipo,3,1,1,7,1
A23,335,47,Blank,0,235,23,2,0.0,no_lipo,3,1,1,22,0
O11,336,0,Aux,5,85,8,0,0.625,no_lipo,3,1,1,10,14
N16,337,1,Aux,5,85,8,1,0.0,no_lipo,3,1,1,15,13
E22,338,2,Aux,5,85,8,1,0.625,no_lipo,3,1,1,21,4
I12,339,3,Aux,5,85,11,1,0.0,no_lipo,3,1,1,11,8
F11,340,4,Aux,5,85,11,1,0.625,no_lipo,3,1,1,10,5
C18,341,5,Aux,5,235,11,0,0.625,no_lipo,3,1,1,17,2
A13,342,6,Aux,5,235,14,0,0.625,no_lipo,3,1,1,12,0
A1,343,7,B3AR,5,85,14,1,0.0,no_lipo,3,1,1,0,0
G4,344,8,B3AR,5,135,17,2,0.0,no_lipo,3,1,1,3,6
M2,345,9,B3AR,5,135,20,2,0.0,no_lipo,3,1,1,1,12
O13,346,10,B3AR,5,135,23,2,0.625,no_lipo,3,1,1,12,14
B4,347,11,B3AR,5,185,8,0,1.25,no_lipo,3,1,1,3,1
E2,348,12,B3AR,5,185,23,2,0.0,no_lipo,3,1,1,1,4
F19,349,13,B3AR,5,235,8,0,1.25,no_lipo,3,1,1,18,5
A12,350,14,Beta,5,85,8,0,0.625,no_lipo,3,1,1,11,0
P21,351,15,Beta,5,185,8,0,1.25,no_lipo,3,1,1,20,15
B3,352,16,Beta,5,185,14,1,0.0,no_lipo,3,1,1,2,1
L11,353,17,Beta,5,185,17,1,0.0,no_lipo,3,1,1,10,11
H1,354,18,Beta,5,185,20,0,0.625,no_lipo,3,1,1,0,7
O20,355,19,Beta,5,185,20,1,0.0,no_lipo,3,1,1,19,14
O24,356,20,Beta,5,185,23,0,0.625,no_lipo,3,1,1,23,14
