well_name,DNA_name,DNA_conc,Ffh,FtsY,Liposome_name,Liposome_conc,SecYE,combo,Mg,K
N2,Neu,5.0,0.6,0.6,DOPC,3.0,0.0,with SecYE,25,135
N20,SecYE-G,5.0,0.3,0.3,DOPC,3.0,0.0,No SecYE,25,135
N21,Neu,5.0,0.0,0.3,no_lipo,0.0,1.0,with SecYE,25,135
N22,MtlA,5.0,0.0,0.6,DOPC,3.0,0.0,with SecYE,25,135
N23,MtlA,5.0,0.3,0.3,DOPC,3.0,0.5,with SecYE,25,135
N3,SecYE-G,5.0,0.3,0.0,DOPC,3.0,0.0,No SecYE,25,135
N4,SecYE-G,5.0,0.0,0.0,no_lipo,0.0,0.0,No SecYE,25,135
N5,MtlA,5.0,0.0,0.6,DOPC,3.0,0.5,with SecYE,25,135
N6,Neu,5.0,0.3,0.3,DOPC,3.0,0.5,with SecYE,25,135
N7,MtlA,5.0,0.0,0.3,no_lipo,0.0,0.5,with SecYE,25,135
N8,Neu,5.0,0.6,0.3,no_lipo,0.0,1.0,with SecYE,25,135
N9,MtlA,5.0,0.6,0.6,DOPC,3.0,0.5,with SecYE,25,135
O1,MtlA,5.0,0.6,0.6,no_lipo,0.0,1.0,with SecYE,25,135
O10,Neu,5.0,0.3,0.0,DOPC,3.0,0.0,with SecYE,25,135
O11,MtlA,5.0,0.6,0.6,DOPC,3.0,1.0,with SecYE,25,135
O12,MtlA,5.0,0.0,0.3,DOPC,3.0,0.0,with SecYE,25,135
O13,Neu,5.0,0.6,0.0,DOPC,3.0,0.0,with SecYE,25,135
O14,Neu,5.0,0.6,0.0,no_lipo,0.0,0.0,with SecYE,25,135
O15,Neu,5.0,0.3,0.6,no_lipo,0.0,0.5,with SecYE,25,135
O16,MtlA,5.0,0.0,0.6,no_lipo,0.0,0.5,with SecYE,25,135
O17,Neu,5.0,0.3,0.3,no_lipo,0.0,0.0,with SecYE,25,135
O18,MtlA,5.0,0.3,0.6,no_lipo,0.0,0.5,with SecYE,25,135
O19,MtlA,5.0,0.0,0.3,no_lipo,0.0,0.5,with SecYE,25,135
O2,SecYE-G,5.0,0.0,0.3,DOPC,3.0,0.0,No SecYE,25,135
O20,Neu,5.0,0.6,0.6,DOPC,3.0,0.5,with SecYE,25,135
O21,MtlA,5.0,0.3,0.3,DOPC,3.0,0.5,with SecYE,25,135
O22,Neu,5.0,0.0,0.0,no_lipo,0.0,0.0,with SecYE,25,135
O23,SecYE-G,5.0,0.3,0.3,no_lipo,0.0,0.0,No SecYE,25,135
O3,Neu,5.0,0.6,0.6,no_lipo,0.0,0.0,with SecYE,25,135
O4,MtlA,5.0,0.0,0.0,DOPC,3.0,0.0,with SecYE,25,135
O5,SecYE-G,5.0,0.3,0.0,no_lipo,0.0,0.0,No SecYE,25,135
O6,SecYE-G,5.0,0.6,0.3,DOPC,3.0,0.0,No SecYE,25,135
O7,SecYE-G,5.0,0.0,0.0,no_lipo,0.0,0.0,No SecYE,25,135
O8,Neu,5.0,0.0,0.0,no_lipo,0.0,1.0,with SecYE,25,135
O9,MtlA,5.0,0.0,0.3,DOPC,3.0,0.5,with SecYE,25,135
P1,MtlA,5.0,0.3,0.3,DOPC,3.0,0.0,with SecYE,25,135
P10,Neu,5.0,0.3,0.0,no_lipo,0.0,0.0,with SecYE,25,135
P11,Neu,5.0,0.3,0.0,DOPC,3.0,0.0,with SecYE,25,135
P12,SecYE-G,5.0,0.6,0.0,no_lipo,0.0,0.0,No SecYE,25,135
P13,Neu,5.0,0.0,0.3,no_lipo,0.0,1.0,with SecYE,25,135
P14,SecYE-G,5.0,0.0,0.3,no_lipo,0.0,0.0,No SecYE,25,135
P15,SecYE-G,5.0,0.3,0.3,no_lipo,0.0,0.0,No SecYE,25,135
P16,SecYE-G,5.0,0.6,0.6,no_lipo,0.0,0.0,No SecYE,25,135
P17,MtlA,5.0,0.3,0.0,DOPC,3.0,0.0,with SecYE,25,135
P18,Neu,5.0,0.3,0.0,no_lipo,0.0,1.0,with SecYE,25,135
P19,MtlA,5.0,0.3,0.6,no_lipo,0.0,0.5,with SecYE,25,135
P2,Neu,5.0,0.6,0.0,no_lipo,0.0,0.5,with SecYE,25,135
P20,MtlA,5.0,0.3,0.6,DOPC,3.0,1.0,with SecYE,25,135
P21,Neu,5.0,0.6,0.0,no_lipo,0.0,0.5,with SecYE,25,135
P22,SecYE-G,5.0,0.3,0.3,DOPC,3.0,0.0,No SecYE,25,135
P23,Neu,5.0,0.6,0.0,DOPC,3.0,0.5,with SecYE,25,135
P3,Neu,5.0,0.0,0.6,no_lipo,0.0,0.0,with SecYE,25,135
P4,MtlA,5.0,0.3,0.6,DOPC,3.0,0.5,with SecYE,25,135
P5,Neu,5.0,0.0,0.3,DOPC,3.0,0.0,with SecYE,25,135
P6,SecYE-G,5.0,0.0,0.6,no_lipo,0.0,0.0,No SecYE,25,135
P7,Neu,5.0,0.0,0.0,no_lipo,0.0,0.0,with SecYE,25,135
P8,SecYE-G,5.0,0.0,0.0,no_lipo,0.0,0.0,No SecYE,25,135
P9,Neu,5.0,0.6,0.0,DOPC,3.0,0.5,with SecYE,25,135
