unique_id,rxn_id,reagent,target,Reagent_type,stock,Droplet,well_id,Column,Row,well_name
16,16,K,25,K,833.333,1,11,0,11,L01
16,16,deGFP,5,DNA,83.333,2,11,0,11,L01
23,23,K,50,K,1666.667,1,12,0,12,M01
23,23,Mg,15,Mg,166.667,0,12,0,12,M01
23,23,Mg,15,Mg,500.0,1,12,0,12,M01
23,23,water,1,water,1.0,7,12,0,12,M01
23,23,wce,1,wce,1.0,22,12,0,12,M01
23,23,K,50,K,833.333,0,12,0,12,M01
23,23,deGFP,5,DNA,83.333,2,12,0,12,M01
193,93,water,1,water,1.0,3,13,0,13,N01
193,93,Mg,15,Mg,500.0,1,13,0,13,N01
193,93,K,225,K,1666.667,4,13,0,13,N01
193,93,K,225,K,833.333,1,13,0,13,N01
193,93,wce,1,wce,1.0,22,13,0,13,N01
193,93,deGFP,5,DNA,83.333,2,13,0,13,N01
193,93,Mg,15,Mg,166.667,0,13,0,13,N01
92,92,Mg,10,Mg,166.667,2,14,0,14,O01
92,92,K,225,K,833.333,1,14,0,14,O01
92,92,K,225,K,1666.667,4,14,0,14,O01
92,92,Mg,10,Mg,500.0,0,14,0,14,O01
92,92,water,1,water,1.0,2,14,0,14,O01
92,92,wce,1,wce,1.0,22,14,0,14,O01
92,92,deGFP,5,DNA,83.333,2,14,0,14,O01
260,60,K,150,K,833.333,0,15,0,15,P01
260,60,K,150,K,1666.667,3,15,0,15,P01
260,60,Mg,0,Mg,166.667,0,15,0,15,P01
260,60,Mg,0,Mg,500.0,0,15,0,15,P01
260,60,water,1,water,1.0,6,15,0,15,P01
260,60,deGFP,5,DNA,83.333,2,15,0,15,P01
260,60,wce,1,wce,1.0,22,15,0,15,P01
48,48,deGFP,5,DNA,83.333,2,16,1,0,A02
48,48,wce,1,wce,1.0,22,16,1,0,A02
48,48,water,1,water,1.0,3,16,1,0,A02
48,48,Mg,40,Mg,500.0,2,16,1,0,A02
48,48,Mg,40,Mg,166.667,2,16,1,0,A02
48,48,K,100,K,833.333,0,16,1,0,A02
48,48,K,100,K,1666.667,2,16,1,0,A02
71,71,deGFP,5,DNA,83.333,2,17,1,1,B02
71,71,wce,1,wce,1.0,22,17,1,1,B02
71,71,water,1,water,1.0,4,17,1,1,B02
71,71,Mg,5,Mg,500.0,0,17,1,1,B02
71,71,Mg,5,Mg,166.667,1,17,1,1,B02
71,71,K,175,K,1666.667,3,17,1,1,B02
71,71,K,175,K,833.333,1,17,1,1,B02
25,25,Mg,25,Mg,166.667,2,18,1,2,C02
25,25,wce,1,wce,1.0,22,18,1,2,C02
25,25,water,1,water,1.0,5,18,1,2,C02
25,25,Mg,25,Mg,500.0,1,18,1,2,C02
25,25,K,50,K,1666.667,1,18,1,2,C02
25,25,K,50,K,833.333,0,18,1,2,C02
25,25,deGFP,5,DNA,83.333,2,18,1,2,C02
91,91,deGFP,5,DNA,83.333,2,19,1,3,D02
91,91,K,225,K,833.333,1,19,1,3,D02
91,91,K,225,K,1666.667,4,19,1,3,D02
91,91,Mg,5,Mg,166.667,1,19,1,3,D02
91,91,Mg,5,Mg,500.0,0,19,1,3,D02
91,91,water,1,water,1.0,3,19,1,3,D02
91,91,wce,1,wce,1.0,22,19,1,3,D02
201,1,wce,1,wce,1.0,22,20,1,4,E02
201,1,Mg,5,Mg,500.0,0,20,1,4,E02
201,1,Mg,5,Mg,166.667,1,20,1,4,E02
201,1,K,0,K,1666.667,0,20,1,4,E02
201,1,K,0,K,833.333,0,20,1,4,E02
201,1,deGFP,5,DNA,83.333,2,20,1,4,E02
201,1,water,1,water,1.0,8,20,1,4,E02
140,40,water,1,water,1.0,7,21,1,5,F02
140,40,deGFP,5,DNA,83.333,2,21,1,5,F02
140,40,K,100,K,833.333,0,21,1,5,F02
140,40,K,100,K,1666.667,2,21,1,5,F02
140,40,Mg,0,Mg,166.667,0,21,1,5,F02
140,40,Mg,0,Mg,500.0,0,21,1,5,F02
140,40,wce,1,wce,1.0,22,21,1,5,F02
276,76,K,175,K,833.333,1,22,1,6,G02
276,76,K,175,K,1666.667,3,22,1,6,G02
276,76,Mg,30,Mg,166.667,0,22,1,6,G02
276,76,deGFP,5,DNA,83.333,2,22,1,6,G02
276,76,water,1,water,1.0,3,22,1,6,G02
276,76,Mg,30,Mg,500.0,2,22,1,6,G02
276,76,wce,1,wce,1.0,22,22,1,6,G02
245,45,deGFP,5,DNA,83.333,2,23,1,7,H02
245,45,K,100,K,833.333,0,23,1,7,H02
245,45,Mg,25,Mg,500.0,1,23,1,7,H02
245,45,Mg,25,Mg,166.667,2,23,1,7,H02
245,45,water,1,water,1.0,4,23,1,7,H02
245,45,K,100,K,1666.667,2,23,1,7,H02
245,45,wce,1,wce,1.0,22,23,1,7,H02
145,45,Mg,25,Mg,166.667,2,24,1,8,I02
145,45,K,100,K,833.333,0,24,1,8,I02
145,45,Mg,25,Mg,500.0,1,24,1,8,I02
145,45,K,100,K,1666.667,2,24,1,8,I02
145,45,wce,1,wce,1.0,22,24,1,8,I02
145,45,deGFP,5,DNA,83.333,2,24,1,8,I02
145,45,water,1,water,1.0,4,24,1,8,I02
257,57,K,125,K,1666.667,2,25,1,9,J02
257,57,Mg,35,Mg,166.667,1,25,1,9,J02
257,57,Mg,35,Mg,500.0,2,25,1,9,J02
257,57,water,1,water,1.0,3,25,1,9,J02
257,57,K,125,K,833.333,1,25,1,9,J02
257,57,wce,1,wce,1.0,22,25,1,9,J02
257,57,deGFP,5,DNA,83.333,2,25,1,9,J02
262,62,water,1,water,1.0,4,26,1,10,K02
262,62,Mg,10,Mg,500.0,0,26,1,10,K02
262,62,Mg,10,Mg,166.667,2,26,1,10,K02
262,62,K,150,K,1666.667,3,26,1,10,K02
262,62,K,150,K,833.333,0,26,1,10,K02
262,62,deGFP,5,DNA,83.333,2,26,1,10,K02
262,62,wce,1,wce,1.0,22,26,1,10,K02
20,20,water,1,water,1.0,8,27,1,11,L02
20,20,Mg,0,Mg,500.0,0,27,1,11,L02
20,20,Mg,0,Mg,166.667,0,27,1,11,L02
20,20,deGFP,5,DNA,83.333,2,27,1,11,L02
20,20,K,50,K,833.333,0,27,1,11,L02
20,20,wce,1,wce,1.0,22,27,1,11,L02
20,20,K,50,K,1666.667,1,27,1,11,L02
116,16,deGFP,5,DNA,83.333,2,28,1,12,M02
116,16,wce,1,wce,1.0,22,28,1,12,M02
116,16,K,25,K,1666.667,0,28,1,12,M02
116,16,Mg,30,Mg,166.667,0,28,1,12,M02
116,16,K,25,K,833.333,1,28,1,12,M02
116,16,water,1,water,1.0,6,28,1,12,M02
116,16,Mg,30,Mg,500.0,2,28,1,12,M02
19,19,K,25,K,1666.667,0,29,1,13,N02
19,19,water,1,water,1.0,5,29,1,13,N02
19,19,wce,1,wce,1.0,22,29,1,13,N02
19,19,K,25,K,833.333,1,29,1,13,N02
19,19,Mg,45,Mg,500.0,3,29,1,13,N02
19,19,Mg,45,Mg,166.667,0,29,1,13,N02
19,19,deGFP,5,DNA,83.333,2,29,1,13,N02
268,68,deGFP,5,DNA,83.333,2,30,1,14,O02
268,68,K,150,K,833.333,0,30,1,14,O02
268,68,Mg,40,Mg,166.667,2,30,1,14,O02
268,68,Mg,40,Mg,500.0,2,30,1,14,O02
268,68,water,1,water,1.0,2,30,1,14,O02
268,68,wce,1,wce,1.0,22,30,1,14,O02
268,68,K,150,K,1666.667,3,30,1,14,O02
113,13,water,1,water,1.0,7,31,1,15,P02
113,13,deGFP,5,DNA,83.333,2,31,1,15,P02
113,13,Mg,15,Mg,166.667,0,31,1,15,P02
113,13,K,25,K,833.333,1,31,1,15,P02
113,13,K,25,K,1666.667,0,31,1,15,P02
113,13,Mg,15,Mg,500.0,1,31,1,15,P02
113,13,wce,1,wce,1.0,22,31,1,15,P02
236,36,wce,1,wce,1.0,22,32,2,0,A03
236,36,water,1,water,1.0,5,32,2,0,A03
236,36,Mg,30,Mg,500.0,2,32,2,0,A03
236,36,Mg,30,Mg,166.667,0,32,2,0,A03
236,36,K,75,K,1666.667,1,32,2,0,A03
236,36,K,75,K,833.333,1,32,2,0,A03
236,36,deGFP,5,DNA,83.333,2,32,2,0,A03
123,23,K,50,K,833.333,0,33,2,1,B03
123,23,K,50,K,1666.667,1,33,2,1,B03
123,23,Mg,15,Mg,166.667,0,33,2,1,B03
123,23,Mg,15,Mg,500.0,1,33,2,1,B03
123,23,water,1,water,1.0,7,33,2,1,B03
123,23,wce,1,wce,1.0,22,33,2,1,B03
123,23,deGFP,5,DNA,83.333,2,33,2,1,B03
84,84,water,1,water,1.0,3,34,2,2,C03
84,84,wce,1,wce,1.0,22,34,2,2,C03
84,84,Mg,20,Mg,166.667,1,34,2,2,C03
84,84,K,200,K,1666.667,4,34,2,2,C03
84,84,Mg,20,Mg,500.0,1,34,2,2,C03
84,84,K,200,K,833.333,0,34,2,2,C03
84,84,deGFP,5,DNA,83.333,2,34,2,2,C03
126,26,deGFP,5,DNA,83.333,2,35,2,3,D03
126,26,K,50,K,833.333,0,35,2,3,D03
126,26,wce,1,wce,1.0,22,35,2,3,D03
126,26,water,1,water,1.0,6,35,2,3,D03
126,26,Mg,30,Mg,500.0,2,35,2,3,D03
126,26,K,50,K,1666.667,1,35,2,3,D03
126,26,Mg,30,Mg,166.667,0,35,2,3,D03
199,99,deGFP,5,DNA,83.333,2,36,2,4,E03
199,99,K,225,K,833.333,1,36,2,4,E03
199,99,K,225,K,1666.667,4,36,2,4,E03
199,99,Mg,45,Mg,166.667,0,36,2,4,E03
199,99,Mg,45,Mg,500.0,3,36,2,4,E03
199,99,water,1,water,1.0,1,36,2,4,E03
199,99,wce,1,wce,1.0,22,36,2,4,E03
299,99,water,1,water,1.0,1,37,2,5,F03
299,99,wce,1,wce,1.0,22,37,2,5,F03
299,99,deGFP,5,DNA,83.333,2,37,2,5,F03
299,99,Mg,45,Mg,500.0,3,37,2,5,F03
299,99,Mg,45,Mg,166.667,0,37,2,5,F03
299,99,K,225,K,1666.667,4,37,2,5,F03
299,99,K,225,K,833.333,1,37,2,5,F03
79,79,water,1,water,1.0,2,38,2,6,G03
79,79,wce,1,wce,1.0,22,38,2,6,G03
79,79,K,175,K,1666.667,3,38,2,6,G03
79,79,K,175,K,833.333,1,38,2,6,G03
79,79,deGFP,5,DNA,83.333,2,38,2,6,G03
79,79,Mg,45,Mg,500.0,3,38,2,6,G03
79,79,Mg,45,Mg,166.667,0,38,2,6,G03
66,66,K,150,K,1666.667,3,39,2,7,H03
66,66,K,150,K,833.333,0,39,2,7,H03
66,66,deGFP,5,DNA,83.333,2,39,2,7,H03
66,66,Mg,30,Mg,166.667,0,39,2,7,H03
66,66,Mg,30,Mg,500.0,2,39,2,7,H03
66,66,water,1,water,1.0,4,39,2,7,H03
66,66,wce,1,wce,1.0,22,39,2,7,H03
139,39,deGFP,5,DNA,83.333,2,40,2,8,I03
139,39,Mg,45,Mg,500.0,3,40,2,8,I03
139,39,K,75,K,1666.667,1,40,2,8,I03
139,39,wce,1,wce,1.0,22,40,2,8,I03
139,39,water,1,water,1.0,4,40,2,8,I03
139,39,K,75,K,833.333,1,40,2,8,I03
139,39,Mg,45,Mg,166.667,0,40,2,8,I03
101,1,deGFP,5,DNA,83.333,2,41,2,9,J03
101,1,wce,1,wce,1.0,22,41,2,9,J03
101,1,Mg,5,Mg,500.0,0,41,2,9,J03
101,1,Mg,5,Mg,166.667,1,41,2,9,J03
101,1,K,0,K,1666.667,0,41,2,9,J03
101,1,K,0,K,833.333,0,41,2,9,J03
101,1,water,1,water,1.0,8,41,2,9,J03
74,74,Mg,20,Mg,166.667,1,42,2,10,K03
74,74,wce,1,wce,1.0,22,42,2,10,K03
74,74,water,1,water,1.0,3,42,2,10,K03
74,74,K,175,K,1666.667,3,42,2,10,K03
74,74,K,175,K,833.333,1,42,2,10,K03
74,74,deGFP,5,DNA,83.333,2,42,2,10,K03
74,74,Mg,20,Mg,500.0,1,42,2,10,K03
264,64,deGFP,5,DNA,83.333,2,43,2,11,L03
264,64,wce,1,wce,1.0,22,43,2,11,L03
264,64,water,1,water,1.0,4,43,2,11,L03
264,64,K,150,K,833.333,0,43,2,11,L03
264,64,Mg,20,Mg,500.0,1,43,2,11,L03
264,64,Mg,20,Mg,166.667,1,43,2,11,L03
264,64,K,150,K,1666.667,3,43,2,11,L03
96,96,wce,1,wce,1.0,22,44,2,12,M03
96,96,K,225,K,833.333,1,44,2,12,M03
96,96,deGFP,5,DNA,83.333,2,44,2,12,M03
96,96,Mg,30,Mg,166.667,0,44,2,12,M03
96,96,K,225,K,1666.667,4,44,2,12,M03
96,96,water,1,water,1.0,2,44,2,12,M03
96,96,Mg,30,Mg,500.0,2,44,2,12,M03
196,96,wce,1,wce,1.0,22,45,2,13,N03
196,96,K,225,K,1666.667,4,45,2,13,N03
196,96,water,1,water,1.0,2,45,2,13,N03
196,96,Mg,30,Mg,500.0,2,45,2,13,N03
196,96,Mg,30,Mg,166.667,0,45,2,13,N03
196,96,K,225,K,833.333,1,45,2,13,N03
196,96,deGFP,5,DNA,83.333,2,45,2,13,N03
225,25,water,1,water,1.0,5,46,2,14,O03
225,25,Mg,25,Mg,500.0,1,46,2,14,O03
225,25,Mg,25,Mg,166.667,2,46,2,14,O03
225,25,wce,1,wce,1.0,22,46,2,14,O03
225,25,K,50,K,1666.667,1,46,2,14,O03
225,25,K,50,K,833.333,0,46,2,14,O03
225,25,deGFP,5,DNA,83.333,2,46,2,14,O03
136,36,Mg,30,Mg,500.0,2,47,2,15,P03
136,36,K,75,K,833.333,1,47,2,15,P03
136,36,K,75,K,1666.667,1,47,2,15,P03
136,36,Mg,30,Mg,166.667,0,47,2,15,P03
136,36,wce,1,wce,1.0,22,47,2,15,P03
136,36,water,1,water,1.0,5,47,2,15,P03
136,36,deGFP,5,DNA,83.333,2,47,2,15,P03
119,19,wce,1,wce,1.0,22,48,3,0,A04
119,19,water,1,water,1.0,5,48,3,0,A04
119,19,Mg,45,Mg,500.0,3,48,3,0,A04
119,19,Mg,45,Mg,166.667,0,48,3,0,A04
119,19,K,25,K,1666.667,0,48,3,0,A04
119,19,K,25,K,833.333,1,48,3,0,A04
119,19,deGFP,5,DNA,83.333,2,48,3,0,A04
266,66,Mg,30,Mg,500.0,2,49,3,1,B04
266,66,water,1,water,1.0,4,49,3,1,B04
266,66,Mg,30,Mg,166.667,0,49,3,1,B04
266,66,K,150,K,1666.667,3,49,3,1,B04
266,66,K,150,K,833.333,0,49,3,1,B04
266,66,deGFP,5,DNA,83.333,2,49,3,1,B04
266,66,wce,1,wce,1.0,22,49,3,1,B04
283,83,deGFP,5,DNA,83.333,2,50,3,2,C04
283,83,K,200,K,833.333,0,50,3,2,C04
283,83,K,200,K,1666.667,4,50,3,2,C04
283,83,Mg,15,Mg,166.667,0,50,3,2,C04
283,83,Mg,15,Mg,500.0,1,50,3,2,C04
283,83,water,1,water,1.0,4,50,3,2,C04
283,83,wce,1,wce,1.0,22,50,3,2,C04
34,34,K,75,K,833.333,1,51,3,3,D04
34,34,wce,1,wce,1.0,22,51,3,3,D04
34,34,water,1,water,1.0,5,51,3,3,D04
34,34,deGFP,5,DNA,83.333,2,51,3,3,D04
34,34,Mg,20,Mg,166.667,1,51,3,3,D04
34,34,K,75,K,1666.667,1,51,3,3,D04
34,34,Mg,20,Mg,500.0,1,51,3,3,D04
213,13,K,25,K,1666.667,0,52,3,4,E04
213,13,deGFP,5,DNA,83.333,2,52,3,4,E04
213,13,K,25,K,833.333,1,52,3,4,E04
213,13,wce,1,wce,1.0,22,52,3,4,E04
213,13,water,1,water,1.0,7,52,3,4,E04
213,13,Mg,15,Mg,500.0,1,52,3,4,E04
213,13,Mg,15,Mg,166.667,0,52,3,4,E04
143,43,K,100,K,1666.667,2,53,3,5,F04
143,43,deGFP,5,DNA,83.333,2,53,3,5,F04
143,43,K,100,K,833.333,0,53,3,5,F04
143,43,wce,1,wce,1.0,22,53,3,5,F04
143,43,water,1,water,1.0,6,53,3,5,F04
143,43,Mg,15,Mg,500.0,1,53,3,5,F04
143,43,Mg,15,Mg,166.667,0,53,3,5,F04
169,69,Mg,45,Mg,500.0,3,54,3,6,G04
169,69,Mg,45,Mg,166.667,0,54,3,6,G04
169,69,K,150,K,1666.667,3,54,3,6,G04
169,69,K,150,K,833.333,0,54,3,6,G04
169,69,deGFP,5,DNA,83.333,2,54,3,6,G04
169,69,water,1,water,1.0,3,54,3,6,G04
169,69,wce,1,wce,1.0,22,54,3,6,G04
115,15,K,25,K,833.333,1,55,3,7,H04
115,15,K,25,K,1666.667,0,55,3,7,H04
115,15,Mg,25,Mg,166.667,2,55,3,7,H04
115,15,Mg,25,Mg,500.0,1,55,3,7,H04
115,15,water,1,water,1.0,5,55,3,7,H04
115,15,wce,1,wce,1.0,22,55,3,7,H04
115,15,deGFP,5,DNA,83.333,2,55,3,7,H04
155,55,K,125,K,1666.667,2,56,3,8,I04
155,55,Mg,25,Mg,500.0,1,56,3,8,I04
155,55,water,1,water,1.0,3,56,3,8,I04
155,55,wce,1,wce,1.0,22,56,3,8,I04
155,55,K,125,K,833.333,1,56,3,8,I04
155,55,Mg,25,Mg,166.667,2,56,3,8,I04
155,55,deGFP,5,DNA,83.333,2,56,3,8,I04
240,40,deGFP,5,DNA,83.333,2,57,3,9,J04
240,40,Mg,0,Mg,500.0,0,57,3,9,J04
240,40,Mg,0,Mg,166.667,0,57,3,9,J04
240,40,K,100,K,1666.667,2,57,3,9,J04
240,40,K,100,K,833.333,0,57,3,9,J04
240,40,wce,1,wce,1.0,22,57,3,9,J04
240,40,water,1,water,1.0,7,57,3,9,J04
13,13,deGFP,5,DNA,83.333,2,58,3,10,K04
13,13,K,25,K,1666.667,0,58,3,10,K04
13,13,Mg,15,Mg,166.667,0,58,3,10,K04
13,13,Mg,15,Mg,500.0,1,58,3,10,K04
13,13,water,1,water,1.0,7,58,3,10,K04
13,13,wce,1,wce,1.0,22,58,3,10,K04
13,13,K,25,K,833.333,1,58,3,10,K04
33,33,Mg,15,Mg,500.0,1,59,3,11,L04
33,33,Mg,15,Mg,166.667,0,59,3,11,L04
33,33,K,75,K,1666.667,1,59,3,11,L04
33,33,deGFP,5,DNA,83.333,2,59,3,11,L04
33,33,wce,1,wce,1.0,22,59,3,11,L04
33,33,water,1,water,1.0,6,59,3,11,L04
33,33,K,75,K,833.333,1,59,3,11,L04
181,81,K,200,K,833.333,0,60,3,12,M04
181,81,K,200,K,1666.667,4,60,3,12,M04
181,81,Mg,5,Mg,166.667,1,60,3,12,M04
181,81,water,1,water,1.0,4,60,3,12,M04
181,81,Mg,5,Mg,500.0,0,60,3,12,M04
181,81,wce,1,wce,1.0,22,60,3,12,M04
181,81,deGFP,5,DNA,83.333,2,60,3,12,M04
156,56,Mg,30,Mg,166.667,0,61,3,13,N04
156,56,deGFP,5,DNA,83.333,2,61,3,13,N04
156,56,wce,1,wce,1.0,22,61,3,13,N04
156,56,K,125,K,1666.667,2,61,3,13,N04
156,56,Mg,30,Mg,500.0,2,61,3,13,N04
156,56,water,1,water,1.0,4,61,3,13,N04
156,56,K,125,K,833.333,1,61,3,13,N04
56,56,wce,1,wce,1.0,22,62,3,14,O04
56,56,water,1,water,1.0,4,62,3,14,O04
56,56,deGFP,5,DNA,83.333,2,62,3,14,O04
56,56,Mg,30,Mg,500.0,2,62,3,14,O04
56,56,Mg,30,Mg,166.667,0,62,3,14,O04
56,56,K,125,K,1666.667,2,62,3,14,O04
56,56,K,125,K,833.333,1,62,3,14,O04
128,28,wce,1,wce,1.0,22,63,3,15,P04
128,28,K,50,K,1666.667,1,63,3,15,P04
128,28,water,1,water,1.0,4,63,3,15,P04
128,28,Mg,40,Mg,500.0,2,63,3,15,P04
128,28,K,50,K,833.333,0,63,3,15,P04
128,28,deGFP,5,DNA,83.333,2,63,3,15,P04
128,28,Mg,40,Mg,166.667,2,63,3,15,P04
259,59,water,1,water,1.0,3,64,4,0,A05
259,59,wce,1,wce,1.0,22,64,4,0,A05
259,59,deGFP,5,DNA,83.333,2,64,4,0,A05
259,59,K,125,K,833.333,1,64,4,0,A05
259,59,Mg,45,Mg,166.667,0,64,4,0,A05
259,59,Mg,45,Mg,500.0,3,64,4,0,A05
259,59,K,125,K,1666.667,2,64,4,0,A05
220,20,wce,1,wce,1.0,22,65,4,1,B05
220,20,water,1,water,1.0,8,65,4,1,B05
220,20,Mg,0,Mg,500.0,0,65,4,1,B05
220,20,Mg,0,Mg,166.667,0,65,4,1,B05
220,20,K,50,K,1666.667,1,65,4,1,B05
220,20,K,50,K,833.333,0,65,4,1,B05
220,20,deGFP,5,DNA,83.333,2,65,4,1,B05
131,31,deGFP,5,DNA,83.333,2,66,4,2,C05
131,31,wce,1,wce,1.0,22,66,4,2,C05
131,31,K,75,K,1666.667,1,66,4,2,C05
131,31,Mg,5,Mg,166.667,1,66,4,2,C05
131,31,Mg,5,Mg,500.0,0,66,4,2,C05
131,31,water,1,water,1.0,6,66,4,2,C05
131,31,K,75,K,833.333,1,66,4,2,C05
81,81,wce,1,wce,1.0,22,67,4,3,D05
81,81,Mg,5,Mg,500.0,0,67,4,3,D05
81,81,Mg,5,Mg,166.667,1,67,4,3,D05
81,81,K,200,K,1666.667,4,67,4,3,D05
81,81,K,200,K,833.333,0,67,4,3,D05
81,81,deGFP,5,DNA,83.333,2,67,4,3,D05
81,81,water,1,water,1.0,4,67,4,3,D05
282,82,water,1,water,1.0,3,68,4,4,E05
282,82,Mg,10,Mg,500.0,0,68,4,4,E05
282,82,K,200,K,1666.667,4,68,4,4,E05
282,82,K,200,K,833.333,0,68,4,4,E05
282,82,deGFP,5,DNA,83.333,2,68,4,4,E05
282,82,wce,1,wce,1.0,22,68,4,4,E05
282,82,Mg,10,Mg,166.667,2,68,4,4,E05
142,42,wce,1,wce,1.0,22,69,4,5,F05
142,42,water,1,water,1.0,5,69,4,5,F05
142,42,Mg,10,Mg,500.0,0,69,4,5,F05
142,42,Mg,10,Mg,166.667,2,69,4,5,F05
142,42,K,100,K,1666.667,2,69,4,5,F05
142,42,K,100,K,833.333,0,69,4,5,F05
142,42,deGFP,5,DNA,83.333,2,69,4,5,F05
44,44,wce,1,wce,1.0,22,70,4,6,G05
44,44,water,1,water,1.0,5,70,4,6,G05
44,44,Mg,20,Mg,500.0,1,70,4,6,G05
44,44,K,100,K,1666.667,2,70,4,6,G05
44,44,K,100,K,833.333,0,70,4,6,G05
44,44,deGFP,5,DNA,83.333,2,70,4,6,G05
44,44,Mg,20,Mg,166.667,1,70,4,6,G05
291,91,Mg,5,Mg,166.667,1,71,4,7,H05
291,91,Mg,5,Mg,500.0,0,71,4,7,H05
291,91,water,1,water,1.0,3,71,4,7,H05
291,91,K,225,K,1666.667,4,71,4,7,H05
291,91,wce,1,wce,1.0,22,71,4,7,H05
291,91,K,225,K,833.333,1,71,4,7,H05
291,91,deGFP,5,DNA,83.333,2,71,4,7,H05
297,97,Mg,35,Mg,500.0,2,72,4,8,I05
297,97,Mg,35,Mg,166.667,1,72,4,8,I05
297,97,K,225,K,1666.667,4,72,4,8,I05
297,97,K,225,K,833.333,1,72,4,8,I05
297,97,water,1,water,1.0,1,72,4,8,I05
