plate,row,col,droplets_print,layer_label,color,shape
1,9,12,5,Unit 16,#f59e0b,circle
1,9,12,5,Unit 14,#f59e0b,circle
1,9,13,5,Unit 14,#f59e0b,circle
1,9,13,5,Unit 15,#0d9488,circle
1,9,13,5,Unit 17,#0d9488,circle
1,9,13,5,Unit 16,#f59e0b,circle
1,9,14,5,Unit 17,#0d9488,circle
1,9,14,5,Unit 16,#f59e0b,circle
1,9,14,5,Unit 15,#0d9488,circle
1,9,19,5,Unit 29,#0d9488,circle
1,9,19,5,Unit 30,#f59e0b,circle
1,9,20,5,Unit 29,#0d9488,circle
1,9,20,5,Unit 30,#f59e0b,circle
1,9,21,5,Unit 29,#0d9488,circle
1,9,21,5,Unit 30,#f59e0b,circle
1,9,22,5,Unit 30,#f59e0b,circle
1,9,23,5,Unit 30,#f59e0b,circle
1,10,21,5,Unit 30,#f59e0b,circle
1,10,13,5,Unit 15,#0d9488,circle
1,10,13,5,Unit 13,#0d9488,circle
1,10,13,5,Unit 14,#f59e0b,circle
1,10,12,5,Unit 14,#f59e0b,circle
1,10,12,5,Unit 12,#f59e0b,circle
1,10,12,5,Unit 13,#0d9488,circle
1,10,12,5,Unit 15,#0d9488,circle
1,10,11,5,Unit 14,#f59e0b,circle
1,10,11,5,Unit 15,#0d9488,circle
1,10,11,5,Unit 13,#0d9488,circle
1,10,11,5,Unit 12,#f59e0b,circle
1,10,11,5,Unit 11,#0d9488,circle
1,10,10,5,Unit 14,#f59e0b,circle
1,10,10,5,Unit 10,#f59e0b,circle
1,10,10,5,Unit 13,#0d9488,circle
1,10,10,5,Unit 12,#f59e0b,circle
1,10,10,5,Unit 11,#0d9488,circle
1,10,9,5,Unit 13,#0d9488,circle
1,10,9,5,Unit 12,#f59e0b,circle
1,10,9,5,Unit 11,#0d9488,circle
1,10,9,5,Unit 10,#f59e0b,circle
1,10,8,5,Unit 04,#f59e0b,circle
1,10,8,5,Unit 05,#0d9488,circle
1,10,8,5,Unit 06,#f59e0b,circle
1,10,7,5,Unit 03,#0d9488,circle
1,10,7,5,Unit 06,#f59e0b,circle
1,10,7,5,Unit 05,#0d9488,circle
1,10,7,5,Unit 04,#f59e0b,circle
1,10,6,5,Unit 06,#f59e0b,circle
1,10,6,5,Unit 05,#0d9488,circle
1,10,6,5,Unit 02,#f59e0b,circle
1,10,6,5,Unit 04,#f59e0b,circle
1,10,6,5,Unit 03,#0d9488,circle
1,10,5,5,Unit 03,#0d9488,circle
1,10,5,5,Unit 04,#f59e0b,circle
1,10,5,5,Unit 05,#0d9488,circle
1,10,5,5,Unit 02,#f59e0b,circle
1,10,4,5,Unit 02,#f59e0b,circle
1,10,4,5,Unit 01,#0d9488,circle
1,10,4,5,Unit 03,#0d9488,circle
1,10,4,5,Unit 04,#f59e0b,circle
1,10,3,5,Unit 03,#0d9488,circle
1,10,3,5,Unit 02,#f59e0b,circle
1,11,4,5,Unit 03,#0d9488,circle
1,11,4,5,Unit 04,#f59e0b,circle
1,11,5,5,Unit 03,#0d9488,circle
1,11,5,5,Unit 04,#f59e0b,circle
1,11,5,5,Unit 05,#0d9488,circle
1,11,5,5,Unit 06,#f59e0b,circle
1,11,6,5,Unit 03,#0d9488,circle
1,11,6,5,Unit 04,#f59e0b,circle
1,11,6,5,Unit 05,#0d9488,circle
1,11,6,5,Unit 08,#f59e0b,circle
1,11,6,5,Unit 06,#f59e0b,circle
1,11,6,5,Unit 07,#0d9488,circle
1,11,7,5,Unit 09,#0d9488,circle
1,11,7,5,Unit 08,#f59e0b,circle
1,11,7,5,Unit 07,#0d9488,circle
1,11,7,5,Unit 06,#f59e0b,circle
1,11,7,5,Unit 05,#0d9488,circle
1,11,7,5,Unit 04,#f59e0b,circle
1,11,8,5,Unit 09,#0d9488,circle
1,11,8,5,Unit 05,#0d9488,circle
1,11,8,5,Unit 07,#0d9488,circle
1,11,8,5,Unit 04,#f59e0b,circle
1,11,8,5,Unit 08,#f59e0b,circle
1,11,8,5,Unit 11,#0d9488,circle
1,11,8,5,Unit 06,#f59e0b,circle
1,11,8,5,Unit 10,#f59e0b,circle
1,11,9,5,Unit 12,#f59e0b,circle
1,11,9,5,Unit 11,#0d9488,circle
1,11,9,5,Unit 10,#f59e0b,circle
1,11,9,5,Unit 08,#f59e0b,circle
1,11,9,5,Unit 09,#0d9488,circle
1,11,9,5,Unit 07,#0d9488,circle
1,11,9,5,Unit 06,#f59e0b,circle
1,11,10,5,Unit 08,#f59e0b,circle
1,11,10,5,Unit 11,#0d9488,circle
1,11,10,5,Unit 09,#0d9488,circle
1,11,10,5,Unit 12,#f59e0b,circle
1,11,10,5,Unit 13,#0d9488,circle
1,11,10,5,Unit 10,#f59e0b,circle
1,11,11,5,Unit 10,#f59e0b,circle
1,11,11,5,Unit 14,#f59e0b,circle
1,11,11,5,Unit 11,#0d9488,circle
1,11,11,5,Unit 12,#f59e0b,circle
1,11,11,5,Unit 13,#0d9488,circle
1,11,12,5,Unit 11,#0d9488,circle
1,11,12,5,Unit 12,#f59e0b,circle
1,11,12,5,Unit 13,#0d9488,circle
1,11,12,5,Unit 14,#f59e0b,circle
1,11,13,5,Unit 13,#0d9488,circle
1,12,11,5,Unit 12,#f59e0b,circle
1,12,11,5,Unit 11,#0d9488,circle
1,12,11,5,Unit 10,#f59e0b,circle
1,12,11,5,Unit 09,#0d9488,circle
1,12,10,5,Unit 12,#f59e0b,circle
1,12,10,5,Unit 11,#0d9488,circle
1,12,10,5,Unit 10,#f59e0b,circle
1,12,10,5,Unit 09,#0d9488,circle
1,12,10,5,Unit 08,#f59e0b,circle
1,12,9,5,Unit 07,#0d9488,circle
1,12,9,5,Unit 11,#0d9488,circle
1,12,9,5,Unit 10,#f59e0b,circle
1,12,9,5,Unit 09,#0d9488,circle
1,12,9,5,Unit 08,#f59e0b,circle
1,12,9,5,Unit 06,#f59e0b,circle
1,12,8,5,Unit 10,#f59e0b,circle
1,12,8,5,Unit 11,#0d9488,circle
1,12,8,5,Unit 08,#f59e0b,circle
1,12,8,5,Unit 07,#0d9488,circle
1,12,8,5,Unit 09,#0d9488,circle
1,12,8,5,Unit 06,#f59e0b,circle
1,12,8,5,Unit 05,#0d9488,circle
1,12,7,5,Unit 09,#0d9488,circle
1,12,7,5,Unit 07,#0d9488,circle
1,12,7,5,Unit 05,#0d9488,circle
1,12,7,5,Unit 08,#f59e0b,circle
1,12,7,5,Unit 06,#f59e0b,circle
1,12,6,5,Unit 05,#0d9488,circle
1,12,6,5,Unit 08,#f59e0b,circle
1,12,6,5,Unit 06,#f59e0b,circle
1,12,6,5,Unit 07,#0d9488,circle
1,12,6,5,Unit 04,#f59e0b,circle
1,12,5,5,Unit 06,#f59e0b,circle
1,12,5,5,Unit 05,#0d9488,circle
1,13,7,5,Unit 07,#0d9488,circle
1,13,7,5,Unit 08,#f59e0b,circle
1,13,8,5,Unit 07,#0d9488,circle
1,13,8,5,Unit 08,#f59e0b,circle
1,13,8,5,Unit 09,#0d9488,circle
1,13,9,5,Unit 08,#f59e0b,circle
1,13,9,5,Unit 09,#0d9488,circle
1,13,9,5,Unit 10,#f59e0b,circle
1,13,10,5,Unit 09,#0d9488,circle
1,13,10,5,Unit 10,#f59e0b,circle
