well_name,unique_id,rxn_id,K,Liposome_name,Mg,SecYE,Spermidine,Liposome_conc,DNA_conc,DNA_name,plate,row,col
K16,965,197,85,no_lipo,14,1.25,4,3,5,CD47,2,10,15
H13,966,198,85,no_lipo,8,0,0.4,3,5,CD47,2,7,12
C15,967,199,85,no_lipo,8,0.625,1,3,5,CD47,2,2,14
L15,968,200,85,no_lipo,8,1.25,4,3,5,CD47,2,11,14
B5,969,201,85,no_lipo,14,0,1,3,5,CD47,2,1,4
K1,970,202,85,no_lipo,14,0.625,4,3,5,CD47,2,10,0
B2,973,205,85,no_lipo,14,0,4,3,5,CD47,2,1,1
J21,975,207,185,no_lipo,8,0.625,1,3,5,CD47,2,9,20
C5,977,209,185,no_lipo,14,0,1,3,5,CD47,2,2,4
F6,978,210,185,no_lipo,14,0.625,4,3,5,CD47,2,5,5
B7,979,211,185,no_lipo,8,0,1,3,5,CD47,2,1,6
F20,980,212,185,no_lipo,8,0.625,4,3,5,CD47,2,5,19
O14,981,213,185,no_lipo,14,0,4,3,5,CD47,2,14,13
O2,983,215,185,no_lipo,14,1.25,0.1,3,5,CD47,2,14,1
P15,1154,2,85,DMPC,8,1.25,1,3,5,CD47,2,15,14
L13,1156,4,85,DMPC,14,0.625,1,3,5,CD47,2,11,12
F14,1158,6,85,DMPC+15%PE,8,0,0.4,3,5,CD47,2,5,13
B19,1161,9,85,DMPC+15%PE,14,0,1,3,5,CD47,2,1,18
E11,1164,12,85,DMPC+30%PE,8,0.625,4,3,5,CD47,2,4,10
E3,1165,13,85,DMPC+30%PE,14,0,4,3,5,CD47,2,4,2
L1,1168,16,185,DMPC,8,1.25,4,3,5,CD47,2,11,0
D19,1169,17,185,DMPC,14,0,1,3,5,CD47,2,3,18
C11,1171,19,185,DMPC+15%PE,8,0,1,3,5,CD47,2,2,10
O4,1172,20,185,DMPC+15%PE,8,0.625,4,3,5,CD47,2,14,3
J18,1173,21,185,DMPC+15%PE,14,0,4,3,5,CD47,2,9,17
A16,1174,22,185,DMPC+30%PE,8,0,4,3,5,CD47,2,0,15
M14,1344,192,85,no_lipo,8,0,0.1,3,5,CD47,2,12,13
F16,1345,193,85,no_lipo,8,0.625,0.4,3,5,CD47,2,5,15
H7,1348,196,85,no_lipo,14,0.625,1,3,5,CD47,2,7,6
C21,1349,197,85,no_lipo,14,1.25,4,3,5,CD47,2,2,20
K2,1350,198,85,no_lipo,8,0,0.4,3,5,CD47,2,10,1
P10,1351,199,85,no_lipo,8,0.625,1,3,5,CD47,2,15,9
A21,1355,203,85,no_lipo,8,0,1,3,5,CD47,2,0,20
J16,1356,204,85,no_lipo,8,0.625,4,3,5,CD47,2,9,15
K6,1357,205,85,no_lipo,14,0,4,3,5,CD47,2,10,5
F13,1360,208,185,no_lipo,8,1.25,4,3,5,CD47,2,5,12
I8,1361,209,185,no_lipo,14,0,1,3,5,CD47,2,8,7
P24,1362,210,185,no_lipo,14,0.625,4,3,5,CD47,2,15,23
A18,1363,211,185,no_lipo,8,0,1,3,5,CD47,2,0,17
P1,1365,213,185,no_lipo,14,0,4,3,5,CD47,2,15,0
F7,42,42,85,DMPC,8,0,1,3,5,Beta,2,5,6
J9,45,45,85,DMPC+15%PE,8,0,4,3,5,Beta,2,9,8
D23,47,47,85,DMPC+30%PE,8,1.25,0.1,3,5,Beta,2,3,22
D21,48,48,85,DMPC+30%PE,14,0.625,0.1,3,5,Beta,2,3,20
L22,50,50,185,DMPC,8,0,4,3,5,Beta,2,11,21
N2,51,51,185,DMPC,14,1.25,0.1,3,5,Beta,2,13,1
E20,53,53,185,DMPC+15%PE,14,0.625,0.1,3,5,Beta,2,4,19
J6,54,54,185,DMPC+15%PE,14,1.25,0.4,3,5,Beta,2,9,5
J7,55,55,185,DMPC+30%PE,8,0.625,0.1,3,5,Beta,2,9,6
I23,56,56,185,DMPC+30%PE,8,1.25,0.4,3,5,Beta,2,8,22
J1,236,236,85,no_lipo,14,0,4,3,5,Beta,2,9,0
J23,237,237,85,no_lipo,8,0,4,3,5,Beta,2,9,22
P14,241,241,85,no_lipo,14,1.25,0.4,3,5,Beta,2,15,13
D11,243,243,185,no_lipo,14,1.25,0.1,3,5,Beta,2,3,10
E9,246,246,185,no_lipo,14,1.25,0.4,3,5,Beta,2,4,8
M1,426,42,85,DMPC,8,0,1,3,5,Beta,2,12,0
L8,428,44,85,DMPC,14,0,4,3,5,Beta,2,11,7
G9,433,49,85,DMPC+30%PE,14,1.25,0.4,3,5,Beta,2,6,8
A4,436,52,185,DMPC+15%PE,8,1.25,0.1,3,5,Beta,2,0,3
E13,437,53,185,DMPC+15%PE,14,0.625,0.1,3,5,Beta,2,4,12
I22,438,54,185,DMPC+15%PE,14,1.25,0.4,3,5,Beta,2,8,21
A17,442,58,185,DMPC+30%PE,14,0.625,0.4,3,5,Beta,2,0,16
E8,618,234,85,no_lipo,8,0,1,3,5,Beta,2,4,7
H21,619,235,85,no_lipo,8,0.625,4,3,5,Beta,2,7,20
M9,621,237,85,no_lipo,8,0,4,3,5,Beta,2,12,8
N11,622,238,85,no_lipo,14,1.25,0.1,3,5,Beta,2,13,10
D20,623,239,85,no_lipo,8,1.25,0.1,3,5,Beta,2,3,19
I10,625,241,85,no_lipo,14,1.25,0.4,3,5,Beta,2,8,9
K22,628,244,185,no_lipo,8,1.25,0.1,3,5,Beta,2,10,21
D22,631,247,185,no_lipo,8,0.625,0.1,3,5,Beta,2,3,21
B6,632,248,185,no_lipo,8,1.25,0.4,3,5,Beta,2,1,5
A9,633,249,185,no_lipo,14,0,0.1,3,5,Beta,2,0,8
P9,635,251,185,no_lipo,14,1.25,1,3,5,Beta,2,15,8
K11,810,42,85,DMPC,8,0,1,3,5,Beta,2,10,10
G14,811,43,85,DMPC,8,0.625,4,3,5,Beta,2,6,13
F18,812,44,85,DMPC,14,0,4,3,5,Beta,2,5,17
G19,815,47,85,DMPC+30%PE,8,1.25,0.1,3,5,Beta,2,6,18
O17,816,48,85,DMPC+30%PE,14,0.625,0.1,3,5,Beta,2,14,16
L17,818,50,185,DMPC,8,0,4,3,5,Beta,2,11,16
N23,820,52,185,DMPC+15%PE,8,1.25,0.1,3,5,Beta,2,13,22
H14,822,54,185,DMPC+15%PE,14,1.25,0.4,3,5,Beta,2,7,13
A22,824,56,185,DMPC+30%PE,8,1.25,0.4,3,5,Beta,2,0,21
F8,826,58,185,DMPC+30%PE,14,0.625,0.4,3,5,Beta,2,5,7
O1,827,59,185,DMPC+30%PE,14,1.25,1,3,5,Beta,2,14,0
I17,1002,234,85,no_lipo,8,0,1,3,5,Beta,2,8,16
F3,1003,235,85,no_lipo,8,0.625,4,3,5,Beta,2,5,2
M13,1004,236,85,no_lipo,14,0,4,3,5,Beta,2,12,12
E7,1005,237,85,no_lipo,8,0,4,3,5,Beta,2,4,6
A11,1006,238,85,no_lipo,14,1.25,0.1,3,5,Beta,2,0,10
K18,1007,239,85,no_lipo,8,1.25,0.1,3,5,Beta,2,10,17
C4,1010,242,185,no_lipo,8,0,4,3,5,Beta,2,2,3
H19,1015,247,185,no_lipo,8,0.625,0.1,3,5,Beta,2,7,18
O19,1018,250,185,no_lipo,14,0.625,0.4,3,5,Beta,2,14,18
N24,1019,251,185,no_lipo,14,1.25,1,3,5,Beta,2,13,23
B22,1194,42,85,DMPC,8,0,1,3,5,Beta,2,1,21
H20,1195,43,85,DMPC,8,0.625,4,3,5,Beta,2,7,19
I14,1196,44,85,DMPC,14,0,4,3,5,Beta,2,8,13
J19,1201,49,85,DMPC+30%PE,14,1.25,0.4,3,5,Beta,2,9,18
L10,1202,50,185,DMPC,8,0,4,3,5,Beta,2,11,9
P18,1207,55,185,DMPC+30%PE,8,0.625,0.1,3,5,Beta,2,15,17
N13,1208,56,185,DMPC+30%PE,8,1.25,0.4,3,5,Beta,2,13,12
P3,1210,58,185,DMPC+30%PE,14,0.625,0.4,3,5,Beta,2,15,2
D15,1386,234,85,no_lipo,8,0,1,3,5,Beta,2,3,14
G2,1389,237,85,no_lipo,8,0,4,3,5,Beta,2,6,1
J5,1390,238,85,no_lipo,14,1.25,0.1,3,5,Beta,2,9,4
E16,1391,239,85,no_lipo,8,1.25,0.1,3,5,Beta,2,4,15
K14,1392,240,85,no_lipo,14,0.625,0.1,3,5,Beta,2,10,13
E19,1394,242,185,no_lipo,8,0,4,3,5,Beta,2,4,18
H23,1397,245,185,no_lipo,14,0.625,0.1,3,5,Beta,2,7,22
O11,1398,246,185,no_lipo,14,1.25,0.4,3,5,Beta,2,14,10
D10,1401,249,185,no_lipo,14,0,0.1,3,5,Beta,2,3,9
L16,1402,250,185,no_lipo,14,0.625,0.4,3,5,Beta,2,11,15
D6,61,61,85,DMPC,14,1.25,0.1,3,5,Glut,2,3,5
E24,64,64,85,DMPC+15%PE,14,1.25,0.4,3,5,Glut,2,4,23
P2,67,67,85,DMPC+30%PE,14,0,0.1,3,5,Glut,2,15,1
A19,68,68,85,DMPC+30%PE,14,0.625,0.4,3,5,Glut,2,0,18
C22,73,73,185,DMPC+15%PE,8,0.625,0.1,3,5,Glut,2,2,21
I7,77,77,185,DMPC+15%PE,14,1.25,1,3,5,Glut,2,8,6
L20,78,78,185,DMPC+30%PE,8,0,0.1,3,5,Glut,2,11,19
N5,79,79,185,DMPC+30%PE,8,0.625,0.4,3,5,Glut,2,13,4
N16,80,80,185,DMPC+30%PE,8,1.25,1,3,5,Glut,2,13,15
F17,83,83,185,DMPC+30%PE,14,1.25,4,3,5,Glut,2,5,16
G21,252,252,85,no_lipo,8,0,4,3,5,Glut,2,6,20
M20,255,255,85,no_lipo,14,0.625,0.1,3,5,Glut,2,12,19
K13,256,256,85,no_lipo,14,1.25,0.4,3,5,Glut,2,10,12
M15,259,259,85,no_lipo,14,0,0.1,3,5,Glut,2,12,14
O24,261,261,85,no_lipo,14,1.25,1,3,5,Glut,2,14,23
G12,262,262,185,no_lipo,8,1.25,0.1,3,5,Glut,2,6,11
G20,265,265,185,no_lipo,8,0.625,0.1,3,5,Glut,2,6,19
C10,266,266,185,no_lipo,8,1.25,0.4,3,5,Glut,2,2,9
O21,267,267,185,no_lipo,14,0,0.1,3,5,Glut,2,14,20
P13,268,268,185,no_lipo,14,0.625,0.4,3,5,Glut,2,15,12
N17,271,271,185,no_lipo,8,0.625,0.4,3,5,Glut,2,13,16
H3,272,272,185,no_lipo,8,1.25,1,3,5,Glut,2,7,2
M3,273,273,185,no_lipo,14,0,0.4,3,5,Glut,2,12,2
J8,275,275,185,no_lipo,14,1.25,4,3,5,Glut,2,9,7
G1,444,60,85,DMPC,8,0,4,3,5,Glut,2,6,0
L5,446,62,85,DMPC+15%PE,8,1.25,0.1,3,5,Glut,2,11,4
O20,453,69,85,DMPC+30%PE,14,1.25,1,3,5,Glut,2,14,19
I9,455,71,185,DMPC,14,0.625,0.1,3,5,Glut,2,8,8
M21,461,77,185,DMPC+15%PE,14,1.25,1,3,5,Glut,2,12,20
I19,463,79,185,DMPC+30%PE,8,0.625,0.4,3,5,Glut,2,8,18
N20,464,80,185,DMPC+30%PE,8,1.25,1,3,5,Glut,2,13,19
D18,466,82,185,DMPC+30%PE,14,0.625,1,3,5,Glut,2,3,17
E10,467,83,185,DMPC+30%PE,14,1.25,4,3,5,Glut,2,4,9
I3,636,252,85,no_lipo,8,0,4,3,5,Glut,2,8,2
H15,638,254,85,no_lipo,8,1.25,0.1,3,5,Glut,2,7,14
K15,639,255,85,no_lipo,14,0.625,0.1,3,5,Glut,2,10,14
J10,640,256,85,no_lipo,14,1.25,0.4,3,5,Glut,2,9,9
D9,642,258,85,no_lipo,8,1.25,0.4,3,5,Glut,2,3,8
P16,643,259,85,no_lipo,14,0,0.1,3,5,Glut,2,15,15
O9,644,260,85,no_lipo,14,0.625,0.4,3,5,Glut,2,14,8
I1,645,261,85,no_lipo,14,1.25,1,3,5,Glut,2,8,0
B9,646,262,185,no_lipo,8,1.25,0.1,3,5,Glut,2,1,8
C12,648,264,185,no_lipo,14,1.25,0.4,3,5,Glut,2,2,11
M10,649,265,185,no_lipo,8,0.625,0.1,3,5,Glut,2,12,9
P6,653,269,185,no_lipo,14,1.25,1,3,5,Glut,2,15,5
C6,654,270,185,no_lipo,8,0,0.1,3,5,Glut,2,2,5
P8,655,271,185,no_lipo,8,0.625,0.4,3,5,Glut,2,15,7
H5,656,272,185,no_lipo,8,1.25,1,3,5,Glut,2,7,4
K8,659,275,185,no_lipo,14,1.25,4,3,5,Glut,2,10,7
P5,828,60,85,DMPC,8,0,4,3,5,Glut,2,15,4
K4,832,64,85,DMPC+15%PE,14,1.25,0.4,3,5,Glut,2,10,3
A3,837,69,85,DMPC+30%PE,14,1.25,1,3,5,Glut,2,0,2
I2,839,71,185,DMPC,14,0.625,0.1,3,5,Glut,2,8,1
D4,841,73,185,DMPC+15%PE,8,0.625,0.1,3,5,Glut,2,3,3
M7,842,74,185,DMPC+15%PE,8,1.25,0.4,3,5,Glut,2,12,6
O16,846,78,185,DMPC+30%PE,8,0,0.1,3,5,Glut,2,14,15
B17,849,81,185,DMPC+30%PE,14,0,0.4,3,5,Glut,2,1,16
M19,851,83,185,DMPC+30%PE,14,1.25,4,3,5,Glut,2,12,18
A14,1020,252,85,no_lipo,8,0,4,3,5,Glut,2,0,13
I16,1025,257,85,no_lipo,8,0.625,0.1,3,5,Glut,2,8,15
M8,1029,261,85,no_lipo,14,1.25,1,3,5,Glut,2,12,7
H2,1031,263,185,no_lipo,14,0.625,0.1,3,5,Glut,2,7,1
C13,1032,264,185,no_lipo,14,1.25,0.4,3,5,Glut,2,2,12
I24,1033,265,185,no_lipo,8,0.625,0.1,3,5,Glut,2,8,23
H11,1034,266,185,no_lipo,8,1.25,0.4,3,5,Glut,2,7,10
O13,1035,267,185,no_lipo,14,0,0.1,3,5,Glut,2,14,12
F24,1036,268,185,no_lipo,14,0.625,0.4,3,5,Glut,2,5,23
K7,1037,269,185,no_lipo,14,1.25,1,3,5,Glut,2,10,6
G16,1038,270,185,no_lipo,8,0,0.1,3,5,Glut,2,6,15
B4,1040,272,185,no_lipo,8,1.25,1,3,5,Glut,2,1,3
M18,1041,273,185,no_lipo,14,0,0.4,3,5,Glut,2,12,17
P23,1042,274,185,no_lipo,14,0.625,1,3,5,Glut,2,15,22
I11,1212,60,85,DMPC,8,0,4,3,5,Glut,2,8,10
B21,1213,61,85,DMPC,14,1.25,0.1,3,5,Glut,2,1,20
C16,1220,68,85,DMPC+30%PE,14,0.625,0.4,3,5,Glut,2,2,15
E4,1221,69,85,DMPC+30%PE,14,1.25,1,3,5,Glut,2,4,3
F11,1223,71,185,DMPC,14,0.625,0.1,3,5,Glut,2,5,10
E14,1227,75,185,DMPC+15%PE,14,0,0.1,3,5,Glut,2,4,13
M4,1228,76,185,DMPC+15%PE,14,0.625,0.4,3,5,Glut,2,12,3
F12,1229,77,185,DMPC+15%PE,14,1.25,1,3,5,Glut,2,5,11
D7,1230,78,185,DMPC+30%PE,8,0,0.1,3,5,Glut,2,3,6
F9,1231,79,185,DMPC+30%PE,8,0.625,0.4,3,5,Glut,2,5,8
F1,1234,82,185,DMPC+30%PE,14,0.625,1,3,5,Glut,2,5,0
D16,1404,252,85,no_lipo,8,0,4,3,5,Glut,2,3,15
B14,1408,256,85,no_lipo,14,1.25,0.4,3,5,Glut,2,1,13
K3,1409,257,85,no_lipo,8,0.625,0.1,3,5,Glut,2,10,2
E18,1411,259,85,no_lipo,14,0,0.1,3,5,Glut,2,4,17
F22,1412,260,85,no_lipo,14,0.625,0.4,3,5,Glut,2,5,21
N12,1413,261,85,no_lipo,14,1.25,1,3,5,Glut,2,13,11
J11,1416,264,185,no_lipo,14,1.25,0.4,3,5,Glut,2,9,10
L2,1418,266,185,no_lipo,8,1.25,0.4,3,5,Glut,2,11,1
K5,1419,267,185,no_lipo,14,0,0.1,3,5,Glut,2,10,4
O22,1422,270,185,no_lipo,8,0,0.1,3,5,Glut,2,14,21
B16,1423,271,185,no_lipo,8,0.625,0.4,3,5,Glut,2,1,15
O8,1424,272,185,no_lipo,8,1.25,1,3,5,Glut,2,14,7
N21,1425,273,185,no_lipo,14,0,0.4,3,5,Glut,2,13,20
I15,114,114,85,DMPC,8,0.625,0.1,3,5,CaM,2,8,14
K23,115,115,85,DMPC,8,1.25,0.4,3,5,CaM,2,10,22
D24,117,117,85,DMPC,14,0.625,0.4,3,5,CaM,2,3,23
E22,118,118,85,DMPC,14,1.25,1,3,5,CaM,2,4,21
J22,123,123,85,DMPC+15%PE,14,0.625,1,3,5,CaM,2,9,21
D3,125,125,85,DMPC+30%PE,8,0,0.4,3,5,CaM,2,3,2
L11,127,127,85,DMPC+30%PE,8,1.25,4,3,5,CaM,2,11,10
O23,130,130,185,DMPC,8,0,0.1,3,5,CaM,2,14,22
A5,132,132,185,DMPC,8,1.25,1,3,5,CaM,2,0,4
H22,133,133,185,DMPC,14,0,0.4,3,5,CaM,2,7,21
I12,142,142,185,DMPC+30%PE,8,0.625,4,3,5,CaM,2,8,11
E5,310,310,85,no_lipo,14,1.25,1,3,5,CaM,2,4,4
C8,313,313,85,no_lipo,8,1.25,1,3,5,CaM,2,2,7
E21,314,314,85,no_lipo,14,0,0.4,3,5,CaM,2,4,20
C7,318,318,85,no_lipo,8,0.625,1,3,5,CaM,2,2,6
C1,322,322,185,no_lipo,8,0,0.1,3,5,CaM,2,2,0
M11,324,324,185,no_lipo,8,1.25,1,3,5,CaM,2,12,10
C19,327,327,185,no_lipo,14,1.25,4,3,5,CaM,2,2,18
M6,329,329,185,no_lipo,8,0.625,1,3,5,CaM,2,12,5
D5,330,330,185,no_lipo,8,1.25,4,3,5,CaM,2,3,4
N18,334,334,185,no_lipo,8,0.625,4,3,5,CaM,2,13,17
F5,502,118,85,DMPC,14,1.25,1,3,5,CaM,2,5,4
H17,505,121,85,DMPC+15%PE,8,1.25,1,3,5,CaM,2,7,16
N7,507,123,85,DMPC+15%PE,14,0.625,1,3,5,CaM,2,13,6
P11,508,124,85,DMPC+15%PE,14,1.25,4,3,5,CaM,2,15,10
A6,509,125,85,DMPC+30%PE,8,0,0.4,3,5,CaM,2,0,5
C2,511,127,85,DMPC+30%PE,8,1.25,4,3,5,CaM,2,2,1
B23,513,129,85,DMPC+30%PE,14,0.625,4,3,5,CaM,2,1,22
G7,514,130,185,DMPC,8,0,0.1,3,5,CaM,2,6,6
I13,515,131,185,DMPC,8,0.625,0.4,3,5,CaM,2,8,12
G13,516,132,185,DMPC,8,1.25,1,3,5,CaM,2,6,12
M23,518,134,185,DMPC,14,0.625,1,3,5,CaM,2,12,22
O10,519,135,185,DMPC,14,1.25,4,3,5,CaM,2,14,9
I4,520,136,185,DMPC+15%PE,8,0,0.4,3,5,CaM,2,8,3
H16,522,138,185,DMPC+15%PE,8,1.25,4,3,5,CaM,2,7,15
H6,523,139,185,DMPC+15%PE,14,0,1,3,5,CaM,2,7,5
L7,524,140,185,DMPC+15%PE,14,0.625,4,3,5,CaM,2,11,6
L3,525,141,185,DMPC+30%PE,8,0,1,3,5,CaM,2,11,2
B8,526,142,185,DMPC+30%PE,8,0.625,4,3,5,CaM,2,1,7
F2,690,306,85,no_lipo,8,0.625,0.1,3,5,CaM,2,5,1
P20,692,308,85,no_lipo,14,0,0.1,3,5,CaM,2,15,19
M22,693,309,85,no_lipo,14,0.625,0.4,3,5,CaM,2,12,21
B24,694,310,85,no_lipo,14,1.25,1,3,5,CaM,2,1,23
H12,695,311,85,no_lipo,8,0,0.1,3,5,CaM,2,7,11
K24,696,312,85,no_lipo,8,0.625,0.4,3,5,CaM,2,10,23
N1,697,313,85,no_lipo,8,1.25,1,3,5,CaM,2,13,0
A8,698,314,85,no_lipo,14,0,0.4,3,5,CaM,2,0,7
J15,700,316,85,no_lipo,14,1.25,4,3,5,CaM,2,9,14
E12,701,317,85,no_lipo,8,0,0.4,3,5,CaM,2,4,11
A23,702,318,85,no_lipo,8,0.625,1,3,5,CaM,2,0,22
B18,703,319,85,no_lipo,8,1.25,4,3,5,CaM,2,1,17
H8,708,324,185,no_lipo,8,1.25,1,3,5,CaM,2,7,7
C18,712,328,185,no_lipo,8,0,0.4,3,5,CaM,2,2,17
M5,714,330,185,no_lipo,8,1.25,4,3,5,CaM,2,12,4
M2,716,332,185,no_lipo,14,0.625,4,3,5,CaM,2,12,1
E17,718,334,185,no_lipo,8,0.625,4,3,5,CaM,2,4,16
H10,882,114,85,DMPC,8,0.625,0.1,3,5,CaM,2,7,9
J13,884,116,85,DMPC,14,0,0.1,3,5,CaM,2,9,12
H24,886,118,85,DMPC,14,1.25,1,3,5,CaM,2,7,23
A12,890,122,85,DMPC+15%PE,14,0,0.4,3,5,CaM,2,0,11
A20,898,130,185,DMPC,8,0,0.1,3,5,CaM,2,0,19
N22,899,131,185,DMPC,8,0.625,0.4,3,5,CaM,2,13,21
I5,900,132,185,DMPC,8,1.25,1,3,5,CaM,2,8,4
L23,902,134,185,DMPC,14,0.625,1,3,5,CaM,2,11,22
N10,904,136,185,DMPC+15%PE,8,0,0.4,3,5,CaM,2,13,9
I18,909,141,185,DMPC+30%PE,8,0,1,3,5,CaM,2,8,17
J24,910,142,185,DMPC+30%PE,8,0.625,4,3,5,CaM,2,9,23
J3,911,143,185,DMPC+30%PE,14,0,4,3,5,CaM,2,9,2
F10,1075,307,85,no_lipo,8,1.25,0.4,3,5,CaM,2,5,9
B15,1076,308,85,no_lipo,14,0,0.1,3,5,CaM,2,1,14
N15,1077,309,85,no_lipo,14,0.625,0.4,3,5,CaM,2,13,14
H1,1078,310,85,no_lipo,14,1.25,1,3,5,CaM,2,7,0
C17,1079,311,85,no_lipo,8,0,0.1,3,5,CaM,2,2,16
E23,1080,312,85,no_lipo,8,0.625,0.4,3,5,CaM,2,4,22
D1,1081,313,85,no_lipo,8,1.25,1,3,5,CaM,2,3,0
E1,1082,314,85,no_lipo,14,0,0.4,3,5,CaM,2,4,0
G3,1084,316,85,no_lipo,14,1.25,4,3,5,CaM,2,6,2
G23,1085,317,85,no_lipo,8,0,0.4,3,5,CaM,2,6,22
C24,1086,318,85,no_lipo,8,0.625,1,3,5,CaM,2,2,23
L6,1088,320,85,no_lipo,14,0,1,3,5,CaM,2,11,5
G17,1089,321,85,no_lipo,14,0.625,4,3,5,CaM,2,6,16
G11,1094,326,185,no_lipo,14,0.625,1,3,5,CaM,2,6,10
P12,1095,327,185,no_lipo,14,1.25,4,3,5,CaM,2,15,11
J2,1098,330,185,no_lipo,8,1.25,4,3,5,CaM,2,9,1
B11,1100,332,185,no_lipo,14,0.625,4,3,5,CaM,2,1,10
G22,1102,334,185,no_lipo,8,0.625,4,3,5,CaM,2,6,21
A1,1266,114,85,DMPC,8,0.625,0.1,3,5,CaM,2,0,0
L14,1267,115,85,DMPC,8,1.25,0.4,3,5,CaM,2,11,13
G15,1269,117,85,DMPC,14,0.625,0.4,3,5,CaM,2,6,14
P21,1272,120,85,DMPC+15%PE,8,0.625,0.4,3,5,CaM,2,15,20
M24,1274,122,85,DMPC+15%PE,14,0,0.4,3,5,CaM,2,12,23
B10,1276,124,85,DMPC+15%PE,14,1.25,4,3,5,CaM,2,1,9
K20,1277,125,85,DMPC+30%PE,8,0,0.4,3,5,CaM,2,10,19
F23,1278,126,85,DMPC+30%PE,8,0.625,1,3,5,CaM,2,5,22
J20,1279,127,85,DMPC+30%PE,8,1.25,4,3,5,CaM,2,9,19
