well_name,plate,exp_rep,K,SecYE,Mg,PEG,Liposome_conc,DNA_conc,Liposome_name,DNA_name,water_droplets,rep
D20,1,1,85.0,0.0,20.0,2.0,3.0,5.0,no_lipo,AqpZ,2,3
D22,1,1,135.0,1.25,20.0,2.0,3.0,5.0,DOPC,TFR1-TAT,0,8
D24,1,1,135.0,1.25,20.0,2.0,3.0,5.0,DOPC,TFR1-TAT,0,9
D3,1,1,85.0,0.0,20.0,2.0,3.0,5.0,no_lipo,Blank,2,7
D4,1,1,135.0,0.0,20.0,2.0,3.0,5.0,no_lipo,TFR1,2,4
D5,1,1,85.0,0.0,20.0,2.0,3.0,5.0,DOPC,AqpZ,2,4
D8,1,1,135.0,1.25,20.0,2.0,3.0,5.0,no_lipo,Blank,0,8
D9,1,1,85.0,0.0,20.0,2.0,3.0,5.0,no_lipo,PDGFRB2-TAT,2,10
E10,1,1,85.0,0.0,20.0,2.0,3.0,5.0,no_lipo,Blank,2,9
E2,1,1,135.0,0.0,20.0,2.0,3.0,5.0,no_lipo,Blank,2,10
E20,1,1,85.0,0.0,20.0,2.0,3.0,5.0,DOPC,AqpZ,2,5
E24,1,1,85.0,0.0,20.0,2.0,3.0,5.0,no_lipo,TFR1,2,5
E6,1,1,135.0,1.25,20.0,2.0,3.0,5.0,no_lipo,TFR1-TAT,0,10
F11,1,1,135.0,1.25,20.0,2.0,3.0,5.0,no_lipo,AqpZ,0,6
F20,1,1,135.0,0.0,20.0,2.0,3.0,5.0,no_lipo,TFR1-TAT,2,11
F3,1,1,135.0,1.25,20.0,2.0,3.0,5.0,no_lipo,AqpZ,0,7
F4,1,1,135.0,1.25,20.0,2.0,3.0,5.0,DOPC,AqpZ,0,8
F5,1,1,135.0,1.25,20.0,2.0,3.0,5.0,no_lipo,AqpZ,0,9
G1,1,1,135.0,1.25,20.0,2.0,3.0,5.0,DOPC,PDGFRB2-TAT,0,11
G10,1,1,85.0,0.0,20.0,2.0,3.0,5.0,no_lipo,AqpZ,2,10
G11,1,1,135.0,0.0,20.0,2.0,3.0,5.0,DOPC,AqpZ,2,11
G13,1,1,135.0,1.25,20.0,2.0,3.0,5.0,DOPC,AqpZ,0,12
G15,1,1,135.0,0.0,20.0,2.0,3.0,5.0,no_lipo,AqpZ,2,13
G17,1,1,85.0,0.0,20.0,2.0,3.0,5.0,no_lipo,TFR1-TAT,2,12
G2,1,1,135.0,1.25,20.0,2.0,3.0,5.0,no_lipo,PDGFRB2-TAT,0,12
G20,1,1,135.0,1.25,20.0,2.0,3.0,5.0,no_lipo,Blank,0,11
G23,1,1,85.0,0.0,20.0,2.0,3.0,5.0,no_lipo,TFR1,2,6
G24,1,1,85.0,0.0,20.0,2.0,3.0,5.0,no_lipo,TFR1-TAT,2,13
G4,1,1,135.0,1.25,20.0,2.0,3.0,5.0,DOPC,Blank,0,12
G7,1,1,85.0,0.0,20.0,2.0,3.0,5.0,DOPC,TFR1-TAT,2,14
G8,1,1,135.0,0.0,20.0,2.0,3.0,5.0,no_lipo,PDGFRB2-TAT,2,13
H16,1,1,135.0,0.0,20.0,2.0,3.0,5.0,DOPC,TFR1-TAT,2,15
H2,1,1,135.0,0.0,20.0,2.0,3.0,5.0,DOPC,TFR1,2,7
H4,1,1,135.0,0.0,20.0,2.0,3.0,5.0,DOPC,TFR1-TAT,2,16
H5,1,1,135.0,0.0,20.0,2.0,3.0,5.0,no_lipo,TFR1-TAT,2,17
H8,1,1,85.0,0.0,20.0,2.0,3.0,5.0,DOPC,Blank,2,13
H9,1,1,135.0,1.25,20.0,2.0,3.0,5.0,no_lipo,TFR1,0,8
I1,1,1,135.0,0.0,20.0,2.0,3.0,5.0,DOPC,Blank,2,14
I12,1,1,135.0,0.0,20.0,2.0,3.0,5.0,DOPC,TFR1,2,9
I15,1,1,135.0,0.0,20.0,2.0,3.0,5.0,no_lipo,Blank,2,15
I16,1,1,135.0,0.0,20.0,2.0,3.0,5.0,DOPC,Blank,2,16
I2,1,1,135.0,1.25,20.0,2.0,3.0,5.0,no_lipo,TFR1,0,10
I22,1,1,135.0,1.25,20.0,2.0,3.0,5.0,no_lipo,Blank,0,17
I24,1,1,135.0,1.25,20.0,2.0,3.0,5.0,DOPC,PDGFRB2-TAT,0,14
I3,1,1,135.0,0.0,20.0,2.0,3.0,5.0,DOPC,PDGFRB2-TAT,2,15
I4,1,1,135.0,1.25,20.0,2.0,3.0,5.0,DOPC,AqpZ,0,14
I8,1,1,135.0,1.25,20.0,2.0,3.0,5.0,no_lipo,TFR1,0,11
J1,1,1,135.0,1.25,20.0,2.0,3.0,5.0,no_lipo,PDGFRB2-TAT,0,16
J10,1,1,135.0,1.25,20.0,2.0,3.0,5.0,DOPC,Blank,0,18
J11,1,1,135.0,1.25,20.0,2.0,3.0,5.0,DOPC,TFR1,0,12
J17,1,1,85.0,0.0,20.0,2.0,3.0,5.0,no_lipo,PDGFRB2-TAT,2,17
J2,1,1,85.0,0.0,20.0,2.0,3.0,5.0,no_lipo,AqpZ,2,15
J20,1,1,135.0,0.0,20.0,2.0,3.0,5.0,no_lipo,TFR1,2,13
J23,1,1,135.0,1.25,20.0,2.0,3.0,5.0,DOPC,Blank,0,19
J3,1,1,135.0,0.0,20.0,2.0,3.0,5.0,DOPC,AqpZ,2,16
J5,1,1,85.0,0.0,20.0,2.0,3.0,5.0,no_lipo,AqpZ,2,17
K11,1,1,135.0,1.25,20.0,2.0,3.0,5.0,no_lipo,TFR1-TAT,0,18
K12,1,1,135.0,0.0,20.0,2.0,3.0,5.0,no_lipo,PDGFRB2-TAT,2,18
K19,1,1,135.0,0.0,20.0,2.0,3.0,5.0,DOPC,AqpZ,2,18
K20,1,1,135.0,0.0,20.0,2.0,3.0,5.0,no_lipo,Blank,2,20
K22,1,1,135.0,0.0,20.0,2.0,3.0,5.0,no_lipo,TFR1-TAT,2,19
K4,1,1,85.0,0.0,20.0,2.0,3.0,5.0,DOPC,PDGFRB2-TAT,2,19
K5,1,1,135.0,1.25,20.0,2.0,3.0,5.0,DOPC,TFR1-TAT,0,20
K8,1,1,135.0,1.25,20.0,2.0,3.0,5.0,no_lipo,TFR1-TAT,0,21
L11,1,1,135.0,1.25,20.0,2.0,3.0,5.0,DOPC,TFR1,0,14
L23,1,1,135.0,0.0,20.0,2.0,3.0,5.0,DOPC,TFR1,2,15
M11,1,1,135.0,0.0,20.0,2.0,3.0,5.0,DOPC,Blank,2,21
M12,1,1,135.0,1.25,20.0,2.0,3.0,5.0,no_lipo,PDGFRB2-TAT,0,20
M16,1,1,135.0,0.0,20.0,2.0,3.0,5.0,DOPC,TFR1,2,16
M20,1,1,85.0,0.0,20.0,2.0,3.0,5.0,DOPC,Blank,2,22
M22,1,1,135.0,1.25,20.0,2.0,3.0,5.0,no_lipo,AqpZ,0,19
M23,1,1,135.0,1.25,20.0,2.0,3.0,5.0,no_lipo,TFR1,0,17
M24,1,1,135.0,0.0,20.0,2.0,3.0,5.0,DOPC,AqpZ,2,20
M3,1,1,135.0,0.0,20.0,2.0,3.0,5.0,no_lipo,TFR1,2,18
M4,1,1,85.0,0.0,20.0,2.0,3.0,5.0,no_lipo,TFR1,2,19
N13,1,1,85.0,0.0,20.0,2.0,3.0,5.0,DOPC,TFR1,2,20
N14,1,1,135.0,0.0,20.0,2.0,3.0,5.0,no_lipo,PDGFRB2-TAT,2,21
N15,1,1,135.0,1.25,20.0,2.0,3.0,5.0,no_lipo,Blank,0,23
N18,1,1,135.0,0.0,20.0,2.0,3.0,5.0,no_lipo,AqpZ,2,21
N19,1,1,135.0,0.0,20.0,2.0,3.0,5.0,no_lipo,AqpZ,2,22
N2,1,1,85.0,0.0,20.0,2.0,3.0,5.0,DOPC,AqpZ,2,23
N20,1,1,85.0,0.0,20.0,2.0,3.0,5.0,DOPC,TFR1-TAT,2,22
N21,1,1,85.0,0.0,20.0,2.0,3.0,5.0,no_lipo,TFR1,2,21
N22,1,1,135.0,0.0,20.0,2.0,3.0,5.0,no_lipo,PDGFRB2-TAT,2,22
N4,1,1,135.0,1.25,20.0,2.0,3.0,5.0,DOPC,Blank,0,24
N6,1,1,135.0,1.25,20.0,2.0,3.0,5.0,DOPC,PDGFRB2-TAT,0,23
O1,1,1,85.0,0.0,20.0,2.0,3.0,5.0,DOPC,TFR1-TAT,2,23
O12,1,1,135.0,1.25,20.0,2.0,3.0,5.0,DOPC,TFR1,0,22
O16,1,1,85.0,0.0,20.0,2.0,3.0,5.0,DOPC,TFR1,2,23
O17,1,1,85.0,0.0,20.0,2.0,3.0,5.0,DOPC,TFR1,2,24
O5,1,1,135.0,1.25,20.0,2.0,3.0,5.0,DOPC,AqpZ,0,24
O6,1,1,135.0,0.0,20.0,2.0,3.0,5.0,no_lipo,TFR1-TAT,2,24
O7,1,1,135.0,0.0,20.0,2.0,3.0,5.0,DOPC,PDGFRB2-TAT,2,24
