well_name,deGFP,K,Mg,combo
H8,5.0,135.0,15.0,WT50 comb
H9,5.0,135.0,10.0,WT50 comb
I1,5.0,185.0,10.0,WT48 comb
I10,5.0,185.0,10.0,WT50 ind
I11,5.0,85.0,20.0,WT50 ind
I12,5.0,135.0,17.5,WT50 ind
I2,5.0,85.0,20.0,WT48 comb
I3,5.0,135.0,17.5,WT48 comb
I4,5.0,185.0,10.0,WT48 ind
I5,5.0,85.0,20.0,WT48 ind
I6,5.0,135.0,17.5,WT48 ind
I7,5.0,185.0,10.0,WT50 comb
I8,5.0,85.0,20.0,WT50 comb
I9,5.0,135.0,17.5,WT50 comb
J1,5.0,85.0,15.0,WT48 comb
J10,5.0,85.0,15.0,WT50 ind
J11,5.0,85.0,20.0,WT50 ind
J12,5.0,85.0,10.0,WT50 ind
J2,5.0,85.0,20.0,WT48 comb
J3,5.0,85.0,10.0,WT48 comb
J4,5.0,85.0,15.0,WT48 ind
J5,5.0,85.0,20.0,WT48 ind
J6,5.0,85.0,10.0,WT48 ind
J7,5.0,85.0,15.0,WT50 comb
J8,5.0,85.0,20.0,WT50 comb
J9,5.0,85.0,10.0,WT50 comb
K1,5.0,85.0,12.5,WT48 comb
K10,5.0,85.0,12.5,WT50 ind
K11,5.0,185.0,17.5,WT50 ind
K12,5.0,135.0,10.0,WT50 ind
K2,5.0,185.0,17.5,WT48 comb
K3,5.0,135.0,10.0,WT48 comb
K4,5.0,85.0,12.5,WT48 ind
K5,5.0,185.0,17.5,WT48 ind
K6,5.0,135.0,10.0,WT48 ind
K7,5.0,85.0,12.5,WT50 comb
K8,5.0,185.0,17.5,WT50 comb
K9,5.0,135.0,10.0,WT50 comb
L1,5.0,85.0,15.0,WT48 comb
L10,5.0,85.0,15.0,WT50 ind
L11,5.0,85.0,12.5,WT50 ind
L12,5.0,185.0,12.5,WT50 ind
L2,5.0,85.0,12.5,WT48 comb
L3,5.0,185.0,12.5,WT48 comb
L4,5.0,85.0,15.0,WT48 ind
L5,5.0,85.0,12.5,WT48 ind
L6,5.0,185.0,12.5,WT48 ind
L7,5.0,85.0,15.0,WT50 comb
L8,5.0,85.0,12.5,WT50 comb
L9,5.0,185.0,12.5,WT50 comb
M1,5.0,185.0,15.0,WT48 comb
M10,5.0,185.0,15.0,WT50 ind
M11,5.0,135.0,12.5,WT50 ind
M12,5.0,85.0,20.0,WT50 ind
M2,5.0,135.0,12.5,WT48 comb
M3,5.0,85.0,20.0,WT48 comb
M4,5.0,185.0,15.0,WT48 ind
M5,5.0,135.0,12.5,WT48 ind
M6,5.0,85.0,20.0,WT48 ind
M7,5.0,185.0,15.0,WT50 comb
M8,5.0,135.0,12.5,WT50 comb
M9,5.0,85.0,20.0,WT50 comb
N1,5.0,185.0,20.0,WT48 comb
N10,5.0,185.0,20.0,WT50 ind
N11,5.0,185.0,15.0,WT50 ind
N2,5.0,185.0,15.0,WT48 comb
N4,5.0,185.0,20.0,WT48 ind
N5,5.0,185.0,15.0,WT48 ind
N7,5.0,185.0,20.0,WT50 comb
N8,5.0,185.0,15.0,WT50 comb
O1,5.0,185.0,10.0,WT48 comb
O10,5.0,185.0,10.0,WT50 ind
O11,5.0,135.0,20.0,WT50 ind
O2,5.0,135.0,20.0,WT48 comb
O4,5.0,185.0,10.0,WT48 ind
O5,5.0,135.0,20.0,WT48 ind
O7,5.0,185.0,10.0,WT50 comb
O8,5.0,135.0,20.0,WT50 comb
P1,5.0,185.0,15.0,WT48 comb
P10,5.0,185.0,15.0,WT50 ind
P11,5.0,135.0,15.0,WT50 ind
P2,5.0,135.0,15.0,WT48 comb
P4,5.0,185.0,15.0,WT48 ind
P5,5.0,135.0,15.0,WT48 ind
P7,5.0,185.0,15.0,WT50 comb
P8,5.0,135.0,15.0,WT50 comb
