well_name,unique_id,DNA_name,rxn_id,Mg,SecYE,K,PEG,Liposome_name,DNA_conc,Liposome_conc,day,plate,col,row
P15,1111,SecYE-G,187,14,0.0,185,1,no_lipo,5,3,1,3,14,15
D14,1112,SecYE-G,188,14,0.0,185,2,no_lipo,5,3,1,3,13,3
I13,1113,SecYE-G,189,14,0.0,185,2,no_lipo,5,3,1,3,12,8
H22,1114,SecYE-G,190,20,0.0,85,0,no_lipo,5,3,1,3,21,7
L17,1115,SecYE-G,191,20,1.25,85,2,no_lipo,5,3,1,3,16,11
O9,1116,SecYE-G,180,8,0.0,135,1,no_lipo,5,3,1,3,8,14
H19,1117,SecYE-G,181,8,0.0,185,2,no_lipo,5,3,1,3,18,7
G1,1118,SecYE-G,182,14,0.0,85,0,no_lipo,5,3,1,3,0,6
L15,1119,SecYE-G,183,14,0.0,85,2,no_lipo,5,3,1,3,14,11
N10,1120,SecYE-G,184,14,0.0,135,0,no_lipo,5,3,1,3,9,13
H14,1121,SecYE-G,185,14,0.0,135,1,no_lipo,5,3,1,3,13,7
I3,1122,SecYE-G,186,14,0.0,185,1,no_lipo,5,3,1,3,2,8
D8,1123,SecYE-G,187,14,0.0,185,1,no_lipo,5,3,1,3,7,3
A17,1124,SecYE-G,188,14,0.0,185,2,no_lipo,5,3,1,3,16,0
G4,1125,SecYE-G,189,14,0.0,185,2,no_lipo,5,3,1,3,3,6
B7,1126,SecYE-G,190,20,0.0,85,0,no_lipo,5,3,1,3,6,1
L8,1127,SecYE-G,191,20,1.25,85,2,no_lipo,5,3,1,3,7,11
B14,1128,SecYE-G,180,8,0.0,135,1,no_lipo,5,3,1,3,13,1
I21,1129,SecYE-G,181,8,0.0,185,2,no_lipo,5,3,1,3,20,8
E10,1130,SecYE-G,182,14,0.0,85,0,no_lipo,5,3,1,3,9,4
K1,1131,SecYE-G,183,14,0.0,85,2,no_lipo,5,3,1,3,0,10
B3,1132,SecYE-G,184,14,0.0,135,0,no_lipo,5,3,1,3,2,1
N1,1133,SecYE-G,185,14,0.0,135,1,no_lipo,5,3,1,3,0,13
G5,1134,SecYE-G,186,14,0.0,185,1,no_lipo,5,3,1,3,4,6
K6,1135,SecYE-G,187,14,0.0,185,1,no_lipo,5,3,1,3,5,10
N11,1136,SecYE-G,188,14,0.0,185,2,no_lipo,5,3,1,3,10,13
E14,1137,SecYE-G,189,14,0.0,185,2,no_lipo,5,3,1,3,13,4
P22,1138,SecYE-G,190,20,0.0,85,0,no_lipo,5,3,1,3,21,15
M1,1139,SecYE-G,191,20,1.25,85,2,no_lipo,5,3,1,3,0,12
H12,1140,SecYE-G,180,8,0.0,135,1,no_lipo,5,3,1,3,11,7
L23,1141,SecYE-G,181,8,0.0,185,2,no_lipo,5,3,1,3,22,11
H18,1142,SecYE-G,182,14,0.0,85,0,no_lipo,5,3,1,3,17,7
F18,1143,SecYE-G,183,14,0.0,85,2,no_lipo,5,3,1,3,17,5
M18,1144,SecYE-G,184,14,0.0,135,0,no_lipo,5,3,1,3,17,12
B16,1145,SecYE-G,185,14,0.0,135,1,no_lipo,5,3,1,3,15,1
G13,1146,SecYE-G,186,14,0.0,185,1,no_lipo,5,3,1,3,12,6
J20,1147,SecYE-G,187,14,0.0,185,1,no_lipo,5,3,1,3,19,9
L22,1148,SecYE-G,188,14,0.0,185,2,no_lipo,5,3,1,3,21,11
D18,1149,SecYE-G,189,14,0.0,185,2,no_lipo,5,3,1,3,17,3
J5,1150,SecYE-G,190,20,0.0,85,0,no_lipo,5,3,1,3,4,9
H17,1151,SecYE-G,191,20,1.25,85,2,no_lipo,5,3,1,3,16,7
