well_name,unique_id,rxn_id,DNA_name,Mg,SecYE,K,PEG,Liposome_name,DNA_conc,Liposome_conc,plate,row,col
B14,234,234,MscL,14,0.0,185,1,no_lipo,5,0,3,1,13
M2,236,236,MscL,20,0.0,135,0,no_lipo,5,0,3,12,1
D21,248,248,Neu,14,0.0,185,0,no_lipo,5,0,3,3,20
J12,250,250,Neu,8,0.0,85,0,no_lipo,5,0,3,9,11
H17,251,251,Neu,14,0.0,135,0,no_lipo,5,0,3,7,16
B15,253,253,Neu,8,0.0,135,1,no_lipo,5,0,3,1,14
I22,257,257,Vol,14,0.625,185,0,no_lipo,5,0,3,8,21
N3,261,261,Vol,14,0.0,135,0,no_lipo,5,0,3,13,2
F4,291,28,Beta,14,0.0,185,0,DOPC,5,3,3,5,3
P4,293,30,Beta,14,0.625,185,0,DOPC,5,3,3,15,3
E7,294,31,Beta,14,0.0,185,1,DOPC,5,3,3,4,6
K9,295,32,Beta,8,0.0,185,0,DOPC,5,3,3,10,8
H13,296,33,Beta,14,0.0,135,0,DOPC,5,3,3,7,12
L20,297,34,Beta,8,0.625,185,0,DOPC,5,3,3,11,19
F9,317,54,Dia,20,0.0,185,0,DOPC,5,3,3,5,8
G19,318,55,Dia,14,0.0,185,0,DOPC,5,3,3,6,18
K3,324,61,Dia,14,0.0,185,1,DOPC,5,3,3,10,2
N10,330,67,Glut,8,0.625,185,0,DOPC,5,3,3,13,9
J2,332,69,Glut,14,0.625,185,0,DMPC,5,3,3,9,1
K8,333,70,Glut,8,0.0,185,0,DMPC,5,3,3,10,7
D13,336,73,InP,8,0.0,85,1,DMPC,5,3,3,3,12
H14,339,76,InP,8,0.0,135,1,DMPC,5,3,3,7,13
G9,342,79,InP,8,0.625,85,1,DMPC,5,3,3,6,8
B4,343,80,InP,8,0.0,85,2,DMPC,5,3,3,1,3
I5,354,91,Mol,8,0.0,185,0,DOPC,5,3,3,8,4
N18,357,94,Mol,8,0.625,135,0,DOPC,5,3,3,13,17
M13,358,95,Mol,8,0.0,135,1,DOPC,5,3,3,12,12
D8,361,98,Mol,14,0.0,185,0,DOPC,5,3,3,3,7
C12,367,104,MscL,8,0.625,185,0,DOPC,5,3,3,2,11
B13,368,105,MscL,14,0.0,185,1,DOPC,5,3,3,1,12
O21,369,106,MscL,8,0.0,185,1,DOPC,5,3,3,14,20
F22,381,118,Neu,8,0.0,135,0,DOPC,5,3,3,5,21
B17,384,121,Neu,8,0.0,85,0,DOPC,5,3,3,1,16
H8,386,123,Neu,14,0.0,135,0,DOPC,5,3,3,7,7
K7,387,124,Neu,8,0.0,185,1,DOPC,5,3,3,10,6
P7,391,128,Vol,8,0.0,185,0,DOPC,5,3,3,15,6
M17,394,131,Vol,8,0.625,185,0,DOPC,5,3,3,12,16
M1,397,134,Vol,8,0.0,135,0,DOPC,5,3,3,12,0
A17,425,162,Beta,20,0.625,185,0,no_lipo,5,0,3,0,16
K10,426,163,Beta,14,0.625,185,0,no_lipo,5,0,3,10,9
A19,427,164,Beta,14,0.0,185,1,no_lipo,5,0,3,0,18
G18,428,165,Beta,8,0.0,185,0,no_lipo,5,0,3,6,17
F19,430,167,Beta,8,0.625,185,0,no_lipo,5,0,3,5,18
K11,447,184,Dia,20,0.0,185,0,no_lipo,5,0,3,10,10
B10,448,185,Dia,14,0.0,185,0,no_lipo,5,0,3,1,9
N11,453,190,Dia,8,0.0,135,0,no_lipo,5,0,3,13,10
M6,454,191,Dia,14,0.0,185,1,no_lipo,5,0,3,12,5
P22,455,192,Dia,14,0.0,135,0,no_lipo,5,0,3,15,21
M15,457,194,Glut,14,0.0,135,2,no_lipo,5,0,3,12,14
L17,461,198,Glut,20,0.625,185,2,no_lipo,5,0,3,11,16
B7,463,200,Glut,8,0.0,85,2,no_lipo,5,0,3,1,6
D14,464,201,InP,8,0.0,85,0,no_lipo,5,0,3,3,13
P6,465,202,InP,8,0.0,85,1,no_lipo,5,0,3,15,5
N12,467,204,InP,14,0.0,85,0,no_lipo,5,0,3,13,11
D1,468,205,InP,8,0.0,135,1,no_lipo,5,0,3,3,0
P19,469,206,InP,8,0.0,135,0,no_lipo,5,0,3,15,18
P11,482,219,Mol,8,0.0,135,0,no_lipo,5,0,3,15,10
A1,485,222,Mol,8,0.625,185,0,no_lipo,5,0,3,0,0
B11,486,223,Mol,8,0.625,135,0,no_lipo,5,0,3,1,10
M19,487,224,Mol,8,0.0,135,1,no_lipo,5,0,3,12,18
H18,491,228,MscL,14,0.0,185,0,no_lipo,5,0,3,7,17
H20,495,232,MscL,14,0.625,185,0,no_lipo,5,0,3,7,19
A3,496,233,MscL,8,0.625,185,0,no_lipo,5,0,3,0,2
B23,497,234,MscL,14,0.0,185,1,no_lipo,5,0,3,1,22
H15,498,235,MscL,8,0.0,185,1,no_lipo,5,0,3,7,14
E1,499,236,MscL,20,0.0,135,0,no_lipo,5,0,3,4,0
F7,509,246,Neu,8,0.0,185,0,no_lipo,5,0,3,5,6
B20,512,249,Neu,8,0.625,185,0,no_lipo,5,0,3,1,19
F18,513,250,Neu,8,0.0,85,0,no_lipo,5,0,3,5,17
N16,516,253,Neu,8,0.0,135,1,no_lipo,5,0,3,13,15
M14,517,254,Vol,14,0.0,185,0,no_lipo,5,0,3,12,13
B3,520,257,Vol,14,0.625,185,0,no_lipo,5,0,3,1,2
G11,522,259,Vol,8,0.625,185,0,no_lipo,5,0,3,6,10
E8,523,260,Vol,14,0.0,185,1,no_lipo,5,0,3,4,7
I17,525,262,Vol,8,0.0,135,0,no_lipo,5,0,3,8,16
E20,553,27,Beta,20,0.0,185,0,DOPC,5,3,3,4,19
D2,554,28,Beta,14,0.0,185,0,DOPC,5,3,3,3,1
A12,555,29,Beta,20,0.625,185,0,DOPC,5,3,3,0,11
L21,556,30,Beta,14,0.625,185,0,DOPC,5,3,3,11,20
I9,557,31,Beta,14,0.0,185,1,DOPC,5,3,3,8,8
N19,559,33,Beta,14,0.0,135,0,DOPC,5,3,3,13,18
D5,585,59,Dia,20,0.625,185,0,DOPC,5,3,3,3,4
P3,586,60,Dia,8,0.0,135,0,DOPC,5,3,3,15,2
E5,590,64,Glut,14,0.0,135,2,DOPC,5,3,3,4,4
A13,591,65,Glut,8,0.0,185,0,DOPC,5,3,3,0,12
C19,592,66,Glut,8,0.0,135,2,DOPC,5,3,3,2,18
J7,593,67,Glut,8,0.625,185,0,DOPC,5,3,3,9,6
M22,594,68,Glut,20,0.625,185,2,DMPC,5,3,3,12,21
G16,596,70,Glut,8,0.0,185,0,DMPC,5,3,3,6,15
D17,597,71,Glut,8,0.0,85,2,DOPC,5,3,3,3,16
P2,599,73,InP,8,0.0,85,1,DMPC,5,3,3,15,1
J5,602,76,InP,8,0.0,135,1,DMPC,5,3,3,9,4
E14,603,77,InP,8,0.0,135,0,DMPC,5,3,3,4,13
A4,605,79,InP,8,0.625,85,1,DMPC,5,3,3,0,3
O12,618,92,Mol,8,0.0,85,0,DOPC,5,3,3,14,11
O8,619,93,Mol,8,0.625,185,0,DOPC,5,3,3,14,7
O15,621,95,Mol,8,0.0,135,1,DOPC,5,3,3,14,14
J19,622,96,Mol,14,0.0,135,0,DOPC,5,3,3,9,18
F13,623,97,Mol,8,0.625,85,0,DOPC,5,3,3,5,12
I18,624,98,Mol,14,0.0,185,0,DOPC,5,3,3,8,17
P16,626,100,MscL,20,0.0,185,0,DOPC,5,3,3,15,15
I4,629,103,MscL,14,0.625,185,0,DOPC,5,3,3,8,3
K22,632,106,MscL,8,0.0,185,1,DOPC,5,3,3,10,21
J22,633,107,MscL,20,0.0,135,0,DOPC,5,3,3,9,21
G13,645,119,Neu,14,0.0,185,0,DOPC,5,3,3,6,12
O13,647,121,Neu,8,0.0,85,0,DOPC,5,3,3,14,12
G6,650,124,Neu,8,0.0,185,1,DOPC,5,3,3,6,5
O6,651,125,Neu,8,0.0,135,1,DOPC,5,3,3,14,5
K20,653,127,Vol,20,0.0,185,0,DOPC,5,3,3,10,19
L7,654,128,Vol,8,0.0,185,0,DOPC,5,3,3,11,6
O19,655,129,Vol,14,0.625,185,0,DOPC,5,3,3,14,18
G10,656,130,Vol,20,0.625,185,0,DOPC,5,3,3,6,9
P5,657,131,Vol,8,0.625,185,0,DOPC,5,3,3,15,4
A15,659,133,Vol,14,0.0,135,0,DOPC,5,3,3,0,14
P10,660,134,Vol,8,0.0,135,0,DOPC,5,3,3,15,9
O5,687,161,Beta,14,0.0,185,0,no_lipo,5,0,3,14,4
G15,690,164,Beta,14,0.0,185,1,no_lipo,5,0,3,6,14
L22,692,166,Beta,14,0.0,135,0,no_lipo,5,0,3,11,21
E19,693,167,Beta,8,0.625,185,0,no_lipo,5,0,3,4,18
O2,710,184,Dia,20,0.0,185,0,no_lipo,5,0,3,14,1
N5,711,185,Dia,14,0.0,185,0,no_lipo,5,0,3,13,4
A21,712,186,Dia,8,0.0,185,0,no_lipo,5,0,3,0,20
L19,716,190,Dia,8,0.0,135,0,no_lipo,5,0,3,11,18
I11,720,194,Glut,14,0.0,135,2,no_lipo,5,0,3,8,10
E16,721,195,Glut,8,0.0,185,0,no_lipo,5,0,3,4,15
G5,723,197,Glut,8,0.625,185,0,no_lipo,5,0,3,6,4
B8,724,198,Glut,20,0.625,185,2,no_lipo,5,0,3,1,7
F10,725,199,Glut,14,0.625,185,0,no_lipo,5,0,3,5,9
L9,726,200,Glut,8,0.0,85,2,no_lipo,5,0,3,11,8
M5,727,201,InP,8,0.0,85,0,no_lipo,5,0,3,12,4
B2,729,203,InP,8,0.625,85,0,no_lipo,5,0,3,1,1
L6,732,206,InP,8,0.0,135,0,no_lipo,5,0,3,11,5
O14,735,209,InP,8,0.0,85,2,no_lipo,5,0,3,14,13
F3,745,219,Mol,8,0.0,135,0,no_lipo,5,0,3,5,2
O10,749,223,Mol,8,0.625,135,0,no_lipo,5,0,3,14,9
J17,750,224,Mol,8,0.0,135,1,no_lipo,5,0,3,9,16
L15,751,225,Mol,14,0.0,135,0,no_lipo,5,0,3,11,14
C4,754,228,MscL,14,0.0,185,0,no_lipo,5,0,3,2,3
C6,757,231,MscL,20,0.625,185,0,no_lipo,5,0,3,2,5
F20,762,236,MscL,20,0.0,135,0,no_lipo,5,0,3,5,19
D18,772,246,Neu,8,0.0,185,0,no_lipo,5,0,3,3,17
H21,773,247,Neu,8,0.0,135,0,no_lipo,5,0,3,7,20
N13,775,249,Neu,8,0.625,185,0,no_lipo,5,0,3,13,12
G4,776,250,Neu,8,0.0,85,0,no_lipo,5,0,3,6,3
N1,777,251,Neu,14,0.0,135,0,no_lipo,5,0,3,13,0
F17,780,254,Vol,14,0.0,185,0,no_lipo,5,0,3,5,16
P21,782,256,Vol,8,0.0,185,0,no_lipo,5,0,3,15,20
K4,786,260,Vol,14,0.0,185,1,no_lipo,5,0,3,10,3
G12,787,261,Vol,14,0.0,135,0,no_lipo,5,0,3,6,11
F16,788,262,Vol,8,0.0,135,0,no_lipo,5,0,3,5,15
E21,816,27,Beta,20,0.0,185,0,DOPC,5,3,3,4,20
B5,817,28,Beta,14,0.0,185,0,DOPC,5,3,3,1,4
D15,819,30,Beta,14,0.625,185,0,DOPC,5,3,3,3,14
O7,820,31,Beta,14,0.0,185,1,DOPC,5,3,3,14,6
A5,824,35,Beta,20,0.0,185,1,DOPC,5,3,3,0,4
P8,844,55,Dia,14,0.0,185,0,DOPC,5,3,3,15,7
K18,846,57,Dia,8,0.625,185,0,DOPC,5,3,3,10,17
J11,847,58,Dia,14,0.625,185,0,DOPC,5,3,3,9,10
K5,849,60,Dia,8,0.0,135,0,DOPC,5,3,3,10,4
H2,851,62,Dia,14,0.0,135,0,DOPC,5,3,3,7,1
M11,852,63,Glut,20,0.0,135,2,DOPC,5,3,3,12,10
M21,853,64,Glut,14,0.0,135,2,DOPC,5,3,3,12,20
O1,856,67,Glut,8,0.625,185,0,DOPC,5,3,3,14,0
F2,860,71,Glut,8,0.0,85,2,DOPC,5,3,3,5,1
D20,861,72,InP,8,0.0,85,0,DMPC,5,3,3,3,19
I7,863,74,InP,8,0.625,85,0,DMPC,5,3,3,8,6
I19,866,77,InP,8,0.0,135,0,DMPC,5,3,3,8,18
B16,868,79,InP,8,0.625,85,1,DMPC,5,3,3,1,15
M10,879,90,Mol,8,0.0,135,0,DOPC,5,3,3,12,9
J6,880,91,Mol,8,0.0,185,0,DOPC,5,3,3,9,5
L13,881,92,Mol,8,0.0,85,0,DOPC,5,3,3,11,12
H1,882,93,Mol,8,0.625,185,0,DOPC,5,3,3,7,0
H7,886,97,Mol,8,0.625,85,0,DOPC,5,3,3,7,6
N7,889,100,MscL,20,0.0,185,0,DOPC,5,3,3,13,6
J10,891,102,MscL,20,0.625,185,0,DOPC,5,3,3,9,9
O22,892,103,MscL,14,0.625,185,0,DOPC,5,3,3,14,21
E15,896,107,MscL,20,0.0,135,0,DOPC,5,3,3,4,14
L8,913,124,Neu,8,0.0,185,1,DOPC,5,3,3,11,7
C7,915,126,Vol,14,0.0,185,0,DOPC,5,3,3,2,6
E2,917,128,Vol,8,0.0,185,0,DOPC,5,3,3,4,1
E4,920,131,Vol,8,0.625,185,0,DOPC,5,3,3,4,3
C10,921,132,Vol,14,0.0,185,1,DOPC,5,3,3,2,9
P13,950,161,Beta,14,0.0,185,0,no_lipo,5,0,3,15,12
O4,952,163,Beta,14,0.625,185,0,no_lipo,5,0,3,14,3
B12,955,166,Beta,14,0.0,135,0,no_lipo,5,0,3,1,11
F11,974,185,Dia,14,0.0,185,0,no_lipo,5,0,3,5,10
A6,975,186,Dia,8,0.0,185,0,no_lipo,5,0,3,0,5
J1,980,191,Dia,14,0.0,185,1,no_lipo,5,0,3,9,0
C18,981,192,Dia,14,0.0,135,0,no_lipo,5,0,3,2,17
P1,982,193,Glut,20,0.0,135,2,no_lipo,5,0,3,15,0
O3,986,197,Glut,8,0.625,185,0,no_lipo,5,0,3,14,2
H6,988,199,Glut,14,0.625,185,0,no_lipo,5,0,3,7,5
D16,989,200,Glut,8,0.0,85,2,no_lipo,5,0,3,3,15
L4,994,205,InP,8,0.0,135,1,no_lipo,5,0,3,11,3
O11,995,206,InP,8,0.0,135,0,no_lipo,5,0,3,14,10
N21,996,207,InP,14,0.0,85,1,no_lipo,5,0,3,13,20
F8,997,208,InP,8,0.625,85,1,no_lipo,5,0,3,5,7
I20,998,209,InP,8,0.0,85,2,no_lipo,5,0,3,8,19
B18,1008,219,Mol,8,0.0,135,0,no_lipo,5,0,3,1,17
H9,1010,221,Mol,8,0.0,85,0,no_lipo,5,0,3,7,8
C14,1013,224,Mol,8,0.0,135,1,no_lipo,5,0,3,2,13
G22,1015,226,Mol,8,0.625,85,0,no_lipo,5,0,3,6,21
B21,1017,228,MscL,14,0.0,185,0,no_lipo,5,0,3,1,20
A11,1018,229,MscL,20,0.0,185,0,no_lipo,5,0,3,0,10
I15,1019,230,MscL,8,0.0,185,0,no_lipo,5,0,3,8,14
P15,1021,232,MscL,14,0.625,185,0,no_lipo,5,0,3,15,14
J3,1025,236,MscL,20,0.0,135,0,no_lipo,5,0,3,9,2
L16,1036,247,Neu,8,0.0,135,0,no_lipo,5,0,3,11,15
M7,1037,248,Neu,14,0.0,185,0,no_lipo,5,0,3,12,6
F15,1038,249,Neu,8,0.625,185,0,no_lipo,5,0,3,5,14
D4,1040,251,Neu,14,0.0,135,0,no_lipo,5,0,3,3,3
M18,1050,261,Vol,14,0.0,135,0,no_lipo,5,0,3,12,17
L11,1051,262,Vol,8,0.0,135,0,no_lipo,5,0,3,11,10
A9,1083,31,Beta,14,0.0,185,1,DOPC,5,3,3,0,8
N9,1085,33,Beta,14,0.0,135,0,DOPC,5,3,3,13,8
L18,1107,55,Dia,14,0.0,185,0,DOPC,5,3,3,11,17
H10,1109,57,Dia,8,0.625,185,0,DOPC,5,3,3,7,9
H16,1110,58,Dia,14,0.625,185,0,DOPC,5,3,3,7,15
I3,1111,59,Dia,20,0.625,185,0,DOPC,5,3,3,8,2
A14,1113,61,Dia,14,0.0,185,1,DOPC,5,3,3,0,13
H19,1120,68,Glut,20,0.625,185,2,DMPC,5,3,3,7,18
N2,1123,71,Glut,8,0.0,85,2,DOPC,5,3,3,13,1
I2,1126,74,InP,8,0.625,85,0,DMPC,5,3,3,8,1
O16,1127,75,InP,14,0.0,85,0,DMPC,5,3,3,14,15
D9,1128,76,InP,8,0.0,135,1,DMPC,5,3,3,3,8
P9,1129,77,InP,8,0.0,135,0,DMPC,5,3,3,15,8
F5,1132,80,InP,8,0.0,85,2,DMPC,5,3,3,5,4
P17,1142,90,Mol,8,0.0,135,0,DOPC,5,3,3,15,16
H11,1146,94,Mol,8,0.625,135,0,DOPC,5,3,3,7,10
C17,1147,95,Mol,8,0.0,135,1,DOPC,5,3,3,2,16
G14,1150,98,Mol,14,0.0,185,0,DOPC,5,3,3,6,13
L2,1152,100,MscL,20,0.0,185,0,DOPC,5,3,3,11,1
N4,1155,103,MscL,14,0.625,185,0,DOPC,5,3,3,13,3
J8,1158,106,MscL,8,0.0,185,1,DOPC,5,3,3,9,7
L14,1159,107,MscL,20,0.0,135,0,DOPC,5,3,3,11,13
F14,1171,119,Neu,14,0.0,185,0,DOPC,5,3,3,5,13
K1,1172,120,Neu,8,0.625,185,0,DOPC,5,3,3,10,0
I14,1174,122,Neu,8,0.0,185,0,DMPC,5,3,3,8,13
K13,1177,125,Neu,8,0.0,135,1,DOPC,5,3,3,10,12
H4,1178,126,Vol,14,0.0,185,0,DOPC,5,3,3,7,3
E22,1180,128,Vol,8,0.0,185,0,DOPC,5,3,3,4,21
N17,1182,130,Vol,20,0.625,185,0,DOPC,5,3,3,13,16
O9,1184,132,Vol,14,0.0,185,1,DOPC,5,3,3,14,8
J4,1186,134,Vol,8,0.0,135,0,DOPC,5,3,3,9,3
E13,1214,162,Beta,20,0.625,185,0,no_lipo,5,0,3,4,12
K2,1217,165,Beta,8,0.0,185,0,no_lipo,5,0,3,10,1
K21,1219,167,Beta,8,0.625,185,0,no_lipo,5,0,3,10,20
J20,1220,168,Beta,20,0.0,185,1,no_lipo,5,0,3,9,19
I16,1237,185,Dia,14,0.0,185,0,no_lipo,5,0,3,8,15
C1,1238,186,Dia,8,0.0,185,0,no_lipo,5,0,3,2,0
I1,1239,187,Dia,8,0.625,185,0,no_lipo,5,0,3,8,0
E6,1241,189,Dia,20,0.625,185,0,no_lipo,5,0,3,4,5
M20,1243,191,Dia,14,0.0,185,1,no_lipo,5,0,3,12,19
J21,1245,193,Glut,20,0.0,135,2,no_lipo,5,0,3,9,20
B1,1247,195,Glut,8,0.0,185,0,no_lipo,5,0,3,1,0
I13,1249,197,Glut,8,0.625,185,0,no_lipo,5,0,3,8,12
G17,1250,198,Glut,20,0.625,185,2,no_lipo,5,0,3,6,16
A20,1251,199,Glut,14,0.625,185,0,no_lipo,5,0,3,0,19
E17,1253,201,InP,8,0.0,85,0,no_lipo,5,0,3,4,16
C2,1256,204,InP,14,0.0,85,0,no_lipo,5,0,3,2,1
C13,1260,208,InP,8,0.625,85,1,no_lipo,5,0,3,2,12
K16,1276,224,Mol,8,0.0,135,1,no_lipo,5,0,3,10,15
N20,1277,225,Mol,14,0.0,135,0,no_lipo,5,0,3,13,19
F1,1278,226,Mol,8,0.625,85,0,no_lipo,5,0,3,5,0
K17,1280,228,MscL,14,0.0,185,0,no_lipo,5,0,3,10,16
M12,1284,232,MscL,14,0.625,185,0,no_lipo,5,0,3,12,11
C3,1286,234,MscL,14,0.0,185,1,no_lipo,5,0,3,2,2
D12,1298,246,Neu,8,0.0,185,0,no_lipo,5,0,3,3,11
I21,1299,247,Neu,8,0.0,135,0,no_lipo,5,0,3,8,20
A18,1301,249,Neu,8,0.625,185,0,no_lipo,5,0,3,0,17
L10,1302,250,Neu,8,0.0,85,0,no_lipo,5,0,3,11,9
E11,1303,251,Neu,14,0.0,135,0,no_lipo,5,0,3,4,10
C22,1306,254,Vol,14,0.0,185,0,no_lipo,5,0,3,2,21
N15,1308,256,Vol,8,0.0,185,0,no_lipo,5,0,3,13,14
P20,1309,257,Vol,14,0.625,185,0,no_lipo,5,0,3,15,19
B22,1310,258,Vol,20,0.625,185,0,no_lipo,5,0,3,1,21
N14,1312,260,Vol,14,0.0,185,1,no_lipo,5,0,3,13,13
K19,1313,261,Vol,14,0.0,135,0,no_lipo,5,0,3,10,18
