well_name,unique_id,DNA_name,rxn_id,Mg,SecYE,K,PEG,Liposome_name,DNA_conc,Liposome_conc,day,plate,col,row
N14,480,CD63,24,14,0.0,85,0,DOPC,5,3,1,2,13,13
H18,481,CD63,25,14,0.0,135,0,DMPC,5,3,1,2,17,7
J19,482,CD63,26,14,0.0,135,1,DMPC,5,3,1,2,18,9
N23,483,CD63,27,14,0.0,135,1,DOPC,5,3,1,2,22,13
J8,484,CD63,28,14,0.0,185,0,DMPC,5,3,1,2,7,9
J15,485,CD63,29,14,0.0,185,1,DMPC,5,3,1,2,14,9
C1,486,CD63,30,14,0.0,185,1,DOPC,5,3,1,2,0,2
A11,487,CD63,31,14,0.0,185,2,DMPC,5,3,1,2,10,0
P16,488,CD63,32,14,0.0,185,2,DOPC,5,3,1,2,15,15
F1,489,CD63,33,20,0.0,185,0,DOPC,5,3,1,2,0,5
B7,490,CD63,34,20,0.0,185,1,DMPC,5,3,1,2,6,1
I19,491,CD63,35,20,0.0,185,1,DOPC,5,3,1,2,18,8
O11,492,CD63,24,14,0.0,85,0,DOPC,5,3,1,2,10,14
F5,493,CD63,25,14,0.0,135,0,DMPC,5,3,1,2,4,5
K6,494,CD63,26,14,0.0,135,1,DMPC,5,3,1,2,5,10
G14,495,CD63,27,14,0.0,135,1,DOPC,5,3,1,2,13,6
M18,496,CD63,28,14,0.0,185,0,DMPC,5,3,1,2,17,12
E11,497,CD63,29,14,0.0,185,1,DMPC,5,3,1,2,10,4
P12,498,CD63,30,14,0.0,185,1,DOPC,5,3,1,2,11,15
I6,499,CD63,31,14,0.0,185,2,DMPC,5,3,1,2,5,8
H14,500,CD63,32,14,0.0,185,2,DOPC,5,3,1,2,13,7
O4,501,CD63,33,20,0.0,185,0,DOPC,5,3,1,2,3,14
N18,502,CD63,34,20,0.0,185,1,DMPC,5,3,1,2,17,13
I14,503,CD63,35,20,0.0,185,1,DOPC,5,3,1,2,13,8
K23,504,CD63,24,14,0.0,85,0,DOPC,5,3,1,2,22,10
L16,505,CD63,25,14,0.0,135,0,DMPC,5,3,1,2,15,11
N2,506,CD63,26,14,0.0,135,1,DMPC,5,3,1,2,1,13
P22,507,CD63,27,14,0.0,135,1,DOPC,5,3,1,2,21,15
J3,508,CD63,28,14,0.0,185,0,DMPC,5,3,1,2,2,9
G8,509,CD63,29,14,0.0,185,1,DMPC,5,3,1,2,7,6
L24,510,CD63,30,14,0.0,185,1,DOPC,5,3,1,2,23,11
L7,511,CD63,31,14,0.0,185,2,DMPC,5,3,1,2,6,11
I18,512,CD63,32,14,0.0,185,2,DOPC,5,3,1,2,17,8
D2,513,CD63,33,20,0.0,185,0,DOPC,5,3,1,2,1,3
C23,514,CD63,34,20,0.0,185,1,DMPC,5,3,1,2,22,2
J20,515,CD63,35,20,0.0,185,1,DOPC,5,3,1,2,19,9
D5,516,CD63,24,14,0.0,85,0,DOPC,5,3,1,2,4,3
H7,517,CD63,25,14,0.0,135,0,DMPC,5,3,1,2,6,7
F24,518,CD63,26,14,0.0,135,1,DMPC,5,3,1,2,23,5
A10,519,CD63,27,14,0.0,135,1,DOPC,5,3,1,2,9,0
L14,520,CD63,28,14,0.0,185,0,DMPC,5,3,1,2,13,11
M15,521,CD63,29,14,0.0,185,1,DMPC,5,3,1,2,14,12
N24,522,CD63,30,14,0.0,185,1,DOPC,5,3,1,2,23,13
J2,523,CD63,31,14,0.0,185,2,DMPC,5,3,1,2,1,9
E12,524,CD63,32,14,0.0,185,2,DOPC,5,3,1,2,11,4
F23,525,CD63,33,20,0.0,185,0,DOPC,5,3,1,2,22,5
C10,526,CD63,34,20,0.0,185,1,DMPC,5,3,1,2,9,2
D21,527,CD63,35,20,0.0,185,1,DOPC,5,3,1,2,20,3
N11,528,CD63,24,14,0.0,85,0,no_lipo,5,3,1,2,10,13
G10,529,CD63,25,14,0.0,135,0,no_lipo,5,3,1,2,9,6
K4,530,CD63,26,14,0.0,135,1,no_lipo,5,3,1,2,3,10
M24,531,CD63,27,14,0.0,135,1,no_lipo,5,3,1,2,23,12
H23,532,CD63,28,14,0.0,185,0,no_lipo,5,3,1,2,22,7
N22,533,CD63,29,14,0.0,185,1,no_lipo,5,3,1,2,21,13
C12,534,CD63,30,14,0.0,185,1,no_lipo,5,3,1,2,11,2
G4,535,CD63,31,14,0.0,185,2,no_lipo,5,3,1,2,3,6
M12,536,CD63,32,14,0.0,185,2,no_lipo,5,3,1,2,11,12
M1,537,CD63,33,20,0.0,185,0,no_lipo,5,3,1,2,0,12
F17,538,CD63,34,20,0.0,185,1,no_lipo,5,3,1,2,16,5
K9,539,CD63,35,20,0.0,185,1,no_lipo,5,3,1,2,8,10
E19,540,CD63,24,14,0.0,85,0,no_lipo,5,3,1,2,18,4
E3,541,CD63,25,14,0.0,135,0,no_lipo,5,3,1,2,2,4
B24,542,CD63,26,14,0.0,135,1,no_lipo,5,3,1,2,23,1
H8,543,CD63,27,14,0.0,135,1,no_lipo,5,3,1,2,7,7
J23,544,CD63,28,14,0.0,185,0,no_lipo,5,3,1,2,22,9
G20,545,CD63,29,14,0.0,185,1,no_lipo,5,3,1,2,19,6
K18,546,CD63,30,14,0.0,185,1,no_lipo,5,3,1,2,17,10
H22,547,CD63,31,14,0.0,185,2,no_lipo,5,3,1,2,21,7
E14,548,CD63,32,14,0.0,185,2,no_lipo,5,3,1,2,13,4
A24,549,CD63,33,20,0.0,185,0,no_lipo,5,3,1,2,23,0
H24,550,CD63,34,20,0.0,185,1,no_lipo,5,3,1,2,23,7
L8,551,CD63,35,20,0.0,185,1,no_lipo,5,3,1,2,7,11
A12,552,CD63,24,14,0.0,85,0,no_lipo,5,3,1,2,11,0
A5,553,CD63,25,14,0.0,135,0,no_lipo,5,3,1,2,4,0
H13,554,CD63,26,14,0.0,135,1,no_lipo,5,3,1,2,12,7
E8,555,CD63,27,14,0.0,135,1,no_lipo,5,3,1,2,7,4
C17,556,CD63,28,14,0.0,185,0,no_lipo,5,3,1,2,16,2
C19,557,CD63,29,14,0.0,185,1,no_lipo,5,3,1,2,18,2
B1,558,CD63,30,14,0.0,185,1,no_lipo,5,3,1,2,0,1
J16,559,CD63,31,14,0.0,185,2,no_lipo,5,3,1,2,15,9
C22,560,CD63,32,14,0.0,185,2,no_lipo,5,3,1,2,21,2
P19,561,CD63,33,20,0.0,185,0,no_lipo,5,3,1,2,18,15
M10,562,CD63,34,20,0.0,185,1,no_lipo,5,3,1,2,9,12
E21,563,CD63,35,20,0.0,185,1,no_lipo,5,3,1,2,20,4
D23,564,CD63,24,14,0.0,85,0,no_lipo,5,3,1,2,22,3
P11,565,CD63,25,14,0.0,135,0,no_lipo,5,3,1,2,10,15
M16,566,CD63,26,14,0.0,135,1,no_lipo,5,3,1,2,15,12
B11,567,CD63,27,14,0.0,135,1,no_lipo,5,3,1,2,10,1
K17,568,CD63,28,14,0.0,185,0,no_lipo,5,3,1,2,16,10
E5,569,CD63,29,14,0.0,185,1,no_lipo,5,3,1,2,4,4
K15,570,CD63,30,14,0.0,185,1,no_lipo,5,3,1,2,14,10
B5,571,CD63,31,14,0.0,185,2,no_lipo,5,3,1,2,4,1
P21,572,CD63,32,14,0.0,185,2,no_lipo,5,3,1,2,20,15
L5,573,CD63,33,20,0.0,185,0,no_lipo,5,3,1,2,4,11
G22,574,CD63,34,20,0.0,185,1,no_lipo,5,3,1,2,21,6
K12,575,CD63,35,20,0.0,185,1,no_lipo,5,3,1,2,11,10
B14,576,FFAR4,96,8,0.0,135,1,DMPC,5,3,1,2,13,1
L21,577,FFAR4,97,8,0.0,185,2,DMPC,5,3,1,2,20,11
M8,578,FFAR4,98,14,0.0,85,2,DOPC,5,3,1,2,7,12
M3,579,FFAR4,99,14,0.0,135,0,DMPC,5,3,1,2,2,12
L23,580,FFAR4,100,14,0.0,135,0,DOPC,5,3,1,2,22,11
K16,581,FFAR4,101,14,0.0,135,1,DMPC,5,3,1,2,15,10
L9,582,FFAR4,102,14,0.0,185,0,DMPC,5,3,1,2,8,11
N1,583,FFAR4,103,14,0.0,185,1,DMPC,5,3,1,2,0,13
C3,584,FFAR4,104,14,0.0,185,2,DMPC,5,3,1,2,2,2
J4,585,FFAR4,105,14,0.0,185,2,DOPC,5,3,1,2,3,9
O15,586,FFAR4,106,20,0.0,85,0,DOPC,5,3,1,2,14,14
B10,587,FFAR4,107,20,1.25,85,2,DOPC,5,3,1,2,9,1
A19,588,FFAR4,96,8,0.0,135,1,DMPC,5,3,1,2,18,0
K7,589,FFAR4,97,8,0.0,185,2,DMPC,5,3,1,2,6,10
O22,590,FFAR4,98,14,0.0,85,2,DOPC,5,3,1,2,21,14
P20,591,FFAR4,99,14,0.0,135,0,DMPC,5,3,1,2,19,15
G16,592,FFAR4,100,14,0.0,135,0,DOPC,5,3,1,2,15,6
L15,593,FFAR4,101,14,0.0,135,1,DMPC,5,3,1,2,14,11
O17,594,FFAR4,102,14,0.0,185,0,DMPC,5,3,1,2,16,14
I4,595,FFAR4,103,14,0.0,185,1,DMPC,5,3,1,2,3,8
F10,596,FFAR4,104,14,0.0,185,2,DMPC,5,3,1,2,9,5
A20,597,FFAR4,105,14,0.0,185,2,DOPC,5,3,1,2,19,0
P24,598,FFAR4,106,20,0.0,85,0,DOPC,5,3,1,2,23,15
C2,599,FFAR4,107,20,1.25,85,2,DOPC,5,3,1,2,1,2
P4,600,FFAR4,96,8,0.0,135,1,DMPC,5,3,1,2,3,15
J6,601,FFAR4,97,8,0.0,185,2,DMPC,5,3,1,2,5,9
H1,602,FFAR4,98,14,0.0,85,2,DOPC,5,3,1,2,0,7
B12,603,FFAR4,99,14,0.0,135,0,DMPC,5,3,1,2,11,1
J18,604,FFAR4,100,14,0.0,135,0,DOPC,5,3,1,2,17,9
H21,605,FFAR4,101,14,0.0,135,1,DMPC,5,3,1,2,20,7
P7,606,FFAR4,102,14,0.0,185,0,DMPC,5,3,1,2,6,15
I17,607,FFAR4,103,14,0.0,185,1,DMPC,5,3,1,2,16,8
L4,608,FFAR4,104,14,0.0,185,2,DMPC,5,3,1,2,3,11
F16,609,FFAR4,105,14,0.0,185,2,DOPC,5,3,1,2,15,5
M21,610,FFAR4,106,20,0.0,85,0,DOPC,5,3,1,2,20,12
J13,611,FFAR4,107,20,1.25,85,2,DOPC,5,3,1,2,12,9
K21,612,FFAR4,96,8,0.0,135,1,DMPC,5,3,1,2,20,10
O16,613,FFAR4,97,8,0.0,185,2,DMPC,5,3,1,2,15,14
E6,614,FFAR4,98,14,0.0,85,2,DOPC,5,3,1,2,5,4
P14,615,FFAR4,99,14,0.0,135,0,DMPC,5,3,1,2,13,15
N17,616,FFAR4,100,14,0.0,135,0,DOPC,5,3,1,2,16,13
L2,617,FFAR4,101,14,0.0,135,1,DMPC,5,3,1,2,1,11
D3,618,FFAR4,102,14,0.0,185,0,DMPC,5,3,1,2,2,3
G1,619,FFAR4,103,14,0.0,185,1,DMPC,5,3,1,2,0,6
O9,620,FFAR4,104,14,0.0,185,2,DMPC,5,3,1,2,8,14
A22,621,FFAR4,105,14,0.0,185,2,DOPC,5,3,1,2,21,0
I8,622,FFAR4,106,20,0.0,85,0,DOPC,5,3,1,2,7,8
B13,623,FFAR4,107,20,1.25,85,2,DOPC,5,3,1,2,12,1
K8,624,FFAR4,96,8,0.0,135,1,no_lipo,5,3,1,2,7,10
K11,625,FFAR4,97,8,0.0,185,2,no_lipo,5,3,1,2,10,10
M23,626,FFAR4,98,14,0.0,85,2,no_lipo,5,3,1,2,22,12
B3,627,FFAR4,99,14,0.0,135,0,no_lipo,5,3,1,2,2,1
F2,628,FFAR4,100,14,0.0,135,0,no_lipo,5,3,1,2,1,5
B4,629,FFAR4,101,14,0.0,135,1,no_lipo,5,3,1,2,3,1
P10,630,FFAR4,102,14,0.0,185,0,no_lipo,5,3,1,2,9,15
G18,631,FFAR4,103,14,0.0,185,1,no_lipo,5,3,1,2,17,6
B23,632,FFAR4,104,14,0.0,185,2,no_lipo,5,3,1,2,22,1
H10,633,FFAR4,105,14,0.0,185,2,no_lipo,5,3,1,2,9,7
O6,634,FFAR4,106,20,0.0,85,0,no_lipo,5,3,1,2,5,14
C24,635,FFAR4,107,20,1.25,85,2,no_lipo,5,3,1,2,23,2
D14,636,FFAR4,96,8,0.0,135,1,no_lipo,5,3,1,2,13,3
K24,637,FFAR4,97,8,0.0,185,2,no_lipo,5,3,1,2,23,10
I22,638,FFAR4,98,14,0.0,85,2,no_lipo,5,3,1,2,21,8
D7,639,FFAR4,99,14,0.0,135,0,no_lipo,5,3,1,2,6,3
K1,640,FFAR4,100,14,0.0,135,0,no_lipo,5,3,1,2,0,10
J12,641,FFAR4,101,14,0.0,135,1,no_lipo,5,3,1,2,11,9
L6,642,FFAR4,102,14,0.0,185,0,no_lipo,5,3,1,2,5,11
C4,643,FFAR4,103,14,0.0,185,1,no_lipo,5,3,1,2,3,2
B18,644,FFAR4,104,14,0.0,185,2,no_lipo,5,3,1,2,17,1
D18,645,FFAR4,105,14,0.0,185,2,no_lipo,5,3,1,2,17,3
L19,646,FFAR4,106,20,0.0,85,0,no_lipo,5,3,1,2,18,11
O13,647,FFAR4,107,20,1.25,85,2,no_lipo,5,3,1,2,12,14
N8,648,FFAR4,96,8,0.0,135,1,no_lipo,5,3,1,2,7,13
P13,649,FFAR4,97,8,0.0,185,2,no_lipo,5,3,1,2,12,15
D9,650,FFAR4,98,14,0.0,85,2,no_lipo,5,3,1,2,8,3
N16,651,FFAR4,99,14,0.0,135,0,no_lipo,5,3,1,2,15,13
K22,652,FFAR4,100,14,0.0,135,0,no_lipo,5,3,1,2,21,10
J24,653,FFAR4,101,14,0.0,135,1,no_lipo,5,3,1,2,23,9
G24,654,FFAR4,102,14,0.0,185,0,no_lipo,5,3,1,2,23,6
N4,655,FFAR4,103,14,0.0,185,1,no_lipo,5,3,1,2,3,13
E4,656,FFAR4,104,14,0.0,185,2,no_lipo,5,3,1,2,3,4
M11,657,FFAR4,105,14,0.0,185,2,no_lipo,5,3,1,2,10,12
A4,658,FFAR4,106,20,0.0,85,0,no_lipo,5,3,1,2,3,0
B21,659,FFAR4,107,20,1.25,85,2,no_lipo,5,3,1,2,20,1
G2,660,FFAR4,96,8,0.0,135,1,no_lipo,5,3,1,2,1,6
I10,661,FFAR4,97,8,0.0,185,2,no_lipo,5,3,1,2,9,8
H19,662,FFAR4,98,14,0.0,85,2,no_lipo,5,3,1,2,18,7
J10,663,FFAR4,99,14,0.0,135,0,no_lipo,5,3,1,2,9,9
E20,664,FFAR4,100,14,0.0,135,0,no_lipo,5,3,1,2,19,4
G3,665,FFAR4,101,14,0.0,135,1,no_lipo,5,3,1,2,2,6
M14,666,FFAR4,102,14,0.0,185,0,no_lipo,5,3,1,2,13,12
D20,667,FFAR4,103,14,0.0,185,1,no_lipo,5,3,1,2,19,3
P18,668,FFAR4,104,14,0.0,185,2,no_lipo,5,3,1,2,17,15
J21,669,FFAR4,105,14,0.0,185,2,no_lipo,5,3,1,2,20,9
I12,670,FFAR4,106,20,0.0,85,0,no_lipo,5,3,1,2,11,8
K10,671,FFAR4,107,20,1.25,85,2,no_lipo,5,3,1,2,9,10
J17,672,OR1E1,156,8,0.0,185,2,DMPC,5,3,1,2,16,9
H4,673,OR1E1,157,8,1.25,185,2,DMPC,5,3,1,2,3,7
D17,674,OR1E1,158,14,0.0,85,0,DOPC,5,3,1,2,16,3
G7,675,OR1E1,159,14,0.0,135,0,DMPC,5,3,1,2,6,6
K2,676,OR1E1,160,14,0.0,135,0,DOPC,5,3,1,2,1,10
I2,677,OR1E1,161,14,0.0,185,1,DMPC,5,3,1,2,1,8
L10,678,OR1E1,162,14,0.0,185,1,DOPC,5,3,1,2,9,11
J22,679,OR1E1,163,14,0.0,185,2,DMPC,5,3,1,2,21,9
M4,680,OR1E1,164,14,0.0,185,2,DOPC,5,3,1,2,3,12
J11,681,OR1E1,165,20,0.0,85,0,DOPC,5,3,1,2,10,9
M17,682,OR1E1,166,20,0.0,135,0,DOPC,5,3,1,2,16,12
I15,683,OR1E1,167,20,1.25,85,1,DMPC,5,3,1,2,14,8
D1,684,OR1E1,156,8,0.0,185,2,DMPC,5,3,1,2,0,3
A6,685,OR1E1,157,8,1.25,185,2,DMPC,5,3,1,2,5,0
N21,686,OR1E1,158,14,0.0,85,0,DOPC,5,3,1,2,20,13
H20,687,OR1E1,159,14,0.0,135,0,DMPC,5,3,1,2,19,7
B17,688,OR1E1,160,14,0.0,135,0,DOPC,5,3,1,2,16,1
B20,689,OR1E1,161,14,0.0,185,1,DMPC,5,3,1,2,19,1
F3,690,OR1E1,162,14,0.0,185,1,DOPC,5,3,1,2,2,5
F21,691,OR1E1,163,14,0.0,185,2,DMPC,5,3,1,2,20,5
D8,692,OR1E1,164,14,0.0,185,2,DOPC,5,3,1,2,7,3
I5,693,OR1E1,165,20,0.0,85,0,DOPC,5,3,1,2,4,8
J7,694,OR1E1,166,20,0.0,135,0,DOPC,5,3,1,2,6,9
H2,695,OR1E1,167,20,1.25,85,1,DMPC,5,3,1,2,1,7
A16,696,OR1E1,156,8,0.0,185,2,DMPC,5,3,1,2,15,0
C5,697,OR1E1,157,8,1.25,185,2,DMPC,5,3,1,2,4,2
B22,698,OR1E1,158,14,0.0,85,0,DOPC,5,3,1,2,21,1
A21,699,OR1E1,159,14,0.0,135,0,DMPC,5,3,1,2,20,0
D12,700,OR1E1,160,14,0.0,135,0,DOPC,5,3,1,2,11,3
O8,701,OR1E1,161,14,0.0,185,1,DMPC,5,3,1,2,7,14
K5,702,OR1E1,162,14,0.0,185,1,DOPC,5,3,1,2,4,10
E7,703,OR1E1,163,14,0.0,185,2,DMPC,5,3,1,2,6,4
E13,704,OR1E1,164,14,0.0,185,2,DOPC,5,3,1,2,12,4
E18,705,OR1E1,165,20,0.0,85,0,DOPC,5,3,1,2,17,4
N5,706,OR1E1,166,20,0.0,135,0,DOPC,5,3,1,2,4,13
E16,707,OR1E1,167,20,1.25,85,1,DMPC,5,3,1,2,15,4
E22,708,OR1E1,156,8,0.0,185,2,DMPC,5,3,1,2,21,4
A13,709,OR1E1,157,8,1.25,185,2,DMPC,5,3,1,2,12,0
G12,710,OR1E1,158,14,0.0,85,0,DOPC,5,3,1,2,11,6
B16,711,OR1E1,159,14,0.0,135,0,DMPC,5,3,1,2,15,1
C13,712,OR1E1,160,14,0.0,135,0,DOPC,5,3,1,2,12,2
D24,713,OR1E1,161,14,0.0,185,1,DMPC,5,3,1,2,23,3
K3,714,OR1E1,162,14,0.0,185,1,DOPC,5,3,1,2,2,10
D13,715,OR1E1,163,14,0.0,185,2,DMPC,5,3,1,2,12,3
G9,716,OR1E1,164,14,0.0,185,2,DOPC,5,3,1,2,8,6
M5,717,OR1E1,165,20,0.0,85,0,DOPC,5,3,1,2,4,12
F7,718,OR1E1,166,20,0.0,135,0,DOPC,5,3,1,2,6,5
C18,719,OR1E1,167,20,1.25,85,1,DMPC,5,3,1,2,17,2
P2,720,OR1E1,156,8,0.0,185,2,no_lipo,5,3,1,2,1,15
O14,721,OR1E1,157,8,1.25,185,2,no_lipo,5,3,1,2,13,14
L18,722,OR1E1,158,14,0.0,85,0,no_lipo,5,3,1,2,17,11
A7,723,OR1E1,159,14,0.0,135,0,no_lipo,5,3,1,2,6,0
N9,724,OR1E1,160,14,0.0,135,0,no_lipo,5,3,1,2,8,13
B6,725,OR1E1,161,14,0.0,185,1,no_lipo,5,3,1,2,5,1
O1,726,OR1E1,162,14,0.0,185,1,no_lipo,5,3,1,2,0,14
L11,727,OR1E1,163,14,0.0,185,2,no_lipo,5,3,1,2,10,11
A15,728,OR1E1,164,14,0.0,185,2,no_lipo,5,3,1,2,14,0
I23,729,OR1E1,165,20,0.0,85,0,no_lipo,5,3,1,2,22,8
M7,730,OR1E1,166,20,0.0,135,0,no_lipo,5,3,1,2,6,12
F13,731,OR1E1,167,20,1.25,85,1,no_lipo,5,3,1,2,12,5
H3,732,OR1E1,156,8,0.0,185,2,no_lipo,5,3,1,2,2,7
F4,733,OR1E1,157,8,1.25,185,2,no_lipo,5,3,1,2,3,5
O24,734,OR1E1,158,14,0.0,85,0,no_lipo,5,3,1,2,23,14
K19,735,OR1E1,159,14,0.0,135,0,no_lipo,5,3,1,2,18,10
