well_name,unique_id,rxn_id,DNA_name,Mg,SecYE,K,PEG,Liposome_name,DNA_conc,Liposome_conc,plate,row,col
C8,374,111,MtlA,14,0.0,85,2,DMPC,5,3,1,2,7
F7,379,116,MtlA,20,0.0,135,2,DMPC,5,3,1,5,6
C1,380,117,Neu,8,0.0,185,0,DOPC,5,3,1,2,0
J6,382,119,Neu,14,0.0,185,0,DOPC,5,3,1,9,5
E7,383,120,Neu,8,0.625,185,0,DOPC,5,3,1,4,6
K10,385,122,Neu,8,0.0,185,0,DMPC,5,3,1,10,9
N16,388,125,Neu,8,0.0,135,1,DOPC,5,3,1,13,15
N12,398,135,AqpZ,8,0.0,185,0,no_lipo,5,0,1,13,11
I4,400,137,AqpZ,14,0.0,185,0,no_lipo,5,0,1,8,3
D13,401,138,AqpZ,8,0.625,185,0,no_lipo,5,0,1,3,12
D7,403,140,AqpZ,8,0.0,85,0,no_lipo,5,0,1,3,6
N5,406,143,Aux,8,0.0,85,0,no_lipo,5,0,1,13,4
A10,408,145,Aux,8,0.625,85,0,no_lipo,5,0,1,0,9
K6,409,146,Aux,14,0.0,185,2,no_lipo,5,0,1,10,5
J2,413,150,Aux,20,0.625,185,2,no_lipo,5,0,1,9,1
B20,416,153,B2AR,8,0.625,185,0,no_lipo,5,0,1,1,19
B19,418,155,B2AR,8,0.0,135,0,no_lipo,5,0,1,1,18
I17,419,156,B2AR,14,0.625,185,0,no_lipo,5,0,1,8,16
I14,420,157,B2AR,8,0.625,135,0,no_lipo,5,0,1,8,13
F15,422,159,B2AR,8,0.0,85,0,no_lipo,5,0,1,5,14
J15,474,211,Mito,20,0.0,185,0,no_lipo,5,0,1,9,14
O10,476,213,Mito,20,0.625,185,0,no_lipo,5,0,1,14,9
J11,477,214,Mito,14,0.625,185,0,no_lipo,5,0,1,9,10
O15,478,215,Mito,14,0.0,185,1,no_lipo,5,0,1,14,14
L7,480,217,Mito,8,0.0,185,1,no_lipo,5,0,1,11,6
O3,492,229,MscL,20,0.0,185,0,no_lipo,5,0,1,14,2
A18,493,230,MscL,8,0.0,185,0,no_lipo,5,0,1,0,17
N3,494,231,MscL,20,0.625,185,0,no_lipo,5,0,1,13,2
M2,505,242,MtlA,14,0.0,135,2,no_lipo,5,0,1,12,1
L16,507,244,MtlA,14,0.0,185,2,no_lipo,5,0,1,11,15
H17,508,245,MtlA,20,0.0,135,2,no_lipo,5,0,1,7,16
H1,510,247,Neu,8,0.0,135,0,no_lipo,5,0,1,7,0
H3,511,248,Neu,14,0.0,185,0,no_lipo,5,0,1,7,2
L4,514,251,Neu,14,0.0,135,0,no_lipo,5,0,1,11,3
D1,515,252,Neu,8,0.0,185,1,no_lipo,5,0,1,3,0
A5,528,2,AqpZ,14,0.0,185,0,DOPC,5,3,1,0,4
K18,529,3,AqpZ,8,0.625,185,0,DOPC,5,3,1,10,17
H9,530,4,AqpZ,14,0.0,135,0,DOPC,5,3,1,7,8
O11,531,5,AqpZ,8,0.0,85,0,DOPC,5,3,1,14,10
A19,532,6,AqpZ,8,0.0,185,1,DOPC,5,3,1,0,18
G15,533,7,AqpZ,8,0.0,185,0,DMPC,5,3,1,6,14
A6,534,8,AqpZ,8,0.0,135,1,DOPC,5,3,1,0,5
P9,537,11,Aux,8,0.625,85,0,DMPC,5,3,1,15,8
G4,538,12,Aux,14,0.0,185,2,DMPC,5,3,1,6,3
A8,539,13,Aux,14,0.0,85,0,DMPC,5,3,1,0,7
N9,540,14,Aux,20,0.0,185,2,DMPC,5,3,1,13,8
G17,543,17,Aux,14,0.625,185,2,DMPC,5,3,1,6,16
M4,546,20,B2AR,14,0.0,185,0,DOPC,5,3,1,12,3
G8,547,21,B2AR,8,0.0,135,0,DOPC,5,3,1,6,7
I1,548,22,B2AR,14,0.625,185,0,DOPC,5,3,1,8,0
P19,551,25,B2AR,8,0.0,85,0,DMPC,5,3,1,15,18
B16,552,26,B2AR,8,0.0,85,0,DOPC,5,3,1,1,15
F12,608,82,Mito,20,0.0,185,0,DOPC,5,3,1,5,11
E17,610,84,Mito,20,0.625,185,0,DOPC,5,3,1,4,16
D16,611,85,Mito,14,0.625,185,0,DOPC,5,3,1,3,15
K12,612,86,Mito,14,0.0,185,1,DOPC,5,3,1,10,11
K9,615,89,Mito,14,0.0,135,0,DOPC,5,3,1,10,8
L10,625,99,MscL,14,0.0,185,0,DOPC,5,3,1,11,9
M5,627,101,MscL,8,0.0,185,0,DOPC,5,3,1,12,4
J10,628,102,MscL,20,0.625,185,0,DOPC,5,3,1,9,9
I16,630,104,MscL,8,0.625,185,0,DOPC,5,3,1,8,15
B10,631,105,MscL,14,0.0,185,1,DOPC,5,3,1,1,9
H12,635,109,MtlA,20,0.0,85,2,DMPC,5,3,1,7,11
O13,636,110,MtlA,8,0.0,135,2,DMPC,5,3,1,14,12
A15,637,111,MtlA,14,0.0,85,2,DMPC,5,3,1,0,14
F3,639,113,MtlA,14,0.0,135,2,DMPC,5,3,1,5,2
B3,640,114,MtlA,20,0.625,85,2,DMPC,5,3,1,1,2
O12,641,115,MtlA,14,0.0,185,2,DMPC,5,3,1,14,11
E10,642,116,MtlA,20,0.0,135,2,DMPC,5,3,1,4,9
E11,643,117,Neu,8,0.0,185,0,DOPC,5,3,1,4,10
G18,644,118,Neu,8,0.0,135,0,DOPC,5,3,1,6,17
M1,646,120,Neu,8,0.625,185,0,DOPC,5,3,1,12,0
J7,648,122,Neu,8,0.0,185,0,DMPC,5,3,1,9,6
D10,649,123,Neu,14,0.0,135,0,DOPC,5,3,1,3,9
I12,661,135,AqpZ,8,0.0,185,0,no_lipo,5,0,1,8,11
A4,662,136,AqpZ,8,0.0,135,0,no_lipo,5,0,1,0,3
C7,669,143,Aux,8,0.0,85,0,no_lipo,5,0,1,2,6
M15,671,145,Aux,8,0.625,85,0,no_lipo,5,0,1,12,14
O6,672,146,Aux,14,0.0,185,2,no_lipo,5,0,1,14,5
E2,673,147,Aux,14,0.0,85,0,no_lipo,5,0,1,4,1
B11,674,148,Aux,20,0.0,185,2,no_lipo,5,0,1,1,10
I11,676,150,Aux,20,0.625,185,2,no_lipo,5,0,1,8,10
F2,678,152,B2AR,8,0.0,185,0,no_lipo,5,0,1,5,1
O2,679,153,B2AR,8,0.625,185,0,no_lipo,5,0,1,14,1
M3,682,156,B2AR,14,0.625,185,0,no_lipo,5,0,1,12,2
M19,684,158,B2AR,20,0.0,185,0,no_lipo,5,0,1,12,18
C15,737,211,Mito,20,0.0,185,0,no_lipo,5,0,1,2,14
P15,738,212,Mito,8,0.0,185,0,no_lipo,5,0,1,15,14
A13,739,213,Mito,20,0.625,185,0,no_lipo,5,0,1,0,12
P3,743,217,Mito,8,0.0,185,1,no_lipo,5,0,1,15,2
E13,755,229,MscL,20,0.0,185,0,no_lipo,5,0,1,4,12
P11,756,230,MscL,8,0.0,185,0,no_lipo,5,0,1,15,10
H2,758,232,MscL,14,0.625,185,0,no_lipo,5,0,1,7,1
H16,759,233,MscL,8,0.625,185,0,no_lipo,5,0,1,7,15
E4,760,234,MscL,14,0.0,185,1,no_lipo,5,0,1,4,3
J5,761,235,MscL,8,0.0,185,1,no_lipo,5,0,1,9,4
P17,763,237,MtlA,8,0.0,85,2,no_lipo,5,0,1,15,16
K3,764,238,MtlA,20,0.0,85,2,no_lipo,5,0,1,10,2
I5,765,239,MtlA,8,0.0,135,2,no_lipo,5,0,1,8,4
J13,766,240,MtlA,14,0.0,85,2,no_lipo,5,0,1,9,12
K7,768,242,MtlA,14,0.0,135,2,no_lipo,5,0,1,10,6
G14,770,244,MtlA,14,0.0,185,2,no_lipo,5,0,1,6,13
E9,771,245,MtlA,20,0.0,135,2,no_lipo,5,0,1,4,8
A9,774,248,Neu,14,0.0,185,0,no_lipo,5,0,1,0,8
F18,778,252,Neu,8,0.0,185,1,no_lipo,5,0,1,5,17
M14,779,253,Neu,8,0.0,135,1,no_lipo,5,0,1,12,13
P1,789,0,AqpZ,8,0.0,185,0,DOPC,5,3,1,15,0
P16,791,2,AqpZ,14,0.0,185,0,DOPC,5,3,1,15,15
D18,792,3,AqpZ,8,0.625,185,0,DOPC,5,3,1,3,17
L6,794,5,AqpZ,8,0.0,85,0,DOPC,5,3,1,11,5
I6,795,6,AqpZ,8,0.0,185,1,DOPC,5,3,1,8,5
G11,796,7,AqpZ,8,0.0,185,0,DMPC,5,3,1,6,10
B1,797,8,AqpZ,8,0.0,135,1,DOPC,5,3,1,1,0
B9,799,10,Aux,8,0.0,85,1,DMPC,5,3,1,1,8
F11,800,11,Aux,8,0.625,85,0,DMPC,5,3,1,5,10
B4,801,12,Aux,14,0.0,185,2,DMPC,5,3,1,1,3
J18,805,16,Aux,20,0.625,185,2,DMPC,5,3,1,9,17
M16,807,18,B2AR,8,0.0,185,0,DOPC,5,3,1,12,15
K5,811,22,B2AR,14,0.625,185,0,DOPC,5,3,1,10,4
E5,812,23,B2AR,8,0.625,135,0,DOPC,5,3,1,4,4
M18,815,26,B2AR,8,0.0,85,0,DOPC,5,3,1,12,17
C3,870,81,Mito,14,0.0,185,0,DOPC,5,3,1,2,2
A3,871,82,Mito,20,0.0,185,0,DOPC,5,3,1,0,2
P4,873,84,Mito,20,0.625,185,0,DOPC,5,3,1,15,3
C19,874,85,Mito,14,0.625,185,0,DOPC,5,3,1,2,18
C14,875,86,Mito,14,0.0,185,1,DOPC,5,3,1,2,13
O5,888,99,MscL,14,0.0,185,0,DOPC,5,3,1,14,4
K14,890,101,MscL,8,0.0,185,0,DOPC,5,3,1,10,13
A14,893,104,MscL,8,0.625,185,0,DOPC,5,3,1,0,13
E1,894,105,MscL,14,0.0,185,1,DOPC,5,3,1,4,0
K11,895,106,MscL,8,0.0,185,1,DOPC,5,3,1,10,10
O14,898,109,MtlA,20,0.0,85,2,DMPC,5,3,1,14,13
N6,899,110,MtlA,8,0.0,135,2,DMPC,5,3,1,13,5
N1,902,113,MtlA,14,0.0,135,2,DMPC,5,3,1,13,0
K8,903,114,MtlA,20,0.625,85,2,DMPC,5,3,1,10,7
E14,904,115,MtlA,14,0.0,185,2,DMPC,5,3,1,4,13
O1,906,117,Neu,8,0.0,185,0,DOPC,5,3,1,14,0
E12,907,118,Neu,8,0.0,135,0,DOPC,5,3,1,4,11
E8,908,119,Neu,14,0.0,185,0,DOPC,5,3,1,4,7
E16,909,120,Neu,8,0.625,185,0,DOPC,5,3,1,4,15
G12,910,121,Neu,8,0.0,85,0,DOPC,5,3,1,6,11
B14,911,122,Neu,8,0.0,185,0,DMPC,5,3,1,1,13
H14,912,123,Neu,14,0.0,135,0,DOPC,5,3,1,7,13
C10,914,125,Neu,8,0.0,135,1,DOPC,5,3,1,2,9
F5,924,135,AqpZ,8,0.0,185,0,no_lipo,5,0,1,5,4
J9,925,136,AqpZ,8,0.0,135,0,no_lipo,5,0,1,9,8
C4,930,141,AqpZ,8,0.0,185,1,no_lipo,5,0,1,2,3
D12,933,144,Aux,8,0.0,85,1,no_lipo,5,0,1,3,11
M11,934,145,Aux,8,0.625,85,0,no_lipo,5,0,1,12,10
B17,935,146,Aux,14,0.0,185,2,no_lipo,5,0,1,1,16
G19,938,149,Aux,8,0.0,135,0,no_lipo,5,0,1,6,18
O7,939,150,Aux,20,0.625,185,2,no_lipo,5,0,1,14,6
N8,940,151,Aux,14,0.625,185,2,no_lipo,5,0,1,13,7
I8,941,152,B2AR,8,0.0,185,0,no_lipo,5,0,1,8,7
C5,942,153,B2AR,8,0.625,185,0,no_lipo,5,0,1,2,4
P7,943,154,B2AR,14,0.0,185,0,no_lipo,5,0,1,15,6
I15,945,156,B2AR,14,0.625,185,0,no_lipo,5,0,1,8,14
D15,946,157,B2AR,8,0.625,135,0,no_lipo,5,0,1,3,14
E18,948,159,B2AR,8,0.0,85,0,no_lipo,5,0,1,4,17
G5,1001,212,Mito,8,0.0,185,0,no_lipo,5,0,1,6,4
M6,1002,213,Mito,20,0.625,185,0,no_lipo,5,0,1,12,5
C11,1004,215,Mito,14,0.0,185,1,no_lipo,5,0,1,2,10
L13,1005,216,Mito,8,0.625,185,0,no_lipo,5,0,1,11,12
P12,1006,217,Mito,8,0.0,185,1,no_lipo,5,0,1,15,11
J4,1020,231,MscL,20,0.625,185,0,no_lipo,5,0,1,9,3
C17,1022,233,MscL,8,0.625,185,0,no_lipo,5,0,1,2,16
M7,1023,234,MscL,14,0.0,185,1,no_lipo,5,0,1,12,6
P6,1024,235,MscL,8,0.0,185,1,no_lipo,5,0,1,15,5
B8,1026,237,MtlA,8,0.0,85,2,no_lipo,5,0,1,1,7
O9,1031,242,MtlA,14,0.0,135,2,no_lipo,5,0,1,14,8
O18,1034,245,MtlA,20,0.0,135,2,no_lipo,5,0,1,14,17
D8,1035,246,Neu,8,0.0,185,0,no_lipo,5,0,1,3,7
D3,1039,250,Neu,8,0.0,85,0,no_lipo,5,0,1,3,2
F13,1041,252,Neu,8,0.0,185,1,no_lipo,5,0,1,5,12
O19,1042,253,Neu,8,0.0,135,1,no_lipo,5,0,1,14,18
D6,1053,1,AqpZ,8,0.0,135,0,DOPC,5,3,1,3,5
H5,1054,2,AqpZ,14,0.0,185,0,DOPC,5,3,1,7,4
G1,1055,3,AqpZ,8,0.625,185,0,DOPC,5,3,1,6,0
N14,1057,5,AqpZ,8,0.0,85,0,DOPC,5,3,1,13,13
P13,1058,6,AqpZ,8,0.0,185,1,DOPC,5,3,1,15,12
G2,1062,10,Aux,8,0.0,85,1,DMPC,5,3,1,6,1
L9,1064,12,Aux,14,0.0,185,2,DMPC,5,3,1,11,8
H8,1069,17,Aux,14,0.625,185,2,DMPC,5,3,1,7,7
J19,1072,20,B2AR,14,0.0,185,0,DOPC,5,3,1,9,18
I2,1073,21,B2AR,8,0.0,135,0,DOPC,5,3,1,8,1
D4,1077,25,B2AR,8,0.0,85,0,DMPC,5,3,1,3,3
F4,1133,81,Mito,14,0.0,185,0,DOPC,5,3,1,5,3
J8,1135,83,Mito,8,0.0,185,0,DOPC,5,3,1,9,7
K4,1137,85,Mito,14,0.625,185,0,DOPC,5,3,1,10,3
J17,1138,86,Mito,14,0.0,185,1,DOPC,5,3,1,9,16
K17,1140,88,Mito,8,0.0,185,1,DOPC,5,3,1,10,16
N15,1151,99,MscL,14,0.0,185,0,DOPC,5,3,1,13,14
M13,1153,101,MscL,8,0.0,185,0,DOPC,5,3,1,12,12
K1,1154,102,MscL,20,0.625,185,0,DOPC,5,3,1,10,0
F10,1156,104,MscL,8,0.625,185,0,DOPC,5,3,1,5,9
J14,1157,105,MscL,14,0.0,185,1,DOPC,5,3,1,9,13
D5,1162,110,MtlA,8,0.0,135,2,DMPC,5,3,1,3,4
M10,1163,111,MtlA,14,0.0,85,2,DMPC,5,3,1,12,9
G3,1164,112,MtlA,8,0.0,85,1,DMPC,5,3,1,6,2
P8,1169,117,Neu,8,0.0,185,0,DOPC,5,3,1,15,7
A20,1170,118,Neu,8,0.0,135,0,DOPC,5,3,1,0,19
F14,1173,121,Neu,8,0.0,85,0,DOPC,5,3,1,5,13
E19,1175,123,Neu,14,0.0,135,0,DOPC,5,3,1,4,18
K13,1176,124,Neu,8,0.0,185,1,DOPC,5,3,1,10,12
K19,1190,138,AqpZ,8,0.625,185,0,no_lipo,5,0,1,10,18
C18,1191,139,AqpZ,14,0.0,135,0,no_lipo,5,0,1,2,17
F19,1194,142,AqpZ,8,0.0,135,1,no_lipo,5,0,1,5,18
L19,1195,143,Aux,8,0.0,85,0,no_lipo,5,0,1,11,18
N13,1198,146,Aux,14,0.0,185,2,no_lipo,5,0,1,13,12
L2,1199,147,Aux,14,0.0,85,0,no_lipo,5,0,1,11,1
N7,1201,149,Aux,8,0.0,135,0,no_lipo,5,0,1,13,6
H13,1202,150,Aux,20,0.625,185,2,no_lipo,5,0,1,7,12
H7,1205,153,B2AR,8,0.625,185,0,no_lipo,5,0,1,7,6
M17,1207,155,B2AR,8,0.0,135,0,no_lipo,5,0,1,12,16
B12,1208,156,B2AR,14,0.625,185,0,no_lipo,5,0,1,1,11
C16,1210,158,B2AR,20,0.0,185,0,no_lipo,5,0,1,2,15
J12,1263,211,Mito,20,0.0,185,0,no_lipo,5,0,1,9,11
P14,1266,214,Mito,14,0.625,185,0,no_lipo,5,0,1,15,13
E6,1267,215,Mito,14,0.0,185,1,no_lipo,5,0,1,4,5
N11,1268,216,Mito,8,0.625,185,0,no_lipo,5,0,1,13,10
O4,1269,217,Mito,8,0.0,185,1,no_lipo,5,0,1,14,3
G6,1270,218,Mito,14,0.0,135,0,no_lipo,5,0,1,6,5
A1,1281,229,MscL,20,0.0,185,0,no_lipo,5,0,1,0,0
F8,1282,230,MscL,8,0.0,185,0,no_lipo,5,0,1,5,7
G13,1283,231,MscL,20,0.625,185,0,no_lipo,5,0,1,6,12
L1,1285,233,MscL,8,0.625,185,0,no_lipo,5,0,1,11,0
H19,1287,235,MscL,8,0.0,185,1,no_lipo,5,0,1,7,18
H11,1288,236,MscL,20,0.0,135,0,no_lipo,5,0,1,7,10
J3,1289,237,MtlA,8,0.0,85,2,no_lipo,5,0,1,9,2
F9,1290,238,MtlA,20,0.0,85,2,no_lipo,5,0,1,5,8
H10,1291,239,MtlA,8,0.0,135,2,no_lipo,5,0,1,7,9
L5,1292,240,MtlA,14,0.0,85,2,no_lipo,5,0,1,11,4
F16,1295,243,MtlA,20,0.625,85,2,no_lipo,5,0,1,5,15
I19,1300,248,Neu,14,0.0,185,0,no_lipo,5,0,1,8,18
B2,1304,252,Neu,8,0.0,185,1,no_lipo,5,0,1,1,1
B18,1305,253,Neu,8,0.0,135,1,no_lipo,5,0,1,1,17
