well_name,unique_id,rxn_id,K,Liposome_name,Mg,SecYE,Spermidine,Liposome_conc,DNA_conc,DNA_name,plate,row,col
C17,403,19,185,DOPC+15%PE,8,0,1,3,5,CD47,3,2,16
J9,404,20,185,DOPC+15%PE,8,0.625,4,3,5,CD47,3,9,8
D10,405,21,185,DOPC+15%PE,14,0,4,3,5,CD47,3,3,9
G24,406,22,185,DOPC+30%PE,8,0,4,3,5,CD47,3,6,23
O17,576,192,85,no_lipo,8,0,0.1,3,5,CD47,3,14,16
O21,579,195,85,no_lipo,14,0,0.4,3,5,CD47,3,14,20
K22,580,196,85,no_lipo,14,0.625,1,3,5,CD47,3,10,21
G12,582,198,85,no_lipo,8,0,0.4,3,5,CD47,3,6,11
L15,584,200,85,no_lipo,8,1.25,4,3,5,CD47,3,11,14
C13,585,201,85,no_lipo,14,0,1,3,5,CD47,3,2,12
I2,586,202,85,no_lipo,14,0.625,4,3,5,CD47,3,8,1
F10,587,203,85,no_lipo,8,0,1,3,5,CD47,3,5,9
B7,588,204,85,no_lipo,8,0.625,4,3,5,CD47,3,1,6
P12,591,207,185,no_lipo,8,0.625,1,3,5,CD47,3,15,11
F15,594,210,185,no_lipo,14,0.625,4,3,5,CD47,3,5,14
J19,595,211,185,no_lipo,8,0,1,3,5,CD47,3,9,18
K6,599,215,185,no_lipo,14,1.25,0.1,3,5,CD47,3,10,5
H19,770,2,85,DOPC,8,1.25,1,3,5,CD47,3,7,18
I15,771,3,85,DOPC,14,0,0.4,3,5,CD47,3,8,14
B3,773,5,85,DOPC,14,1.25,4,3,5,CD47,3,1,2
F18,774,6,85,DOPC+15%PE,8,0,0.4,3,5,CD47,3,5,17
E10,775,7,85,DOPC+15%PE,8,0.625,1,3,5,CD47,3,4,9
M10,777,9,85,DOPC+15%PE,14,0,1,3,5,CD47,3,12,9
M15,781,13,85,DOPC+30%PE,14,0,4,3,5,CD47,3,12,14
C4,782,14,185,DOPC,8,0,0.4,3,5,CD47,3,2,3
A7,783,15,185,DOPC,8,0.625,1,3,5,CD47,3,0,6
K1,786,18,185,DOPC,14,0.625,4,3,5,CD47,3,10,0
E13,788,20,185,DOPC+15%PE,8,0.625,4,3,5,CD47,3,4,12
H15,789,21,185,DOPC+15%PE,14,0,4,3,5,CD47,3,7,14
E12,791,23,185,DOPC+30%PE,14,1.25,0.1,3,5,CD47,3,4,11
I14,960,192,85,no_lipo,8,0,0.1,3,5,CD47,3,8,13
B17,961,193,85,no_lipo,8,0.625,0.4,3,5,CD47,3,1,16
G18,971,203,85,no_lipo,8,0,1,3,5,CD47,3,6,17
M21,972,204,85,no_lipo,8,0.625,4,3,5,CD47,3,12,20
J24,974,206,185,no_lipo,8,0,0.4,3,5,CD47,3,9,23
C7,976,208,185,no_lipo,8,1.25,4,3,5,CD47,3,2,6
L10,982,214,185,no_lipo,8,0,4,3,5,CD47,3,11,9
P14,1152,0,85,DOPC,8,0,0.1,3,5,CD47,3,15,13
F22,1153,1,85,DOPC,8,0.625,0.4,3,5,CD47,3,5,21
H14,1155,3,85,DOPC,14,0,0.4,3,5,CD47,3,7,13
P8,1157,5,85,DOPC,14,1.25,4,3,5,CD47,3,15,7
D21,1159,7,85,DOPC+15%PE,8,0.625,1,3,5,CD47,3,3,20
H22,1160,8,85,DOPC+15%PE,8,1.25,4,3,5,CD47,3,7,21
H12,1162,10,85,DOPC+15%PE,14,0.625,4,3,5,CD47,3,7,11
H2,1163,11,85,DOPC+30%PE,8,0,1,3,5,CD47,3,7,1
M20,1166,14,185,DOPC,8,0,0.4,3,5,CD47,3,12,19
N6,1167,15,185,DOPC,8,0.625,1,3,5,CD47,3,13,5
O7,1170,18,185,DOPC,14,0.625,4,3,5,CD47,3,14,6
P15,1175,23,185,DOPC+30%PE,14,1.25,0.1,3,5,CD47,3,15,14
D17,1346,194,85,no_lipo,8,1.25,1,3,5,CD47,3,3,16
P7,1347,195,85,no_lipo,14,0,0.4,3,5,CD47,3,15,6
H17,1352,200,85,no_lipo,8,1.25,4,3,5,CD47,3,7,16
O1,1353,201,85,no_lipo,14,0,1,3,5,CD47,3,14,0
G2,1354,202,85,no_lipo,14,0.625,4,3,5,CD47,3,6,1
F6,1358,206,185,no_lipo,8,0,0.4,3,5,CD47,3,5,5
M3,1359,207,185,no_lipo,8,0.625,1,3,5,CD47,3,12,2
B9,1364,212,185,no_lipo,8,0.625,4,3,5,CD47,3,1,8
I4,1366,214,185,no_lipo,8,0,4,3,5,CD47,3,8,3
G4,1367,215,185,no_lipo,14,1.25,0.1,3,5,CD47,3,6,3
M1,24,24,85,DOPC,8,0,0.4,3,5,Dia,3,12,0
I17,25,25,85,DOPC,8,0.625,1,3,5,Dia,3,8,16
L17,27,27,85,DOPC,14,0,1,3,5,Dia,3,11,16
O6,28,28,85,DOPC,14,0.625,4,3,5,Dia,3,14,5
G10,33,33,85,DOPC+30%PE,14,1.25,0.1,3,5,Dia,3,6,9
K11,34,34,185,DOPC,8,0,1,3,5,Dia,3,10,10
A8,35,35,185,DOPC,8,0.625,4,3,5,Dia,3,0,7
N13,36,36,185,DOPC,14,0,4,3,5,Dia,3,13,12
F13,37,37,185,DOPC+15%PE,8,0,4,3,5,Dia,3,5,12
G19,40,40,185,DOPC+30%PE,14,0.625,0.1,3,5,Dia,3,6,18
F23,41,41,185,DOPC+30%PE,14,1.25,0.4,3,5,Dia,3,5,22
E23,217,217,85,no_lipo,8,0.625,1,3,5,Dia,3,4,22
F1,219,219,85,no_lipo,14,0,1,3,5,Dia,3,5,0
B4,223,223,85,no_lipo,14,0,4,3,5,Dia,3,1,3
O8,225,225,85,no_lipo,14,1.25,0.1,3,5,Dia,3,14,7
C14,226,226,185,no_lipo,8,0,1,3,5,Dia,3,2,13
M4,228,228,185,no_lipo,14,0,4,3,5,Dia,3,12,3
D13,229,229,185,no_lipo,8,0,4,3,5,Dia,3,3,12
G15,230,230,185,no_lipo,14,1.25,0.1,3,5,Dia,3,6,14
P2,233,233,185,no_lipo,14,1.25,0.4,3,5,Dia,3,15,1
O15,409,25,85,DOPC,8,0.625,1,3,5,Dia,3,14,14
A21,413,29,85,DOPC+15%PE,8,0,1,3,5,Dia,3,0,20
J4,415,31,85,DOPC+15%PE,14,0,4,3,5,Dia,3,9,3
C19,417,33,85,DOPC+30%PE,14,1.25,0.1,3,5,Dia,3,2,18
O2,420,36,185,DOPC,14,0,4,3,5,Dia,3,14,1
I1,422,38,185,DOPC+15%PE,14,1.25,0.1,3,5,Dia,3,8,0
M24,424,40,185,DOPC+30%PE,14,0.625,0.1,3,5,Dia,3,12,23
M12,602,218,85,no_lipo,8,1.25,4,3,5,Dia,3,12,11
O4,603,219,85,no_lipo,14,0,1,3,5,Dia,3,14,3
P1,605,221,85,no_lipo,8,0,1,3,5,Dia,3,15,0
D14,606,222,85,no_lipo,8,0.625,4,3,5,Dia,3,3,13
N24,607,223,85,no_lipo,14,0,4,3,5,Dia,3,13,23
I19,609,225,85,no_lipo,14,1.25,0.1,3,5,Dia,3,8,18
A9,611,227,185,no_lipo,8,0.625,4,3,5,Dia,3,0,8
D2,613,229,185,no_lipo,8,0,4,3,5,Dia,3,3,1
N4,614,230,185,no_lipo,14,1.25,0.1,3,5,Dia,3,13,3
J14,617,233,185,no_lipo,14,1.25,0.4,3,5,Dia,3,9,13
L4,794,26,85,DOPC,8,1.25,4,3,5,Dia,3,11,3
B24,795,27,85,DOPC,14,0,1,3,5,Dia,3,1,23
E6,797,29,85,DOPC+15%PE,8,0,1,3,5,Dia,3,4,5
H10,798,30,85,DOPC+15%PE,8,0.625,4,3,5,Dia,3,7,9
D19,799,31,85,DOPC+15%PE,14,0,4,3,5,Dia,3,3,18
B21,801,33,85,DOPC+30%PE,14,1.25,0.1,3,5,Dia,3,1,20
D5,804,36,185,DOPC,14,0,4,3,5,Dia,3,3,4
J18,807,39,185,DOPC+30%PE,8,1.25,0.1,3,5,Dia,3,9,17
O5,808,40,185,DOPC+30%PE,14,0.625,0.1,3,5,Dia,3,14,4
N15,984,216,85,no_lipo,8,0,0.4,3,5,Dia,3,13,14
L9,991,223,85,no_lipo,14,0,4,3,5,Dia,3,11,8
L8,995,227,185,no_lipo,8,0.625,4,3,5,Dia,3,11,7
E1,996,228,185,no_lipo,14,0,4,3,5,Dia,3,4,0
H18,997,229,185,no_lipo,8,0,4,3,5,Dia,3,7,17
B13,998,230,185,no_lipo,14,1.25,0.1,3,5,Dia,3,1,12
C20,1001,233,185,no_lipo,14,1.25,0.4,3,5,Dia,3,2,19
B18,1177,25,85,DOPC,8,0.625,1,3,5,Dia,3,1,17
F20,1178,26,85,DOPC,8,1.25,4,3,5,Dia,3,5,19
M13,1183,31,85,DOPC+15%PE,14,0,4,3,5,Dia,3,12,12
L22,1186,34,185,DOPC,8,0,1,3,5,Dia,3,11,21
J17,1187,35,185,DOPC,8,0.625,4,3,5,Dia,3,9,16
A6,1188,36,185,DOPC,14,0,4,3,5,Dia,3,0,5
E24,1189,37,185,DOPC+15%PE,8,0,4,3,5,Dia,3,4,23
A18,1191,39,185,DOPC+30%PE,8,1.25,0.1,3,5,Dia,3,0,17
C24,1192,40,185,DOPC+30%PE,14,0.625,0.1,3,5,Dia,3,2,23
N8,1368,216,85,no_lipo,8,0,0.4,3,5,Dia,3,13,7
K23,1369,217,85,no_lipo,8,0.625,1,3,5,Dia,3,10,22
L5,1370,218,85,no_lipo,8,1.25,4,3,5,Dia,3,11,4
K7,1371,219,85,no_lipo,14,0,1,3,5,Dia,3,10,6
L13,1374,222,85,no_lipo,8,0.625,4,3,5,Dia,3,11,12
M22,1375,223,85,no_lipo,14,0,4,3,5,Dia,3,12,21
E11,1379,227,185,no_lipo,8,0.625,4,3,5,Dia,3,4,10
B11,1380,228,185,no_lipo,14,0,4,3,5,Dia,3,1,10
P22,1382,230,185,no_lipo,14,1.25,0.1,3,5,Dia,3,15,21
L23,1383,231,185,no_lipo,8,1.25,0.1,3,5,Dia,3,11,22
G21,116,116,85,DOPC,14,0,0.1,3,5,CaM,3,6,20
M19,119,119,85,DOPC+15%PE,8,0,0.1,3,5,CaM,3,12,18
A23,120,120,85,DOPC+15%PE,8,0.625,0.4,3,5,CaM,3,0,22
K4,121,121,85,DOPC+15%PE,8,1.25,1,3,5,CaM,3,10,3
F11,122,122,85,DOPC+15%PE,14,0,0.4,3,5,CaM,3,5,10
K3,124,124,85,DOPC+15%PE,14,1.25,4,3,5,CaM,3,10,2
P18,126,126,85,DOPC+30%PE,8,0.625,1,3,5,CaM,3,15,17
O24,128,128,85,DOPC+30%PE,14,0,1,3,5,CaM,3,14,23
D24,129,129,85,DOPC+30%PE,14,0.625,4,3,5,CaM,3,3,23
O20,131,131,185,DOPC,8,0.625,0.4,3,5,CaM,3,14,19
N22,134,134,185,DOPC,14,0.625,1,3,5,CaM,3,13,21
D20,135,135,185,DOPC,14,1.25,4,3,5,CaM,3,3,19
H16,136,136,185,DOPC+15%PE,8,0,0.4,3,5,CaM,3,7,15
E3,137,137,185,DOPC+15%PE,8,0.625,1,3,5,CaM,3,4,2
K24,138,138,185,DOPC+15%PE,8,1.25,4,3,5,CaM,3,10,23
G8,139,139,185,DOPC+15%PE,14,0,1,3,5,CaM,3,6,7
A22,140,140,185,DOPC+15%PE,14,0.625,4,3,5,CaM,3,0,21
J2,141,141,185,DOPC+30%PE,8,0,1,3,5,CaM,3,9,1
F24,143,143,185,DOPC+30%PE,14,0,4,3,5,CaM,3,5,23
J6,306,306,85,no_lipo,8,0.625,0.1,3,5,CaM,3,9,5
B12,307,307,85,no_lipo,8,1.25,0.4,3,5,CaM,3,1,11
A3,308,308,85,no_lipo,14,0,0.1,3,5,CaM,3,0,2
A5,309,309,85,no_lipo,14,0.625,0.4,3,5,CaM,3,0,4
F12,311,311,85,no_lipo,8,0,0.1,3,5,CaM,3,5,11
B23,312,312,85,no_lipo,8,0.625,0.4,3,5,CaM,3,1,22
P21,315,315,85,no_lipo,14,0.625,1,3,5,CaM,3,15,20
L3,316,316,85,no_lipo,14,1.25,4,3,5,CaM,3,11,2
C10,317,317,85,no_lipo,8,0,0.4,3,5,CaM,3,2,9
H20,319,319,85,no_lipo,8,1.25,4,3,5,CaM,3,7,19
M18,320,320,85,no_lipo,14,0,1,3,5,CaM,3,12,17
N19,321,321,85,no_lipo,14,0.625,4,3,5,CaM,3,13,18
K13,323,323,185,no_lipo,8,0.625,0.4,3,5,CaM,3,10,12
N20,325,325,185,no_lipo,14,0,0.4,3,5,CaM,3,13,19
D4,326,326,185,no_lipo,14,0.625,1,3,5,CaM,3,3,3
L20,328,328,185,no_lipo,8,0,0.4,3,5,CaM,3,11,19
F16,331,331,185,no_lipo,14,0,1,3,5,CaM,3,5,15
A19,332,332,185,no_lipo,14,0.625,4,3,5,CaM,3,0,18
K10,333,333,185,no_lipo,8,0,1,3,5,CaM,3,10,9
D11,335,335,185,no_lipo,14,0,4,3,5,CaM,3,3,10
D18,498,114,85,DOPC,8,0.625,0.1,3,5,CaM,3,3,17
B20,499,115,85,DOPC,8,1.25,0.4,3,5,CaM,3,1,19
D3,500,116,85,DOPC,14,0,0.1,3,5,CaM,3,3,2
K8,501,117,85,DOPC,14,0.625,0.4,3,5,CaM,3,10,7
N3,503,119,85,DOPC+15%PE,8,0,0.1,3,5,CaM,3,13,2
O3,504,120,85,DOPC+15%PE,8,0.625,0.4,3,5,CaM,3,14,2
B19,506,122,85,DOPC+15%PE,14,0,0.4,3,5,CaM,3,1,18
L6,510,126,85,DOPC+30%PE,8,0.625,1,3,5,CaM,3,11,5
M7,512,128,85,DOPC+30%PE,14,0,1,3,5,CaM,3,12,6
E9,517,133,185,DOPC,14,0,0.4,3,5,CaM,3,4,8
I5,521,137,185,DOPC+15%PE,8,0.625,1,3,5,CaM,3,8,4
F9,527,143,185,DOPC+30%PE,14,0,4,3,5,CaM,3,5,8
E18,691,307,85,no_lipo,8,1.25,0.4,3,5,CaM,3,4,17
I6,699,315,85,no_lipo,14,0.625,1,3,5,CaM,3,8,5
D23,704,320,85,no_lipo,14,0,1,3,5,CaM,3,3,22
M17,705,321,85,no_lipo,14,0.625,4,3,5,CaM,3,12,16
F4,706,322,185,no_lipo,8,0,0.1,3,5,CaM,3,5,3
N14,707,323,185,no_lipo,8,0.625,0.4,3,5,CaM,3,13,13
E19,709,325,185,no_lipo,14,0,0.4,3,5,CaM,3,4,18
I11,710,326,185,no_lipo,14,0.625,1,3,5,CaM,3,8,10
M5,711,327,185,no_lipo,14,1.25,4,3,5,CaM,3,12,4
B5,713,329,185,no_lipo,8,0.625,1,3,5,CaM,3,1,4
L12,715,331,185,no_lipo,14,0,1,3,5,CaM,3,11,11
A2,717,333,185,no_lipo,8,0,1,3,5,CaM,3,0,1
O13,719,335,185,no_lipo,14,0,4,3,5,CaM,3,14,12
G11,883,115,85,DOPC,8,1.25,0.4,3,5,CaM,3,6,10
N16,885,117,85,DOPC,14,0.625,0.4,3,5,CaM,3,13,15
I12,887,119,85,DOPC+15%PE,8,0,0.1,3,5,CaM,3,8,11
L24,888,120,85,DOPC+15%PE,8,0.625,0.4,3,5,CaM,3,11,23
J12,889,121,85,DOPC+15%PE,8,1.25,1,3,5,CaM,3,9,11
J3,891,123,85,DOPC+15%PE,14,0.625,1,3,5,CaM,3,9,2
B22,892,124,85,DOPC+15%PE,14,1.25,4,3,5,CaM,3,1,21
J7,893,125,85,DOPC+30%PE,8,0,0.4,3,5,CaM,3,9,6
C11,894,126,85,DOPC+30%PE,8,0.625,1,3,5,CaM,3,2,10
H3,895,127,85,DOPC+30%PE,8,1.25,4,3,5,CaM,3,7,2
A12,896,128,85,DOPC+30%PE,14,0,1,3,5,CaM,3,0,11
C23,897,129,85,DOPC+30%PE,14,0.625,4,3,5,CaM,3,2,22
O11,901,133,185,DOPC,14,0,0.4,3,5,CaM,3,14,10
K12,903,135,185,DOPC,14,1.25,4,3,5,CaM,3,10,11
O9,905,137,185,DOPC+15%PE,8,0.625,1,3,5,CaM,3,14,8
H5,906,138,185,DOPC+15%PE,8,1.25,4,3,5,CaM,3,7,4
L16,907,139,185,DOPC+15%PE,14,0,1,3,5,CaM,3,11,15
I8,908,140,185,DOPC+15%PE,14,0.625,4,3,5,CaM,3,8,7
C6,1074,306,85,no_lipo,8,0.625,0.1,3,5,CaM,3,2,5
N11,1083,315,85,no_lipo,14,0.625,1,3,5,CaM,3,13,10
B16,1087,319,85,no_lipo,8,1.25,4,3,5,CaM,3,1,15
I22,1090,322,185,no_lipo,8,0,0.1,3,5,CaM,3,8,21
H6,1091,323,185,no_lipo,8,0.625,0.4,3,5,CaM,3,7,5
F21,1092,324,185,no_lipo,8,1.25,1,3,5,CaM,3,5,20
O19,1093,325,185,no_lipo,14,0,0.4,3,5,CaM,3,14,18
J15,1096,328,185,no_lipo,8,0,0.4,3,5,CaM,3,9,14
N10,1097,329,185,no_lipo,8,0.625,1,3,5,CaM,3,13,9
P24,1099,331,185,no_lipo,14,0,1,3,5,CaM,3,15,23
J16,1101,333,185,no_lipo,8,0,1,3,5,CaM,3,9,15
M23,1103,335,185,no_lipo,14,0,4,3,5,CaM,3,12,22
E5,1268,116,85,DOPC,14,0,0.1,3,5,CaM,3,4,4
J1,1270,118,85,DOPC,14,1.25,1,3,5,CaM,3,9,0
N12,1271,119,85,DOPC+15%PE,8,0,0.1,3,5,CaM,3,13,11
D22,1273,121,85,DOPC+15%PE,8,1.25,1,3,5,CaM,3,3,21
A1,1275,123,85,DOPC+15%PE,14,0.625,1,3,5,CaM,3,0,0
G5,1280,128,85,DOPC+30%PE,14,0,1,3,5,CaM,3,6,4
I18,1285,133,185,DOPC,14,0,0.4,3,5,CaM,3,8,17
I16,1287,135,185,DOPC,14,1.25,4,3,5,CaM,3,8,15
J22,1288,136,185,DOPC+15%PE,8,0,0.4,3,5,CaM,3,9,21
H1,1290,138,185,DOPC+15%PE,8,1.25,4,3,5,CaM,3,7,0
O10,1291,139,185,DOPC+15%PE,14,0,1,3,5,CaM,3,14,9
A24,1294,142,185,DOPC+30%PE,8,0.625,4,3,5,CaM,3,0,23
A20,1459,307,85,no_lipo,8,1.25,0.4,3,5,CaM,3,0,19
D15,1460,308,85,no_lipo,14,0,0.1,3,5,CaM,3,3,14
M2,1461,309,85,no_lipo,14,0.625,0.4,3,5,CaM,3,12,1
I23,1464,312,85,no_lipo,8,0.625,0.4,3,5,CaM,3,8,22
P5,1466,314,85,no_lipo,14,0,0.4,3,5,CaM,3,15,4
E22,1467,315,85,no_lipo,14,0.625,1,3,5,CaM,3,4,21
I9,1468,316,85,no_lipo,14,1.25,4,3,5,CaM,3,8,8
C8,1469,317,85,no_lipo,8,0,0.4,3,5,CaM,3,2,7
N9,1470,318,85,no_lipo,8,0.625,1,3,5,CaM,3,13,8
O22,1471,319,85,no_lipo,8,1.25,4,3,5,CaM,3,14,21
N2,1472,320,85,no_lipo,14,0,1,3,5,CaM,3,13,1
P19,1473,321,85,no_lipo,14,0.625,4,3,5,CaM,3,15,18
I7,1474,322,185,no_lipo,8,0,0.1,3,5,CaM,3,8,6
J11,1476,324,185,no_lipo,8,1.25,1,3,5,CaM,3,9,10
O14,145,145,85,DOPC,8,0.625,0.4,3,5,Vol,3,14,13
E16,149,149,85,DOPC,14,1.25,4,3,5,Vol,3,4,15
F3,150,150,85,DOPC+15%PE,8,0,0.4,3,5,Vol,3,5,2
I10,151,151,85,DOPC+15%PE,8,0.625,1,3,5,Vol,3,8,9
E15,152,152,85,DOPC+15%PE,8,1.25,4,3,5,Vol,3,4,14
C18,154,154,85,DOPC+15%PE,14,0.625,4,3,5,Vol,3,2,17
G3,155,155,85,DOPC+30%PE,8,0,1,3,5,Vol,3,6,2
D9,156,156,85,DOPC+30%PE,8,0.625,4,3,5,Vol,3,3,8
K5,158,158,185,DOPC,8,0,0.4,3,5,Vol,3,10,4
N23,159,159,185,DOPC,8,0.625,1,3,5,Vol,3,13,22
K14,160,160,185,DOPC,8,1.25,4,3,5,Vol,3,10,13
H11,161,161,185,DOPC,14,0,1,3,5,Vol,3,7,10
H7,163,163,185,DOPC+15%PE,8,0,1,3,5,Vol,3,7,6
P4,165,165,185,DOPC+15%PE,14,0,4,3,5,Vol,3,15,3
L1,167,167,185,DOPC+30%PE,14,1.25,0.1,3,5,Vol,3,11,0
L14,336,336,85,no_lipo,8,0,0.1,3,5,Vol,3,11,13
H9,338,338,85,no_lipo,8,1.25,1,3,5,Vol,3,7,8
H4,341,341,85,no_lipo,14,1.25,4,3,5,Vol,3,7,3
P20,342,342,85,no_lipo,8,0,0.4,3,5,Vol,3,15,19
J5,343,343,85,no_lipo,8,0.625,1,3,5,Vol,3,9,4
M16,344,344,85,no_lipo,8,1.25,4,3,5,Vol,3,12,15
M6,345,345,85,no_lipo,14,0,1,3,5,Vol,3,12,5
H24,348,348,85,no_lipo,8,0.625,4,3,5,Vol,3,7,23
C9,350,350,185,no_lipo,8,0,0.4,3,5,Vol,3,2,8
K9,351,351,185,no_lipo,8,0.625,1,3,5,Vol,3,10,8
G7,352,352,185,no_lipo,8,1.25,4,3,5,Vol,3,6,6
I3,353,353,185,no_lipo,14,0,1,3,5,Vol,3,8,2
K20,354,354,185,no_lipo,14,0.625,4,3,5,Vol,3,10,19
B10,357,357,185,no_lipo,14,0,4,3,5,Vol,3,1,9
P13,358,358,185,no_lipo,8,0,4,3,5,Vol,3,15,12
K18,359,359,185,no_lipo,14,1.25,0.1,3,5,Vol,3,10,17
J20,530,146,85,DOPC,8,1.25,1,3,5,Vol,3,9,19
D8,531,147,85,DOPC,14,0,0.4,3,5,Vol,3,3,7
H8,532,148,85,DOPC,14,0.625,1,3,5,Vol,3,7,7
D16,535,151,85,DOPC+15%PE,8,0.625,1,3,5,Vol,3,3,15
L2,541,157,85,DOPC+30%PE,14,0,4,3,5,Vol,3,11,1
A4,542,158,185,DOPC,8,0,0.4,3,5,Vol,3,0,3
L11,543,159,185,DOPC,8,0.625,1,3,5,Vol,3,11,10
I13,544,160,185,DOPC,8,1.25,4,3,5,Vol,3,8,12
B14,546,162,185,DOPC,14,0.625,4,3,5,Vol,3,1,13
G20,551,167,185,DOPC+30%PE,14,1.25,0.1,3,5,Vol,3,6,19
N17,720,336,85,no_lipo,8,0,0.1,3,5,Vol,3,13,16
C21,725,341,85,no_lipo,14,1.25,4,3,5,Vol,3,2,20
F17,726,342,85,no_lipo,8,0,0.4,3,5,Vol,3,5,16
H13,729,345,85,no_lipo,14,0,1,3,5,Vol,3,7,12
H23,731,347,85,no_lipo,8,0,1,3,5,Vol,3,7,22
J21,733,349,85,no_lipo,14,0,4,3,5,Vol,3,9,20
K17,734,350,185,no_lipo,8,0,0.4,3,5,Vol,3,10,16
O23,736,352,185,no_lipo,8,1.25,4,3,5,Vol,3,14,22
B1,738,354,185,no_lipo,14,0.625,4,3,5,Vol,3,1,0
A17,740,356,185,no_lipo,8,0.625,4,3,5,Vol,3,0,16
C16,741,357,185,no_lipo,14,0,4,3,5,Vol,3,2,15
B6,742,358,185,no_lipo,8,0,4,3,5,Vol,3,1,5
M11,743,359,185,no_lipo,14,1.25,0.1,3,5,Vol,3,12,10
P10,914,146,85,DOPC,8,1.25,1,3,5,Vol,3,15,9
K19,917,149,85,DOPC,14,1.25,4,3,5,Vol,3,10,18
K15,919,151,85,DOPC+15%PE,8,0.625,1,3,5,Vol,3,10,14
P17,922,154,85,DOPC+15%PE,14,0.625,4,3,5,Vol,3,15,16
A13,924,156,85,DOPC+30%PE,8,0.625,4,3,5,Vol,3,0,12
F19,927,159,185,DOPC,8,0.625,1,3,5,Vol,3,5,18
B8,929,161,185,DOPC,14,0,1,3,5,Vol,3,1,7
G16,1104,336,85,no_lipo,8,0,0.1,3,5,Vol,3,6,15
I20,1106,338,85,no_lipo,8,1.25,1,3,5,Vol,3,8,19
O18,1109,341,85,no_lipo,14,1.25,4,3,5,Vol,3,14,17
C1,1110,342,85,no_lipo,8,0,0.4,3,5,Vol,3,2,0
J13,1111,343,85,no_lipo,8,0.625,1,3,5,Vol,3,9,12
I24,1113,345,85,no_lipo,14,0,1,3,5,Vol,3,8,23
D12,1115,347,85,no_lipo,8,0,1,3,5,Vol,3,3,11
G13,1116,348,85,no_lipo,8,0.625,4,3,5,Vol,3,6,12
E8,1119,351,185,no_lipo,8,0.625,1,3,5,Vol,3,4,7
A11,1122,354,185,no_lipo,14,0.625,4,3,5,Vol,3,0,10
E14,1123,355,185,no_lipo,8,0,1,3,5,Vol,3,4,13
G17,1126,358,185,no_lipo,8,0,4,3,5,Vol,3,6,16
A15,1297,145,85,DOPC,8,0.625,0.4,3,5,Vol,3,0,14
G14,1303,151,85,DOPC+15%PE,8,0.625,1,3,5,Vol,3,6,13
E4,1304,152,85,DOPC+15%PE,8,1.25,4,3,5,Vol,3,4,3
