well_name,unique_id,rxn_id,DNA_name,DNA_conc,K,Mg,PEG,SecYE,Liposome_name,Liposome_conc,day,plate,col,row
G23,51,3,Aux,5,85,11,1,0.0,DMPC,3,1,1,22,6
O9,52,4,Aux,5,85,11,1,0.625,DMPC,3,1,1,8,14
E7,53,5,Aux,5,235,11,0,0.625,DMPC,3,1,1,6,4
C20,54,6,Aux,5,235,14,0,0.625,DMPC,3,1,1,19,2
O14,55,7,B3AR,5,85,14,1,0.0,DMPC,3,1,1,13,14
O24,56,8,B3AR,5,135,17,2,0.0,DOPC,3,1,1,23,14
B20,57,9,B3AR,5,135,20,2,0.0,DOPC,3,1,1,19,1
B2,58,10,B3AR,5,135,23,2,0.625,DOPC,3,1,1,1,1
B15,59,11,B3AR,5,185,8,0,1.25,DOPC,3,1,1,14,1
E5,60,12,B3AR,5,185,23,2,0.0,DOPC,3,1,1,4,4
D9,61,13,B3AR,5,235,8,0,1.25,DOPC,3,1,1,8,3
F18,62,14,Beta,5,85,8,0,0.625,DOPC,3,1,1,17,5
A17,63,15,Beta,5,185,8,0,1.25,DMPC,3,1,1,16,0
I17,64,16,Beta,5,185,14,1,0.0,DOPC,3,1,1,16,8
F17,65,17,Beta,5,185,17,1,0.0,DOPC,3,1,1,16,5
A9,66,18,Beta,5,185,20,0,0.625,DOPC,3,1,1,8,0
J3,67,19,Beta,5,185,20,1,0.0,DOPC,3,1,1,2,9
G14,68,20,Beta,5,185,23,0,0.625,DOPC,3,1,1,13,6
M11,69,21,CRCM,5,85,14,2,0.0,DOPC,3,1,1,10,12
C12,70,22,CRCM,5,85,17,2,0.625,DOPC,3,1,1,11,2
N7,71,23,CRCM,5,185,14,0,0.0,DMPC,3,1,1,6,13
B5,72,24,CRCM,5,185,17,0,0.625,DMPC,3,1,1,4,1
P14,73,25,CRCM,5,185,20,0,0.625,DMPC,3,1,1,13,15
N20,74,26,CRCM,5,185,20,0,1.25,DMPC,3,1,1,19,13
C13,75,27,CRCM,5,235,23,0,1.25,DMPC,3,1,1,12,2
B19,76,28,CaM,5,85,17,1,0.0,DOPC,3,1,1,18,1
D1,77,29,CaM,5,85,20,1,0.0,DOPC,3,1,1,0,3
H8,78,30,CaM,5,185,14,2,0.0,DMPC,3,1,1,7,7
E6,79,31,CaM,5,185,20,0,0.0,DMPC,3,1,1,5,4
M19,80,32,CaM,5,185,23,0,0.0,DMPC,3,1,1,18,12
L15,81,33,CaM,5,235,14,2,0.0,DMPC,3,1,1,14,11
P22,82,34,CaM,5,235,23,0,0.0,DMPC,3,1,1,21,15
G18,83,35,Glut,5,85,20,1,1.25,DMPC,3,1,1,17,6
C10,84,36,Glut,5,85,23,1,1.25,DOPC,3,1,1,9,2
G17,85,37,Glut,5,135,8,0,0.0,DMPC,3,1,1,16,6
C5,86,38,Glut,5,135,20,0,0.0,DMPC,3,1,1,4,2
E14,87,39,Glut,5,185,20,0,0.0,DMPC,3,1,1,13,4
J17,88,40,Glut,5,185,23,0,0.0,DMPC,3,1,1,16,9
M12,89,41,Glut,5,235,23,0,0.0,DMPC,3,1,1,11,12
B9,90,42,Blank,0,135,14,0,0.0,DMPC,3,1,1,8,1
M1,91,43,Blank,0,135,14,0,0.0,DOPC,3,1,1,0,12
N1,92,44,Blank,0,135,14,2,0.0,DMPC,3,1,1,0,13
O23,93,45,Blank,0,135,14,2,0.0,DOPC,3,1,1,22,14
C19,94,46,Blank,0,235,23,2,0.0,DMPC,3,1,1,18,2
N15,95,47,Blank,0,235,23,2,0.0,DOPC,3,1,1,14,13
N2,96,0,Aux,5,85,8,0,0.625,DMPC,3,1,1,1,13
O11,97,1,Aux,5,85,8,1,0.0,DMPC,3,1,1,10,14
G15,98,2,Aux,5,85,8,1,0.625,DMPC,3,1,1,14,6
H14,99,3,Aux,5,85,11,1,0.0,DMPC,3,1,1,13,7
M22,100,4,Aux,5,85,11,1,0.625,DMPC,3,1,1,21,12
G11,101,5,Aux,5,235,11,0,0.625,DMPC,3,1,1,10,6
C14,102,6,Aux,5,235,14,0,0.625,DMPC,3,1,1,13,2
N10,103,7,B3AR,5,85,14,1,0.0,DMPC,3,1,1,9,13
K11,104,8,B3AR,5,135,17,2,0.0,DOPC,3,1,1,10,10
M17,105,9,B3AR,5,135,20,2,0.0,DOPC,3,1,1,16,12
D3,106,10,B3AR,5,135,23,2,0.625,DOPC,3,1,1,2,3
N17,107,11,B3AR,5,185,8,0,1.25,DOPC,3,1,1,16,13
A18,108,12,B3AR,5,185,23,2,0.0,DOPC,3,1,1,17,0
D7,109,13,B3AR,5,235,8,0,1.25,DOPC,3,1,1,6,3
K12,110,14,Beta,5,85,8,0,0.625,DOPC,3,1,1,11,10
C8,111,15,Beta,5,185,8,0,1.25,DMPC,3,1,1,7,2
K1,112,16,Beta,5,185,14,1,0.0,DOPC,3,1,1,0,10
A8,113,17,Beta,5,185,17,1,0.0,DOPC,3,1,1,7,0
N21,114,18,Beta,5,185,20,0,0.625,DOPC,3,1,1,20,13
N18,115,19,Beta,5,185,20,1,0.0,DOPC,3,1,1,17,13
D18,116,20,Beta,5,185,23,0,0.625,DOPC,3,1,1,17,3
L21,117,21,CRCM,5,85,14,2,0.0,DOPC,3,1,1,20,11
J6,118,22,CRCM,5,85,17,2,0.625,DOPC,3,1,1,5,9
D11,119,23,CRCM,5,185,14,0,0.0,DMPC,3,1,1,10,3
L22,120,24,CRCM,5,185,17,0,0.625,DMPC,3,1,1,21,11
D17,121,25,CRCM,5,185,20,0,0.625,DMPC,3,1,1,16,3
B21,122,26,CRCM,5,185,20,0,1.25,DMPC,3,1,1,20,1
B11,123,27,CRCM,5,235,23,0,1.25,DMPC,3,1,1,10,1
G10,124,28,CaM,5,85,17,1,0.0,DOPC,3,1,1,9,6
C7,125,29,CaM,5,85,20,1,0.0,DOPC,3,1,1,6,2
G20,126,30,CaM,5,185,14,2,0.0,DMPC,3,1,1,19,6
G8,127,31,CaM,5,185,20,0,0.0,DMPC,3,1,1,7,6
C23,128,32,CaM,5,185,23,0,0.0,DMPC,3,1,1,22,2
D24,129,33,CaM,5,235,14,2,0.0,DMPC,3,1,1,23,3
G19,130,34,CaM,5,235,23,0,0.0,DMPC,3,1,1,18,6
M4,131,35,Glut,5,85,20,1,1.25,DMPC,3,1,1,3,12
M15,132,36,Glut,5,85,23,1,1.25,DOPC,3,1,1,14,12
O18,133,37,Glut,5,135,8,0,0.0,DMPC,3,1,1,17,14
L1,134,38,Glut,5,135,20,0,0.0,DMPC,3,1,1,0,11
C17,135,39,Glut,5,185,20,0,0.0,DMPC,3,1,1,16,2
J11,136,40,Glut,5,185,23,0,0.0,DMPC,3,1,1,10,9
L16,137,41,Glut,5,235,23,0,0.0,DMPC,3,1,1,15,11
I14,138,42,Blank,0,135,14,0,0.0,DMPC,3,1,1,13,8
O8,139,43,Blank,0,135,14,0,0.0,DOPC,3,1,1,7,14
P8,140,44,Blank,0,135,14,2,0.0,DMPC,3,1,1,7,15
E19,141,45,Blank,0,135,14,2,0.0,DOPC,3,1,1,18,4
M13,142,46,Blank,0,235,23,2,0.0,DMPC,3,1,1,12,12
P11,143,47,Blank,0,235,23,2,0.0,DOPC,3,1,1,10,15
N23,144,0,Aux,5,85,8,0,0.625,DMPC,3,1,1,22,13
K5,145,1,Aux,5,85,8,1,0.0,DMPC,3,1,1,4,10
K7,146,2,Aux,5,85,8,1,0.625,DMPC,3,1,1,6,10
L6,147,3,Aux,5,85,11,1,0.0,DMPC,3,1,1,5,11
E16,148,4,Aux,5,85,11,1,0.625,DMPC,3,1,1,15,4
H20,149,5,Aux,5,235,11,0,0.625,DMPC,3,1,1,19,7
H2,150,6,Aux,5,235,14,0,0.625,DMPC,3,1,1,1,7
E15,151,7,B3AR,5,85,14,1,0.0,DMPC,3,1,1,14,4
J21,152,8,B3AR,5,135,17,2,0.0,DOPC,3,1,1,20,9
H24,153,9,B3AR,5,135,20,2,0.0,DOPC,3,1,1,23,7
H3,154,10,B3AR,5,135,23,2,0.625,DOPC,3,1,1,2,7
C21,155,11,B3AR,5,185,8,0,1.25,DOPC,3,1,1,20,2
C16,156,12,B3AR,5,185,23,2,0.0,DOPC,3,1,1,15,2
G4,157,13,B3AR,5,235,8,0,1.25,DOPC,3,1,1,3,6
E1,158,14,Beta,5,85,8,0,0.625,DOPC,3,1,1,0,4
I7,159,15,Beta,5,185,8,0,1.25,DMPC,3,1,1,6,8
M21,160,16,Beta,5,185,14,1,0.0,DOPC,3,1,1,20,12
L18,161,17,Beta,5,185,17,1,0.0,DOPC,3,1,1,17,11
F6,162,18,Beta,5,185,20,0,0.625,DOPC,3,1,1,5,5
P21,163,19,Beta,5,185,20,1,0.0,DOPC,3,1,1,20,15
B23,164,20,Beta,5,185,23,0,0.625,DOPC,3,1,1,22,1
I10,165,21,CRCM,5,85,14,2,0.0,DOPC,3,1,1,9,8
G1,166,22,CRCM,5,85,17,2,0.625,DOPC,3,1,1,0,6
M14,167,23,CRCM,5,185,14,0,0.0,DMPC,3,1,1,13,12
D19,168,24,CRCM,5,185,17,0,0.625,DMPC,3,1,1,18,3
M10,169,25,CRCM,5,185,20,0,0.625,DMPC,3,1,1,9,12
N13,170,26,CRCM,5,185,20,0,1.25,DMPC,3,1,1,12,13
C6,171,27,CRCM,5,235,23,0,1.25,DMPC,3,1,1,5,2
H21,172,28,CaM,5,85,17,1,0.0,DOPC,3,1,1,20,7
H5,173,29,CaM,5,85,20,1,0.0,DOPC,3,1,1,4,7
J14,174,30,CaM,5,185,14,2,0.0,DMPC,3,1,1,13,9
F23,175,31,CaM,5,185,20,0,0.0,DMPC,3,1,1,22,5
H6,176,32,CaM,5,185,23,0,0.0,DMPC,3,1,1,5,7
A5,177,33,CaM,5,235,14,2,0.0,DMPC,3,1,1,4,0
O1,178,34,CaM,5,235,23,0,0.0,DMPC,3,1,1,0,14
H13,179,35,Glut,5,85,20,1,1.25,DMPC,3,1,1,12,7
L13,180,36,Glut,5,85,23,1,1.25,DOPC,3,1,1,12,11
C2,181,37,Glut,5,135,8,0,0.0,DMPC,3,1,1,1,2
B22,182,38,Glut,5,135,20,0,0.0,DMPC,3,1,1,21,1
A21,183,39,Glut,5,185,20,0,0.0,DMPC,3,1,1,20,0
F20,184,40,Glut,5,185,23,0,0.0,DMPC,3,1,1,19,5
J10,185,41,Glut,5,235,23,0,0.0,DMPC,3,1,1,9,9
I13,186,42,Blank,0,135,14,0,0.0,DMPC,3,1,1,12,8
H7,187,43,Blank,0,135,14,0,0.0,DOPC,3,1,1,6,7
N14,188,44,Blank,0,135,14,2,0.0,DMPC,3,1,1,13,13
K10,189,45,Blank,0,135,14,2,0.0,DOPC,3,1,1,9,10
M18,190,46,Blank,0,235,23,2,0.0,DMPC,3,1,1,17,12
I8,191,47,Blank,0,235,23,2,0.0,DOPC,3,1,1,7,8
J22,192,0,Aux,5,85,8,0,0.625,no_lipo,3,1,1,21,9
A10,193,1,Aux,5,85,8,1,0.0,no_lipo,3,1,1,9,0
K19,194,2,Aux,5,85,8,1,0.625,no_lipo,3,1,1,18,10
M3,195,3,Aux,5,85,11,1,0.0,no_lipo,3,1,1,2,12
B8,196,4,Aux,5,85,11,1,0.625,no_lipo,3,1,1,7,1
G9,197,5,Aux,5,235,11,0,0.625,no_lipo,3,1,1,8,6
M9,198,6,Aux,5,235,14,0,0.625,no_lipo,3,1,1,8,12
N6,199,7,B3AR,5,85,14,1,0.0,no_lipo,3,1,1,5,13
F7,200,8,B3AR,5,135,17,2,0.0,no_lipo,3,1,1,6,5
F9,201,9,B3AR,5,135,20,2,0.0,no_lipo,3,1,1,8,5
F1,202,10,B3AR,5,135,23,2,0.625,no_lipo,3,1,1,0,5
I15,203,11,B3AR,5,185,8,0,1.25,no_lipo,3,1,1,14,8
C9,204,12,B3AR,5,185,23,2,0.0,no_lipo,3,1,1,8,2
P5,205,13,B3AR,5,235,8,0,1.25,no_lipo,3,1,1,4,15
L23,206,14,Beta,5,85,8,0,0.625,no_lipo,3,1,1,22,11
L10,207,15,Beta,5,185,8,0,1.25,no_lipo,3,1,1,9,11
D8,208,16,Beta,5,185,14,1,0.0,no_lipo,3,1,1,7,3
J23,209,17,Beta,5,185,17,1,0.0,no_lipo,3,1,1,22,9
O17,210,18,Beta,5,185,20,0,0.625,no_lipo,3,1,1,16,14
F8,211,19,Beta,5,185,20,1,0.0,no_lipo,3,1,1,7,5
O13,212,20,Beta,5,185,23,0,0.625,no_lipo,3,1,1,12,14
P23,213,21,CRCM,5,85,14,2,0.0,no_lipo,3,1,1,22,15
A22,214,22,CRCM,5,85,17,2,0.625,no_lipo,3,1,1,21,0
I12,215,23,CRCM,5,185,14,0,0.0,no_lipo,3,1,1,11,8
H15,216,24,CRCM,5,185,17,0,0.625,no_lipo,3,1,1,14,7
K23,217,25,CRCM,5,185,20,0,0.625,no_lipo,3,1,1,22,10
I3,218,26,CRCM,5,185,20,0,1.25,no_lipo,3,1,1,2,8
O21,219,27,CRCM,5,235,23,0,1.25,no_lipo,3,1,1,20,14
K6,220,28,CaM,5,85,17,1,0.0,no_lipo,3,1,1,5,10
I21,221,29,CaM,5,85,20,1,0.0,no_lipo,3,1,1,20,8
M23,222,30,CaM,5,185,14,2,0.0,no_lipo,3,1,1,22,12
E11,223,31,CaM,5,185,20,0,0.0,no_lipo,3,1,1,10,4
N19,224,32,CaM,5,185,23,0,0.0,no_lipo,3,1,1,18,13
J1,225,33,CaM,5,235,14,2,0.0,no_lipo,3,1,1,0,9
F3,226,34,CaM,5,235,23,0,0.0,no_lipo,3,1,1,2,5
N24,227,35,Glut,5,85,20,1,1.25,no_lipo,3,1,1,23,13
N3,228,36,Glut,5,85,23,1,1.25,no_lipo,3,1,1,2,13
B16,229,37,Glut,5,135,8,0,0.0,no_lipo,3,1,1,15,1
K17,230,38,Glut,5,135,20,0,0.0,no_lipo,3,1,1,16,10
K20,231,39,Glut,5,185,20,0,0.0,no_lipo,3,1,1,19,10
M24,232,40,Glut,5,185,23,0,0.0,no_lipo,3,1,1,23,12
E3,233,41,Glut,5,235,23,0,0.0,no_lipo,3,1,1,2,4
A4,234,42,Blank,0,135,14,0,0.0,no_lipo,3,1,1,3,0
K3,235,43,Blank,0,135,14,0,0.0,no_lipo,3,1,1,2,10
D20,236,44,Blank,0,135,14,2,0.0,no_lipo,3,1,1,19,3
E22,237,45,Blank,0,135,14,2,0.0,no_lipo,3,1,1,21,4
P10,238,46,Blank,0,235,23,2,0.0,no_lipo,3,1,1,9,15
J4,239,47,Blank,0,235,23,2,0.0,no_lipo,3,1,1,3,9
F11,240,0,Aux,5,85,8,0,0.625,no_lipo,3,1,1,10,5
B10,241,1,Aux,5,85,8,1,0.0,no_lipo,3,1,1,9,1
K8,242,2,Aux,5,85,8,1,0.625,no_lipo,3,1,1,7,10
C18,243,3,Aux,5,85,11,1,0.0,no_lipo,3,1,1,17,2
K18,244,4,Aux,5,85,11,1,0.625,no_lipo,3,1,1,17,10
J7,245,5,Aux,5,235,11,0,0.625,no_lipo,3,1,1,6,9
K22,246,6,Aux,5,235,14,0,0.625,no_lipo,3,1,1,21,10
E18,247,7,B3AR,5,85,14,1,0.0,no_lipo,3,1,1,17,4
J18,248,8,B3AR,5,135,17,2,0.0,no_lipo,3,1,1,17,9
J19,249,9,B3AR,5,135,20,2,0.0,no_lipo,3,1,1,18,9
F13,250,10,B3AR,5,135,23,2,0.625,no_lipo,3,1,1,12,5
L11,251,11,B3AR,5,185,8,0,1.25,no_lipo,3,1,1,10,11
B1,252,12,B3AR,5,185,23,2,0.0,no_lipo,3,1,1,0,1
L9,253,13,B3AR,5,235,8,0,1.25,no_lipo,3,1,1,8,11
P7,254,14,Beta,5,85,8,0,0.625,no_lipo,3,1,1,6,15
A23,255,15,Beta,5,185,8,0,1.25,no_lipo,3,1,1,22,0
L20,256,16,Beta,5,185,14,1,0.0,no_lipo,3,1,1,19,11
L7,257,17,Beta,5,185,17,1,0.0,no_lipo,3,1,1,6,11
I1,258,18,Beta,5,185,20,0,0.625,no_lipo,3,1,1,0,8
E20,259,19,Beta,5,185,20,1,0.0,no_lipo,3,1,1,19,4
J24,260,20,Beta,5,185,23,0,0.625,no_lipo,3,1,1,23,9
N22,261,21,CRCM,5,85,14,2,0.0,no_lipo,3,1,1,21,13
P12,262,22,CRCM,5,85,17,2,0.625,no_lipo,3,1,1,11,15
K15,263,23,CRCM,5,185,14,0,0.0,no_lipo,3,1,1,14,10
F2,264,24,CRCM,5,185,17,0,0.625,no_lipo,3,1,1,1,5
E23,265,25,CRCM,5,185,20,0,0.625,no_lipo,3,1,1,22,4
G24,266,26,CRCM,5,185,20,0,1.25,no_lipo,3,1,1,23,6
H18,267,27,CRCM,5,235,23,0,1.25,no_lipo,3,1,1,17,7
O5,268,28,CaM,5,85,17,1,0.0,no_lipo,3,1,1,4,14
O3,269,29,CaM,5,85,20,1,0.0,no_lipo,3,1,1,2,14
C22,270,30,CaM,5,185,14,2,0.0,no_lipo,3,1,1,21,2
A20,271,31,CaM,5,185,20,0,0.0,no_lipo,3,1,1,19,0
I22,272,32,CaM,5,185,23,0,0.0,no_lipo,3,1,1,21,8
L14,273,33,CaM,5,235,14,2,0.0,no_lipo,3,1,1,13,11
D22,274,34,CaM,5,235,23,0,0.0,no_lipo,3,1,1,21,3
J16,275,35,Glut,5,85,20,1,1.25,no_lipo,3,1,1,15,9
H9,276,36,Glut,5,85,23,1,1.25,no_lipo,3,1,1,8,7
J13,277,37,Glut,5,135,8,0,0.0,no_lipo,3,1,1,12,9
H22,278,38,Glut,5,135,20,0,0.0,no_lipo,3,1,1,21,7
O7,279,39,Glut,5,185,20,0,0.0,no_lipo,3,1,1,6,14
F24,280,40,Glut,5,185,23,0,0.0,no_lipo,3,1,1,23,5
P4,281,41,Glut,5,235,23,0,0.0,no_lipo,3,1,1,3,15
M6,282,42,Blank,0,135,14,0,0.0,no_lipo,3,1,1,5,12
F16,283,43,Blank,0,135,14,0,0.0,no_lipo,3,1,1,15,5
O4,284,44,Blank,0,135,14,2,0.0,no_lipo,3,1,1,3,14
A1,285,45,Blank,0,135,14,2,0.0,no_lipo,3,1,1,0,0
L2,286,46,Blank,0,235,23,2,0.0,no_lipo,3,1,1,1,11
D23,287,47,Blank,0,235,23,2,0.0,no_lipo,3,1,1,22,3
K16,288,0,Aux,5,85,8,0,0.625,no_lipo,3,1,1,15,10
B12,289,1,Aux,5,85,8,1,0.0,no_lipo,3,1,1,11,1
L12,290,2,Aux,5,85,8,1,0.625,no_lipo,3,1,1,11,11
E10,291,3,Aux,5,85,11,1,0.0,no_lipo,3,1,1,9,4
P15,292,4,Aux,5,85,11,1,0.625,no_lipo,3,1,1,14,15
E21,293,5,Aux,5,235,11,0,0.625,no_lipo,3,1,1,20,4
O10,294,6,Aux,5,235,14,0,0.625,no_lipo,3,1,1,9,14
P9,295,7,B3AR,5,85,14,1,0.0,no_lipo,3,1,1,8,15
B18,296,8,B3AR,5,135,17,2,0.0,no_lipo,3,1,1,17,1
L4,297,9,B3AR,5,135,20,2,0.0,no_lipo,3,1,1,3,11
K13,298,10,B3AR,5,135,23,2,0.625,no_lipo,3,1,1,12,10
A14,299,11,B3AR,5,185,8,0,1.25,no_lipo,3,1,1,13,0
G21,300,12,B3AR,5,185,23,2,0.0,no_lipo,3,1,1,20,6
F10,301,13,B3AR,5,235,8,0,1.25,no_lipo,3,1,1,9,5
L8,302,14,Beta,5,85,8,0,0.625,no_lipo,3,1,1,7,11
A2,303,15,Beta,5,185,8,0,1.25,no_lipo,3,1,1,1,0
A15,304,16,Beta,5,185,14,1,0.0,no_lipo,3,1,1,14,0
F22,305,17,Beta,5,185,17,1,0.0,no_lipo,3,1,1,21,5
F15,306,18,Beta,5,185,20,0,0.625,no_lipo,3,1,1,14,5
L24,307,19,Beta,5,185,20,1,0.0,no_lipo,3,1,1,23,11
B7,308,20,Beta,5,185,23,0,0.625,no_lipo,3,1,1,6,1
N8,309,21,CRCM,5,85,14,2,0.0,no_lipo,3,1,1,7,13
N4,310,22,CRCM,5,85,17,2,0.625,no_lipo,3,1,1,3,13
B6,311,23,CRCM,5,185,14,0,0.0,no_lipo,3,1,1,5,1
P24,312,24,CRCM,5,185,17,0,0.625,no_lipo,3,1,1,23,15
I4,313,25,CRCM,5,185,20,0,0.625,no_lipo,3,1,1,3,8
D2,314,26,CRCM,5,185,20,0,1.25,no_lipo,3,1,1,1,3
G6,315,27,CRCM,5,235,23,0,1.25,no_lipo,3,1,1,5,6
G16,316,28,CaM,5,85,17,1,0.0,no_lipo,3,1,1,15,6
J9,317,29,CaM,5,85,20,1,0.0,no_lipo,3,1,1,8,9
M20,318,30,CaM,5,185,14,2,0.0,no_lipo,3,1,1,19,12
C3,319,31,CaM,5,185,20,0,0.0,no_lipo,3,1,1,2,2
I19,320,32,CaM,5,185,23,0,0.0,no_lipo,3,1,1,18,8
K9,321,33,CaM,5,235,14,2,0.0,no_lipo,3,1,1,8,10
O16,322,34,CaM,5,235,23,0,0.0,no_lipo,3,1,1,15,14
M5,323,35,Glut,5,85,20,1,1.25,no_lipo,3,1,1,4,12
K2,324,36,Glut,5,85,23,1,1.25,no_lipo,3,1,1,1,10
A19,325,37,Glut,5,135,8,0,0.0,no_lipo,3,1,1,18,0
L3,326,38,Glut,5,135,20,0,0.0,no_lipo,3,1,1,2,11
A7,327,39,Glut,5,185,20,0,0.0,no_lipo,3,1,1,6,0
D6,328,40,Glut,5,185,23,0,0.0,no_lipo,3,1,1,5,3
M16,329,41,Glut,5,235,23,0,0.0,no_lipo,3,1,1,15,12
J12,330,42,Blank,0,135,14,0,0.0,no_lipo,3,1,1,11,9
J5,331,43,Blank,0,135,14,0,0.0,no_lipo,3,1,1,4,9
I16,332,44,Blank,0,135,14,2,0.0,no_lipo,3,1,1,15,8
H16,333,45,Blank,0,135,14,2,0.0,no_lipo,3,1,1,15,7
J15,334,46,Blank,0,235,23,2,0.0,no_lipo,3,1,1,14,9
P17,335,47,Blank,0,235,23,2,0.0,no_lipo,3,1,1,16,15
I9,336,0,Aux,5,85,8,0,0.625,no_lipo,3,1,1,8,8
H19,337,1,Aux,5,85,8,1,0.0,no_lipo,3,1,1,18,7
B4,338,2,Aux,5,85,8,1,0.625,no_lipo,3,1,1,3,1
P13,339,3,Aux,5,85,11,1,0.0,no_lipo,3,1,1,12,15
C24,340,4,Aux,5,85,11,1,0.625,no_lipo,3,1,1,23,2
A24,341,5,Aux,5,235,11,0,0.625,no_lipo,3,1,1,23,0
E9,342,6,Aux,5,235,14,0,0.625,no_lipo,3,1,1,8,4
C4,343,7,B3AR,5,85,14,1,0.0,no_lipo,3,1,1,3,2
O15,344,8,B3AR,5,135,17,2,0.0,no_lipo,3,1,1,14,14
E4,345,9,B3AR,5,135,20,2,0.0,no_lipo,3,1,1,3,4
A6,346,10,B3AR,5,135,23,2,0.625,no_lipo,3,1,1,5,0
P2,347,11,B3AR,5,185,8,0,1.25,no_lipo,3,1,1,1,15
J8,348,12,B3AR,5,185,23,2,0.0,no_lipo,3,1,1,7,9
D14,349,13,B3AR,5,235,8,0,1.25,no_lipo,3,1,1,13,3
O19,350,14,Beta,5,85,8,0,0.625,no_lipo,3,1,1,18,14
E13,351,15,Beta,5,185,8,0,1.25,no_lipo,3,1,1,12,4
I6,352,16,Beta,5,185,14,1,0.0,no_lipo,3,1,1,5,8
F21,353,17,Beta,5,185,17,1,0.0,no_lipo,3,1,1,20,5
D21,354,18,Beta,5,185,20,0,0.625,no_lipo,3,1,1,20,3
P16,355,19,Beta,5,185,20,1,0.0,no_lipo,3,1,1,15,15
K4,356,20,Beta,5,185,23,0,0.625,no_lipo,3,1,1,3,10
